source_year,workbook_name,sheet_name,chapter,likely_table_title,topic,geography_level_candidate,is_index_sheet,likely_analytical_table,max_rows,max_columns,probable_header_row,probable_data_start_row,region_candidate_count,total_keyword_hits,source_keyword_hits,detected_years,normalized_match_title
2023,Statistical-Yearbook-2023.xlsx,26,Unknown / Other,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",Capacity | Workforce,Unknown / National / Other,NO,YES,29,19,12,13,0,18,0,,"health manpower in primary health care centers, moh, in the last five years"
2023,Statistical-Yearbook-2023.xlsx,27,Unknown / Other,"Physicians and Dentists in MoH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",Capacity | Workforce,Unknown / National / Other,NO,YES,34,9,4,5,0,15,0,2022,"physicians and dentists in moh primary health care centers by speciality and nationality, in the last five years"
2023,Statistical-Yearbook-2023.xlsx,28,Unknown / Other,القوى العاملة الصحية بمراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2023م,Capacity | Workforce,Health Region,NO,YES,176,21,14,15,10,36,0,,القوى ا لة الصحية بمراكز الرعاية الصحية الأولية بوزارة الصحة المنطقة الصحية والفئة والجنس والجنسية م
2023,Statistical-Yearbook-2023.xlsx,29,Unknown / Other,الأطباء بمراكز الرعاية الصحية الأولية بوزارة الصحة حسب التخصصات الرئيسية والجنسية والجنس والمنطقة الصحية عام 2023م.,Capacity | Workforce,Health Region,NO,YES,158,21,13,14,9,36,0,,الأطباء بمراكز الرعاية الصحية الأولية بوزارة الصحة التخصصات الرئيسية والجنسية والجنس والمنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,30,Unknown / Other,"Hospital Beds in Other Governmental Sector by Speciality, 2023G.",Capacity | Activity,Unknown / National / Other,NO,YES,15,37,4,5,0,4,0,,"hospital beds in other governmental sector by speciality, g"
2023,Statistical-Yearbook-2023.xlsx,31,Unknown / Other,"Health Manpower in Other Governmental Sector by Category,Sex and Nationality, 2023G.",Capacity | Workforce,Unknown / National / Other,NO,YES,120,28,14,15,1,36,1,,"health manpower in other governmental sector by category,sex and nationality, g"
2023,Statistical-Yearbook-2023.xlsx,32,Unknown / Other,"Physicians & Dentists in Other Governmental Sector by Speciality and Nationality, 2023G.",Capacity | Workforce | Activity,Unknown / National / Other,NO,YES,130,24,7,8,0,10,0,,"physicians & dentists in other governmental sector by speciality and nationality, g"
2023,Statistical-Yearbook-2023.xlsx,33,Unknown / Other,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",Workforce,Unknown / National / Other,NO,YES,78,19,12,13,0,18,0,,"health manpower in the other governmental sector by nationality, in the last five years"
2023,Statistical-Yearbook-2023.xlsx,34,Unknown / Other,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities by Health Region, 2023G.",Capacity | Workforce,Health Region,NO,YES,31,29,4,7,19,2,0,,"private sector hospitals, medical complexes, beds and other medical facilities by health region, g"
2023,Statistical-Yearbook-2023.xlsx,35,Unknown / Other,المستشفيات والأسرة والمجمعات الطبية بالقطاع الخاص حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,Capacity,Health Region,NO,YES,29,28,5,7,19,2,0,,المستشفيات والأسرة والمجمعات الطبية بالقطاع الخاص المنطقة الصحية في الأعوام الخمسة الأخيرة
2023,Statistical-Yearbook-2023.xlsx,36,Unknown / Other,"Hospital Beds at Private Sector by Health Region and Speciality , 2023G.",Capacity | Activity,Health Region,NO,YES,20,40,4,5,15,4,0,,"hospital beds at private sector by health region and speciality , g"
2023,Statistical-Yearbook-2023.xlsx,37,Unknown / Other,"Single Doctor Private Clinics by Health Region and Speciality, 2023G.",Workforce | Activity,Health Region,NO,YES,17,37,4,5,7,4,0,,"single doctor private clinics by health region and speciality, g"
2023,Statistical-Yearbook-2023.xlsx,38,Unknown / Other,Health Manpower at Private Sector in the last Five Years,Workforce,Unknown / National / Other,NO,YES,78,16,12,13,0,18,0,,health manpower at private sector in the last five years
2023,Statistical-Yearbook-2023.xlsx,39,Unknown / Other,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2023G",Workforce,Health Region,NO,YES,181,24,14,15,9,36,0,,"health manpower in the private sector by health region,category,sex and nationality, g"
2023,Statistical-Yearbook-2023.xlsx,40,Unknown / Other,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2023G",Capacity | Workforce,Health Region,NO,YES,178,17,14,15,9,36,0,,"health manpower in private sector hospitals by health region,category,sex and nationality, g"
2023,Statistical-Yearbook-2023.xlsx,41,Unknown / Other,"Health Manpower in Private Sector Medical Complexes by Health Region, Category, Sex and Nationality, 2023G",Workforce,Health Region,NO,YES,176,16,14,15,9,36,0,,"health manpower in private sector medical complexes by health region, category, sex and nationality, g"
2023,Statistical-Yearbook-2023.xlsx,42,Unknown / Other,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2023G.",Workforce | Activity,Health Region,NO,YES,131,31,7,8,6,14,0,,"physicians and dentists in the private sector by speciality, professional categories and health region, g"
2023,Statistical-Yearbook-2023.xlsx,43,Unknown / Other,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2023G.",Capacity | Workforce,Unknown / National / Other,NO,YES,31,32,7,8,0,30,0,,"health manpower in private health facilities by facility classification, sex and nationality, g"
2023,Statistical-Yearbook-2023.xlsx,44,Unknown / Other,Preventive Medicine & Public Health,Capacity | Workforce | Activity,Unknown / National / Other,NO,YES,70,10,4,5,0,0,0,,preventive medicine & public health
2023,Statistical-Yearbook-2023.xlsx,45,Unknown / Other,Preventive Medicine & Public Health,Workforce | Activity,Unknown / National / Other,NO,YES,58,10,4,5,0,1,0,,preventive medicine & public health
2023,Statistical-Yearbook-2023.xlsx,46,Unknown / Other,الملتحقون والملتحقات من العاملين بوزارة الصحة ببرامج الايفاد حسب المنطقة الصحية عام 2023م,Other,Health Region,NO,YES,70,7,4,5,19,2,0,,الملتحقون والملتحقات من ا لين بوزارة الصحة ببرامج الايفاد المنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,47,Unknown / Other,المنطقة الصحية,Other,Health Region,NO,YES,29,58,14,15,13,4,0,,المنطقة الصحية
2023,Statistical-Yearbook-2023.xlsx,48,Unknown / Other,Basic Train of Trainers(TOT) in Health Care Simulation,Other,Unknown / National / Other,NO,YES,35,4,4,5,0,2,0,,basic train of trainers tot in health care simulation
2023,Statistical-Yearbook-2023.xlsx,49,Unknown / Other,Enrolled Students in health colleges for the academic year 2022-2023G.,Other,Unknown / National / Other,NO,YES,126,7,6,7,12,2,0,2022,enrolled students in health colleges for the academic year - g
2023,Statistical-Yearbook-2023.xlsx,50,Unknown / Other,Graduates in health colleges for the academic year 2021-2022G.,Other,Unknown / National / Other,NO,YES,112,7,6,7,13,2,0,2021,graduates in health colleges for the academic year - g
2023,Statistical-Yearbook-2023.xlsx,51,Unknown / Other,Prince Mohammad Bin Abdulaziz Hospital,Capacity,Health Region,NO,YES,153,10,4,5,2,0,0,"2021, 2022, 2023",prince mohammad bin abdulaziz hospital
2023,Statistical-Yearbook-2023.xlsx,52,Unknown / Other,"Armed Forces Hospital in the military factories, Al-Kharj",Capacity,Health Region,NO,YES,44,31,4,5,22,0,0,"2021, 2022, 2023, 2024","armed forces hospital in the military factories, al-kharj"
2023,Statistical-Yearbook-2023.xlsx,53,Unknown / Other,Dr. Sulaiman Al Habib Hospital for Obstetric and Gynecology,Capacity | Workforce,Health Region,NO,YES,139,84,4,5,8,0,0,"2021, 2022, 2023",dr sulaiman al habib hospital for obstetric and gynecology
2023,Statistical-Yearbook-2023.xlsx,فهرس الباب الثالث,Unknown / Other,"Reported Cases of Notifiable Communicable Diseases by Health Region, 2023G",Other,Health Region,YES,NO,50,39,2,3,0,0,0,"2021, 2023","reported cases of notifiable communicable diseases by health region, g"
2023,Statistical-Yearbook-2023.xlsx,3-1,Unknown / Other,Incidence Rate / 100 000 population,Population,Unknown / National / Other,NO,YES,15,8,6,7,0,0,0,,incidence rate population
2023,Statistical-Yearbook-2023.xlsx,3-2,Unknown / Other,"Reported Cases of Notifiable Infectious Diseases by Health Region, 2023G",Other,Health Region,NO,YES,53,31,4,5,19,2,0,,"reported cases of notifiable infectious diseases by health region, g"
2023,Statistical-Yearbook-2023.xlsx,3-2تكملة,Unknown / Other,"Reported Cases of Notifiable Infectious Diseases by Health Region, 2023G",Other,Health Region,NO,YES,27,37,4,5,19,2,0,2023,"reported cases of notifiable infectious diseases by health region, g"
2023,Statistical-Yearbook-2023.xlsx,3-3,Unknown / Other,Table 3-3,Other,Unknown / National / Other,NO,YES,39,16,4,5,0,2,0,,-
2023,Statistical-Yearbook-2023.xlsx,3-4,Unknown / Other,Table 3-4,Other,Unknown / National / Other,NO,YES,38,10,5,6,0,2,0,,-
2023,Statistical-Yearbook-2023.xlsx,3-5,Unknown / Other,Table 3-5,Other,Unknown / National / Other,NO,YES,220,18,6,7,0,4,0,,-
2023,Statistical-Yearbook-2023.xlsx,3-6,Unknown / Other,"Incidence Rate per 100,000 population",Population,Unknown / National / Other,NO,YES,101,16,6,7,0,0,0,,"incidence rate per , population"
2023,Statistical-Yearbook-2023.xlsx,3-7,Unknown / Other,حالات الدرن الرئوي حسب المنطقة الصحية وفئة العمر عام 2023م,Other,Health Region,NO,YES,38,19,6,7,19,5,0,,حالات الدرن الرئوي المنطقة الصحية وفئة العمر م
2023,Statistical-Yearbook-2023.xlsx,3-8,Unknown / Other,حالات الدرن غير الرئوي حسب المنطقة الصحية وفئة العمر عام 2023م,Other,Health Region,NO,YES,37,19,6,7,19,5,0,,حالات الدرن غير الرئوي المنطقة الصحية وفئة العمر م
2023,Statistical-Yearbook-2023.xlsx,3.9,Unknown / Other,Leprosy Cases by Health Region for the last five years .,Other,Health Region,NO,YES,35,8,4,5,19,2,0,,leprosy cases by health region for the last five years
2023,Statistical-Yearbook-2023.xlsx,3-10,Unknown / Other,"Notified Malaria Cases by Health Region& Type of Parasite, 2023G.",Other,Health Region,NO,YES,30,13,6,7,19,2,0,,"notified malaria cases by health region& type of parasite, g"
2023,Statistical-Yearbook-2023.xlsx,3-11,Unknown / Other,حالات الملاريا المبلغة حسب المنطقة الصحية وفئة العمر عام 2023م.,Other,Health Region,NO,YES,32,15,6,7,19,2,0,,حالات الملاريا المبلغة المنطقة الصحية وفئة العمر م
2023,Statistical-Yearbook-2023.xlsx,3-12,Unknown / Other,حالات الملاريا المبلغة بأماكن التوطن بالمملكة حسب المنطقة الصحية و الشهور عام 2023 م.,Other,Health Region,NO,YES,1005,10,5,6,2,4,0,2023,حالات الملاريا المبلغة بأماكن التوطن بالمملكة المنطقة الصحية و الشهور م
2023,Statistical-Yearbook-2023.xlsx,3-13,Unknown / Other,"Reported Bilharzial Cases by Health Region, Type of Disease, Nationality, Sex and Age Group, 2023G.",Other,Health Region,NO,YES,35,18,6,7,15,4,0,,"reported bilharzial cases by health region, type of disease, nationality, sex and age group, g"
2023,Statistical-Yearbook-2023.xlsx,3-14,Unknown / Other,معدل الانتشار لكل مائة ألف من السكان,Population,Unknown / National / Other,NO,YES,28,24,14,15,0,0,0,"2021, 2022, 2023",معدل الانتشار لكل مائة ألف من السكان
2023,Statistical-Yearbook-2023.xlsx,3-15,Unknown / Other,"Reported Cases of Cutaneous Leishmaniasis by Health Region, Nationality , Sex , Residence and Age Group, 2023G.",Other,Health Region,NO,YES,28,16,5,7,19,2,0,,"reported cases of cutaneous leishmaniasis by health region, nationality , sex , residence and age group, g"
2023,Statistical-Yearbook-2023.xlsx,3-16,Unknown / Other,الإقامة بالمنطقة الصحية Residency,Other,Health Region,NO,YES,20,16,5,6,0,2,0,,الإقامة بالمنطقة الصحية residency
2023,Statistical-Yearbook-2023.xlsx,3-17,Unknown / Other,"Reported Cases of Visceral Leishmaniasis by Health Region, in the last Five Years*",Other,Health Region,NO,YES,17,10,9,10,4,2,0,,"reported cases of visceral leishmaniasis by health region, in the last five years*"
2023,Statistical-Yearbook-2023.xlsx,3-18,Unknown / Other,"Reported Cases of Cutaneous and Visceral Leishmaniasis by Health Region and Nationality, 2022-2023G.",Other,Health Region,NO,YES,54,20,7,8,18,14,0,2022,"reported cases of cutaneous and visceral leishmaniasis by health region and nationality, - g"
2023,Statistical-Yearbook-2023.xlsx,3-19,Unknown / Other,No of visited healthy houses of company workers,Activity,Health Region,NO,YES,29,12,5,6,19,2,1,,no of visited healthy houses of company workers
2023,Statistical-Yearbook-2023.xlsx,3-20,Unknown / Other,مراجعة الشهادات الصحية للعاملين Check up of workers health certificates,Activity,Unknown / National / Other,NO,YES,18,15,4,5,0,0,1,,مراجعة الشهادات الصحية ل لين check up of workers health certificates
2023,Statistical-Yearbook-2023.xlsx,3-21,Unknown / Other,Incidence Rate of environmental health related diseases for the last five years.,Population,Unknown / National / Other,NO,YES,11,8,6,7,0,0,0,,incidence rate of environmental health related diseases for the last five years
2023,Statistical-Yearbook-2023.xlsx,3.22,Unknown / Other,فاشيات الأمراض المنقولة بالغذاء وعدد الحالات المصابة موزعة حسب مصدر الفاشية والجنس والجنسية والفئات العمرية والمنطقة الصحية لعام 2023م.,Other,Health Region,NO,YES,28,17,6,7,19,4,8,,فاشيات الأمراض المنقولة بالغذاء وعدد الحالات المصابة موزعة مصدر الفاشية والجنس والجنسية والفئات العمرية والمنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,3-23,Unknown / Other,حالات التسمم الكيميائي والدوائي موزعة حسب الجنس والجنسية والمنطقة الصحية لعام 2023م.,Other,Health Region,NO,YES,28,12,6,7,19,3,0,,حالات التسمم الكيميائي والدوائي موزعة الجنس والجنسية والمنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,فهرس الباب الرابع,Unknown / Other,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case , 2023G.",Capacity | Activity,Health Region,YES,NO,122,38,2,3,0,1,0,,"patients and casualties offered first aid and transported by saudi red crescent authority ambulances by administrative region and type of case , g"
2023,Statistical-Yearbook-2023.xlsx,1..,Unknown / Other,زيارات واستشارات الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية عام 2023م.,Other,Health Region,NO,YES,29,15,4,5,19,4,0,,زيارات واستشارات الرعاية الصحية الأولية بوزارة الصحة المنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,2..,Unknown / Other,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,Health Region,NO,YES,26,12,5,6,19,4,0,,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة الجنس والجنسية والمنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,3..,Unknown / Other,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,Health Region,NO,YES,27,7,5,6,19,4,0,,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة الجنس والجنسية والمنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,4..,Unknown / Other,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,Health Region,NO,YES,54,13,5,6,19,4,0,,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة الجنس والجنسية والمنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,5..,Unknown / Other,زيارات المراجعين للرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity | Activity,Health Region,NO,YES,29,38,4,5,19,5,0,,زيارات المراجعين للرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة المنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,6..,Unknown / Other,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,Capacity | Activity,Health Region,NO,YES,48,25,6,7,19,3,0,"2021, 2022",زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة المنطقة الصحية في الأعوام الخمسة الأخيرة
2023,Statistical-Yearbook-2023.xlsx,7..,Unknown / Other,"First Aid Centers and Ambulances of the Saudi Red Crescent Authority by Administrative Region, 2023G.",Capacity,Health Region,NO,YES,26,7,6,7,21,2,0,,"first aid centers and ambulances of the saudi red crescent authority by administrative region, g"
2023,Statistical-Yearbook-2023.xlsx,8..,Unknown / Other,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case, 2023G.",Capacity,Health Region,NO,YES,21,10,6,7,21,4,0,,"patients and casualties offered first aid and transported by saudi red crescent authority ambulances by administrative region and type of case, g"
2023,Statistical-Yearbook-2023.xlsx,9..,Unknown / Other,Cases Offered First Aid and Transported by Ambulances of Saudi Red Crescent Authority by Administrative Region in the last Five Years,Other,Health Region,NO,YES,32,14,5,6,21,2,0,,cases offered first aid and transported by ambulances of saudi red crescent authority by administrative region in the last five years
2023,Statistical-Yearbook-2023.xlsx,10..,Unknown / Other,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2023G.",Capacity | Activity,Unknown / National / Other,NO,YES,79,15,10,11,1,4,0,,"opd encounters at other governmental sector hospitals and polyclinics by nationality, g"
2023,Statistical-Yearbook-2023.xlsx,11..,Unknown / Other,"Health Services in the Private Sector by Administrative Regions, 2023G",Activity,Health Region,NO,YES,22,13,4,5,21,2,2,,"health services in the private sector by administrative regions, g"
2023,Statistical-Yearbook-2023.xlsx,12..,Unknown / Other,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة,Population | Activity,Unknown / National / Other,NO,YES,25,9,9,10,0,2,0,,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة
2023,Statistical-Yearbook-2023.xlsx,13..,Unknown / Other,زيارات المراجعين لعيادات السكرى بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,Health Region,NO,YES,47,13,5,6,19,4,0,,زيارات المراجعين لعيادات السكرى بمستشفيات وزارة الصحة الجنس والجنسية والمنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,14..,Unknown / Other,"Complications of pregnancy and child birth, MOH Hospitals, 2023G.",Capacity,Unknown / National / Other,NO,YES,27,5,4,5,0,2,0,,"complications of pregnancy and child birth, moh hospitals, g"
2023,Statistical-Yearbook-2023.xlsx,15..,Unknown / Other,"Outpatients and Inpatients in Mental Health Departments, MOH, According to Main Disease Groups of ICD-10, 2023G.",Activity,Unknown / National / Other,NO,YES,20,10,5,6,0,5,1,,"outpatients and inpatients in mental health departments, moh, according to main disease groups of icd- , g"
2023,Statistical-Yearbook-2023.xlsx,16..,Unknown / Other,زيارات المراجعين لعيادات الأسنان بوزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م,Activity,Health Region,NO,YES,31,8,4,5,19,2,2,,زيارات المراجعين لعيادات الأسنان بوزارة الصحة الجنس والجنسية والمنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,17..,Unknown / Other,الخدمات الرئيسية للأسنان بمراكز طب الأسنان بوزارة الصحة حسب نوع الخدمة والمنطقة الصحية عام 2023م.,Workforce | Activity,Health Region,NO,YES,32,14,4,5,19,4,2,,الخدمات الرئيسية للأسنان بمراكز طب الأسنان بوزارة الصحة نوع الخدمة والمنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,18.,Unknown / Other,العمليات الجراحية للفك والأسنان وحالات الخلع بوزارة الصحة حسب المنطقة الصحية عام 2023م.,Activity,Health Region,NO,YES,31,7,4,5,19,3,2,,العمليات الجراحية للفك والأسنان وحالات الخلع بوزارة الصحة المنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,19.,Unknown / Other,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2023م.,Capacity | Activity,Health Region,NO,YES,32,8,4,5,19,4,2,,المنومون بمستشفيات وزارة الصحة المنطقة الصحية والجنسية م
2023,Statistical-Yearbook-2023.xlsx,20.,Unknown / Other,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2023م.,Capacity | Activity,Health Region,NO,YES,28,10,6,7,19,4,0,,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات ا ة بوزارة الصحة المنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,21.,Unknown / Other,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (100 سرير فأكثر) حسب المنطقة الصحية عام 2023م.,Capacity,Health Region,NO,YES,29,25,5,6,19,0,2,,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة سرير فأكثر المنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,22.,Unknown / Other,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (50 سرير) حسب المنطقة الصحية عام 2023م.,Capacity,Health Region,NO,YES,28,9,5,6,19,0,2,,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة سرير المنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,23.,Unknown / Other,بعض المؤشرات المختارة عن خدمات مستشفيات الصحة النفسية والرعاية المديدة والتأهيل بوزارة الصحة حسب المنطقة الصحية عام 2023م.,Capacity,Health Region,NO,YES,37,15,4,5,19,0,2,,بعض المؤشرات المختارة عن خدمات مستشفيات الصحة النفسية والرعاية المديدة والتأهيل بوزارة الصحة المنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,24.,Unknown / Other,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2023G",Capacity | Activity,Unknown / National / Other,NO,YES,54,14,15,16,0,4,0,,"inpatients in other governmental sector hospitals by nationality, g"
2023,Statistical-Yearbook-2023.xlsx,25.,Unknown / Other,"Inpatients in Health Sectors Hospitals, KSA in the last Five Years",Capacity | Activity,Unknown / National / Other,NO,YES,20,9,9,10,0,2,0,,"inpatients in health sectors hospitals, ksa in the last five years"
2023,Statistical-Yearbook-2023.xlsx,26.,Unknown / Other,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2023م.,Capacity,Health Region,NO,YES,31,14,6,7,19,7,0,,الولادات بمستشفيات وزارة الصحة المنطقة الصحية ونوع الولادة م
2023,Statistical-Yearbook-2023.xlsx,27.,Unknown / Other,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery, 2023G",Capacity,Unknown / National / Other,NO,YES,48,19,15,16,0,7,0,,"deliveries at other governmental sector hospitals by type of delivery, g"
2023,Statistical-Yearbook-2023.xlsx,28.,Unknown / Other,المنطقة الصحية,Other,Health Region,NO,YES,34,9,15,16,19,4,0,,المنطقة الصحية
2023,Statistical-Yearbook-2023.xlsx,29.,Unknown / Other,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2023G.",Capacity | Activity,Health Region,NO,YES,70,61,7,8,19,4,0,,"surgical interventions at moh hospitals by health region and hospital sections, g"
2023,Statistical-Yearbook-2023.xlsx,30.,Unknown / Other,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2023G",Capacity | Activity,Unknown / National / Other,NO,YES,110,59,7,8,0,4,0,,"surgical interventions at other governmental sector hospitals by section, g"
2023,Statistical-Yearbook-2023.xlsx,31.,Unknown / Other,"Main Activities and Services at King Khaled Eye Specialist Hospital, in the last Five Years",Capacity | Activity,Unknown / National / Other,NO,YES,24,12,4,5,1,4,0,,"main activities and services at king khaled eye specialist hospital, in the last five years"
2023,Statistical-Yearbook-2023.xlsx,32.,Unknown / Other,"Cases of Malignant Tumours Registered at King Faisal Specialist Hospital and Research Center by Site and Sex, 2023G.",Capacity,Unknown / National / Other,NO,YES,26,15,8,9,4,2,2,,"cases of malignant tumours registered at king faisal specialist hospital and research center by site and sex, g"
2023,Statistical-Yearbook-2023.xlsx,33.,Unknown / Other,"Cases of Tumours among Children Referred to King Faisal Specialist Hospital by Site, 2023G.",Capacity,Unknown / National / Other,NO,YES,21,8,5,6,2,2,2,,"cases of tumours among children referred to king faisal specialist hospital by site, g"
2023,Statistical-Yearbook-2023.xlsx,34.,Unknown / Other,"Renal Dialysis Centers and Patients by Health Sectors, 2021G.",Other,Unknown / National / Other,NO,YES,14,6,4,5,0,2,0,,"renal dialysis centers and patients by health sectors, g"
2023,Statistical-Yearbook-2023.xlsx,35.,Unknown / Other,"Haemodialysis Patients by Health Sector , Sex and Nationality, 2021G.",Capacity,Unknown / National / Other,NO,YES,27,11,10,,0,2,0,,"haemodialysis patients by health sector , sex and nationality, g"
2023,Statistical-Yearbook-2023.xlsx,36.,Unknown / Other,المنطقة الصحية,Other,Health Region,NO,YES,29,8,7,8,19,4,0,,المنطقة الصحية
2023,Statistical-Yearbook-2023.xlsx,37.,Unknown / Other,"Post-Amputation Encounters to Medical Rehabilitation Centers & Departments at MoH Facilities by Sex, Nationality and Cause of Injury, 2023G.",Other,Unknown / National / Other,NO,YES,13,28,12,,0,4,0,,"post-amputation encounters to medical rehabilitation centers & departments at moh facilities by sex, nationality and cause of injury, g"
2023,Statistical-Yearbook-2023.xlsx,38.,Unknown / Other,King Faisal Specialist Hospital,Capacity,Unknown / National / Other,NO,YES,61,49,5,6,1,4,1,,king faisal specialist hospital
2023,Statistical-Yearbook-2023.xlsx,39.,Unknown / Other,Table 4-39,Workforce,Unknown / National / Other,NO,YES,22,18,7,8,0,3,2,,-
2023,Statistical-Yearbook-2023.xlsx,40.,Unknown / Other,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2023م.,Capacity,Health Region,NO,YES,34,30,4,5,20,2,0,,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بمستشفيات وزارة الصحة المنطقة الصحية م
2023,Statistical-Yearbook-2023.xlsx,41.,Unknown / Other,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2023G.",Capacity,Health Region,NO,YES,28,20,4,8,19,3,0,,"laboratory investigations at moh hospitals by health region and type of investigations, g"
2023,Statistical-Yearbook-2023.xlsx,42.,Unknown / Other,"Diagnostic Radiology Investigations at MoH Hospitals by Type of Investigation, 2023G.",Capacity,Unknown / National / Other,NO,YES,18,3,4,5,0,0,0,,"diagnostic radiology investigations at moh hospitals by type of investigation, g"
2023,Statistical-Yearbook-2023.xlsx,43.,Unknown / Other,"Laboratory Investigations and Number of Radiology & Physiotherapy patients at MoH Facilities, in the last Five Years",Activity,Unknown / National / Other,NO,YES,20,14,4,5,0,0,0,,"laboratory investigations and number of radiology & physiotherapy patients at moh facilities, in the last five years"
2023,Statistical-Yearbook-2023.xlsx,44.,Unknown / Other,King Faisal Specialist Hospital,Capacity,Unknown / National / Other,NO,YES,17,10,15,,0,2,0,,king faisal specialist hospital
2023,Statistical-Yearbook-2023.xlsx,45.,Unknown / Other,أعداد العينات والاختبارات التي أجريت بمراكز مراقبة السموم والكيمياء الطبية الشرعية بوزارة الصحة حسب المنطقة الصحية لعام 2023م.,Other,Health Region,NO,YES,17,27,4,5,12,3,0,,أعداد العينات والاختبارات التي أجريت بمراكز مراقبة السموم والكيمياء الطبية الشرعية بوزارة الصحة المنطقة الصحية م
