source_year,workbook_name,sheet_name,chapter,likely_table_title,topic,geography_level_candidate,is_index_sheet,likely_analytical_table,max_rows,max_columns,probable_header_row,probable_data_start_row,region_candidate_count,total_keyword_hits,source_keyword_hits,detected_years,normalized_match_title
2021,Statistical-Yearbook-2021-Chapter-I-Health-Indicators.xlsx,6,Health Indicators,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021 م,Capacity | Workforce,Health Region,NO,YES,32,8,4,5,18,0,1,2021,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة المنطقة الصحية م
2021,Statistical-Yearbook-2021-Chapter-I-Health-Indicators.xlsx,7,Health Indicators,Table 1-7,Other,Unknown / National / Other,NO,YES,13,8,4,5,0,0,0,,-
2021,Statistical-Yearbook-2021-Chapter-I-Health-Indicators.xlsx,8,Health Indicators,"Incidence Rate of Some Immunization Targeted Diseases (per 100,000 population) in the Last Five Years",Population,Unknown / National / Other,NO,YES,13,9,4,5,0,0,0,,"incidence rate of some immunization targeted diseases per , population in the last five years"
2021,Statistical-Yearbook-2021-Chapter-I-Health-Indicators.xlsx,9,Health Indicators,"RTA Injuries per 100,000 Population",Population,Unknown / National / Other,NO,YES,10,10,4,5,0,0,0,,"rta injuries per , population"
2021,Statistical-Yearbook-2021-Chapter-I-Health-Indicators.xlsx,10,Health Indicators,2.2.1 Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age (%),Population | Capacity,Unknown / National / Other,NO,YES,23,22,4,6,0,0,0,,prevalence of stunting height for age <- standard deviation from the median of the world health organization who child growth standards among children under years of age %
2021,Statistical-Yearbook-2021-Chapter-I-Health-Indicators.xlsx,11,Health Indicators,"Population by Nationality, Gender, and Age groups, 2021G",Population,Unknown / National / Other,NO,YES,21,17,5,6,0,5,2,,"population by nationality, gender, and age groups, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,فهرس الباب الثاني,Health Resources,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة,Population | Capacity | Workforce,Health Region,YES,NO,92,38,2,3,0,0,1,2021,المستشفيات والأسرة بالقطاعات الصحية بالمملكة الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-1,Health Resources,الميزانية المخصصة لوزارة الصحة ( بمليارات الريالات) في الأعوام الخمسة الأخيرة بالنسبة للميزانية العامة للدولة,Other,Unknown / National / Other,NO,YES,17,7,6,7,0,2,0,2021,الميزانية المخصصة لوزارة الصحة بمليارات الريالات في الأعوام الخمسة الأخيرة بالنسبة للميزانية ا ة للدولة
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-2,Health Resources,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة,Population | Capacity,Unknown / National / Other,NO,YES,16,29,6,7,0,2,0,,المستشفيات والأسرة بالقطاعات الصحية بالمملكة الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-3,Health Resources,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب المنطقة الصحية 2021م,Capacity,Health Region,NO,YES,29,11,7,8,18,4,0,,المستشفيات والأسرة بالقطاعات الصحية بالمملكة المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-4,Health Resources,Health Manpower in KSA Health Sectors in the Last Five Years,Workforce,Unknown / National / Other,NO,YES,38,22,11,12,0,6,0,,health manpower in ksa health sectors in the last five years
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-5,Health Resources,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2021G",Workforce | Activity,Unknown / National / Other,NO,YES,45,23,7,8,0,9,0,,"physicians and dentists in ksa health sectors by speciality and professional categories, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-6,Health Resources,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity,Health Region,NO,YES,52,20,4,5,18,1,0,,المرافق الصحية بوزارة الصحة المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-7,Health Resources,القوى العاملة الصحية بوزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2021م,Workforce,Health Region,NO,YES,176,21,7,8,9,36,0,,القوى ا لة الصحية بوزارة الصحة المنطقة الصحية والفئة والجنس والجنسية م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-8 ,Health Resources,Health Manpower in MOH by Nationality in the Last Five Years,Workforce,Unknown / National / Other,NO,YES,29,19,12,13,0,18,0,,health manpower in moh by nationality in the last five years
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-9,Health Resources,"Allied Health Personnel by Speciality , Nationality & Sex, 2021G",Activity,Unknown / National / Other,NO,YES,29,10,5,6,0,4,0,2022,"allied health personnel by speciality , nationality & sex, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,Health Resources,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity,Health Region,NO,YES,32,14,7,8,18,12,2,,القابلات بمرافق وزارة الصحة المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-11,Health Resources,المستشفيات والأسرة بوزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,Capacity,Health Region,NO,YES,30,13,5,6,18,2,0,,المستشفيات والأسرة بوزارة الصحة المنطقة الصحية في الأعوام الخمسة الأخيرة
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,Health Resources,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,Capacity,Health Region,NO,YES,30,20,7,8,18,4,0,,مستشفيات وزارة الصحة وعدد الأسرة المنطقة الصحية والتخصص م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-13,Health Resources,مستشفيات وزارة الصحة حسب السعة السريرية والمنطقة الصحية للعام 2021م,Capacity,Health Region,NO,YES,29,19,5,6,18,3,0,,مستشفيات وزارة الصحة السعة السريرية والمنطقة الصحية ل م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.14,Health Resources,الأسرة بمستشفيات وزارة الصحة حسب المنطقة الصحية والتخصص لعام 2021م,Capacity | Activity,Health Region,NO,YES,77,38,4,5,18,4,0,,الأسرة بمستشفيات وزارة الصحة المنطقة الصحية والتخصص م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.15,Health Resources,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021م,Capacity,Health Region,NO,YES,29,22,7,8,17,4,0,,أسرة العناية المركزة بمستشفيات وزارة الصحة المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.16,Health Resources,أسرة العزل والطوارئ بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021,Capacity | Activity,Health Region,NO,YES,29,9,7,8,17,6,0,2021,أسرة العزل والطوارئ بمستشفيات وزارة الصحة المنطقة الصحية
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.17,Health Resources,"Health Manpower in MOH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,Unknown / National / Other,NO,YES,78,19,14,15,0,18,0,,"health manpower in moh hospitals by nationality, in the last five years"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.18,Health Resources,القوى العاملة الصحية بمستشفيات وزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2021م,Capacity | Workforce,Health Region,NO,YES,176,21,7,8,9,36,0,,القوى ا لة الصحية بمستشفيات وزارة الصحة المنطقة الصحية والفئة والجنس والجنسية م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.19,Health Resources,"Physicians and Dentists, MOH Hospitals by Speciality, Professional Categories and Health Region, 2021G.",Capacity | Workforce | Activity,Health Region,NO,YES,131,75,7,8,8,14,0,,"physicians and dentists, moh hospitals by speciality, professional categories and health region, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.20,Health Resources,مراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,Capacity,Health Region,NO,YES,31,11,4,5,18,2,0,,مراكز الرعاية الصحية الأولية بوزارة الصحة المنطقة الصحية في الأعوام الخمسة الأخيرة
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.21,Health Resources,"Health Manpower in Primary Health Care Centers, MOH, in the last Five Years",Capacity | Workforce,Unknown / National / Other,NO,YES,29,19,14,15,0,18,0,,"health manpower in primary health care centers, moh, in the last five years"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.22,Health Resources,"Physicians and Dentists in MOH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",Capacity | Workforce,Unknown / National / Other,NO,YES,34,9,4,5,0,15,0,,"physicians and dentists in moh primary health care centers by speciality and nationality, in the last five years"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.23,Health Resources,القوى العاملة الصحية بمراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2021م,Capacity | Workforce,Health Region,NO,YES,176,21,14,15,9,36,0,,القوى ا لة الصحية بمراكز الرعاية الصحية الأولية بوزارة الصحة المنطقة الصحية والفئة والجنس والجنسية م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.24,Health Resources,الأطباء بمراكز الرعاية الصحية الأولية بوزارة الصحة حسب التخصصات الرئيسية والجنسية والجنس والمنطقة الصحية عام 2021م.,Capacity | Workforce,Health Region,NO,YES,158,21,13,14,9,36,0,,الأطباء بمراكز الرعاية الصحية الأولية بوزارة الصحة التخصصات الرئيسية والجنسية والجنس والمنطقة الصحية م
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.25,Health Resources,"Hospital Beds in Other Governmental Sector by Speciality, 2021G.",Capacity | Activity,Unknown / National / Other,NO,YES,24,56,4,5,2,4,0,,"hospital beds in other governmental sector by speciality, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.26,Health Resources,"Health Manpower in Other Governmental Sector by Category,Sex and Nationality, 2021G.",Capacity | Workforce,Unknown / National / Other,NO,YES,119,21,14,15,1,36,1,,"health manpower in other governmental sector by category,sex and nationality, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.27,Health Resources,"Physicians & Dentists in Other Governmental Sector by Speciality and Nationality, 2021G.",Capacity | Workforce | Activity,Unknown / National / Other,NO,YES,131,24,7,8,0,10,0,,"physicians & dentists in other governmental sector by speciality and nationality, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.28,Health Resources,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",Workforce,Unknown / National / Other,NO,YES,78,19,12,13,0,18,0,,"health manpower in the other governmental sector by nationality, in the last five years"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.29,Health Resources,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities,by Health Region, 2021G.",Capacity | Workforce,Health Region,NO,YES,31,29,4,7,18,2,0,,"private sector hospitals, medical complexes, beds and other medical facilities,by health region, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.30,Health Resources,المستشفيات والأسرة والمجمعات الطبية بالقطاع الخاص حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,Capacity,Health Region,NO,YES,29,25,5,7,18,2,0,,المستشفيات والأسرة والمجمعات الطبية بالقطاع الخاص المنطقة الصحية في الأعوام الخمسة الأخيرة
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.31,Health Resources,"Hospital Beds at Private Sector by Health Region and Speciality , 2021G.",Capacity | Activity,Health Region,NO,YES,20,40,4,5,15,4,0,,"hospital beds at private sector by health region and speciality , g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.32,Health Resources,"Single Doctor Private Clinics by Health Region and Speciality, 2021G.",Workforce | Activity,Health Region,NO,YES,17,37,4,5,9,4,0,,"single doctor private clinics by health region and speciality, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-33,Health Resources,Health Manpower at Private Sector in the last Five Years,Workforce,Unknown / National / Other,NO,YES,78,16,12,13,0,18,0,,health manpower at private sector in the last five years
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.34,Health Resources,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2021G",Workforce,Health Region,NO,YES,181,24,14,15,9,36,0,,"health manpower in the private sector by health region,category,sex and nationality, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.35,Health Resources,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2021G",Capacity | Workforce,Health Region,NO,YES,178,17,14,15,9,36,0,,"health manpower in private sector hospitals by health region,category,sex and nationality, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.36,Health Resources,"Health Manpower in Private Sector Medical Complexes by Health Region,Category,Sex and Nationality, 2021G",Workforce,Health Region,NO,YES,176,16,14,15,9,36,0,,"health manpower in private sector medical complexes by health region,category,sex and nationality, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,Health Resources,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",Workforce | Activity,Health Region,NO,YES,131,31,7,8,6,14,0,,"physicians and dentists in the private sector by speciality, professional categories and health region, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.38,Health Resources,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2021G.",Capacity | Workforce,Unknown / National / Other,NO,YES,31,27,14,15,0,30,0,,"health manpower in private health facilities by facility classification, sex and nationality, g"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.39,Health Resources,Table 2-39,Workforce | Activity,Unknown / National / Other,NO,YES,70,5,4,6,0,1,0,,-
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.40,Health Resources,Table 2-40,Workforce | Activity,Unknown / National / Other,NO,YES,31,30,4,6,0,2,0,,-
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-41,Health Resources,Enrolled Students in health colleges for the academic year 2021-2022G.,Other,Unknown / National / Other,NO,YES,122,7,6,7,14,2,0,2021,enrolled students in health colleges for the academic year - g
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.42,Health Resources,Graduates in health colleges for the academic year 2020-2021G.,Other,Unknown / National / Other,NO,YES,114,7,6,7,15,2,0,,graduates in health colleges for the academic year - g
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.43,Health Resources,Prince Mohammad Bin Abdulaziz Hospital,Capacity,Health Region,NO,YES,70,32,4,5,7,0,0,2021,prince mohammad bin abdulaziz hospital
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.44,Health Resources,"Armed Forces Hospital in the military factories, Al-Kharj",Capacity,Health Region,NO,YES,43,32,4,5,23,0,0,2021,"armed forces hospital in the military factories, al-kharj"
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-45,Health Resources,Soliaman Al-Habib Gyn/Obs Specialist Hospital,Capacity,Health Region,NO,YES,120,32,4,5,6,0,0,2021,soliaman al-habib gyn obs specialist hospital
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,فهرس الباب الرابع,Health Activities,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case , 2021G.",Capacity | Activity,Health Region,YES,NO,124,38,2,3,0,1,0,,"patients and casualties offered first aid and transported by saudi red crescent authority ambulances by administrative region and type of case , g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,1,Health Activities,زيارات واستشارات الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية عام 2021م.,Other,Health Region,NO,YES,29,10,4,5,18,4,0,,زيارات واستشارات الرعاية الصحية الأولية بوزارة الصحة المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,2,Health Activities,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,Health Region,NO,YES,41,11,5,6,22,4,0,,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة الجنس والجنسية والمنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,3,Health Activities,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,Health Region,NO,YES,41,7,5,6,22,4,0,,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة الجنس والجنسية والمنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,Health Activities,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,Health Region,NO,YES,64,22,5,6,40,9,0,,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة الجنس والجنسية والمنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,Health Activities,زيارات المراجعين للرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity | Activity,Health Region,NO,YES,27,14,4,5,18,5,0,,زيارات المراجعين للرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,Health Activities,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,Capacity | Activity,Health Region,NO,YES,48,21,6,7,18,3,0,,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة المنطقة الصحية في الأعوام الخمسة الأخيرة
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,Health Activities,"First Aid Centers and Ambulances of the Saudi Red Crescent Authority by Administrative Region, 2021G.",Capacity,Health Region,NO,YES,26,7,6,7,20,2,0,,"first aid centers and ambulances of the saudi red crescent authority by administrative region, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,Health Activities,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case , 2021G.",Capacity,Health Region,NO,YES,21,10,6,7,20,4,0,,"patients and casualties offered first aid and transported by saudi red crescent authority ambulances by administrative region and type of case , g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,Health Activities,Cases Offered First Aid and Transported by Ambulances of Saudi Red Crescent Authority by Administrative Region in the last Five Years,Other,Health Region,NO,YES,32,12,5,6,20,2,0,,cases offered first aid and transported by ambulances of saudi red crescent authority by administrative region in the last five years
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,Health Activities,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2021G.",Capacity | Activity,Unknown / National / Other,NO,YES,78,15,10,11,9,4,0,,"opd encounters at other governmental sector hospitals and polyclinics by nationality, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,Health Activities,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",Capacity | Activity,Health Region,NO,YES,25,5,4,5,18,3,0,,"visits to polyclinics and hospitals of the private sector by health region and nationality, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,Health Activities,"Health Services in the Private Sector by Health Region and Nationality, 2020G",Activity,Health Region,NO,YES,26,23,4,5,36,4,0,,"health services in the private sector by health region and nationality, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,Health Activities,"Health Services in the Private Sector by Health Region and Nationality, 2021G",Activity,Health Region,NO,YES,27,9,4,5,18,2,0,,"health services in the private sector by health region and nationality, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,12,Health Activities,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة,Population | Activity,Unknown / National / Other,NO,YES,20,9,5,6,0,2,0,,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,Health Activities,زيارات المراجعين لعيادات السكرى بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,Health Region,NO,YES,44,9,5,6,22,4,0,,زيارات المراجعين لعيادات السكرى بمستشفيات وزارة الصحة الجنس والجنسية والمنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,14,Health Activities,"Complications of pregnancy and child birth , MOH Hospitals, 2021G.",Capacity,Unknown / National / Other,NO,YES,30,16,4,5,0,2,0,,"complications of pregnancy and child birth , moh hospitals, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,15,Health Activities,"Outpatients and Inpatients in Mental Health Departments, MOH, According to Main Disease Groups of ICD-10, 2021G.",Activity,Unknown / National / Other,NO,YES,20,10,5,6,0,5,1,,"outpatients and inpatients in mental health departments, moh, according to main disease groups of icd- , g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,Health Activities,زيارات المراجعين لعيادات الأسنان بوزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م,Activity,Health Region,NO,YES,32,30,4,5,18,2,2,,زيارات المراجعين لعيادات الأسنان بوزارة الصحة الجنس والجنسية والمنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,Health Activities,الخدمات الرئيسية للأسنان بمراكز طب الأسنان بوزارة الصحة حسب نوع الخدمة والمنطقة الصحية عام 2021م.,Workforce | Activity,Health Region,NO,YES,33,14,4,5,18,4,2,,الخدمات الرئيسية للأسنان بمراكز طب الأسنان بوزارة الصحة نوع الخدمة والمنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,Health Activities,العمليات الجراحية للفك والأسنان وحالات الخلع بوزارة الصحة حسب المنطقة الصحية عام 2021م.,Activity,Health Region,NO,YES,32,10,4,5,18,3,2,,العمليات الجراحية للفك والأسنان وحالات الخلع بوزارة الصحة المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,Health Activities,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2021م.,Capacity | Activity,Health Cluster,NO,YES,86,60,4,5,52,7,2,2021,المنومون بمستشفيات وزارة الصحة المنطقة الصحية والجنسية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,20,Health Activities,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2021م.,Capacity | Activity,Health Region,NO,YES,37,16,6,7,18,4,0,,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات ا ة بوزارة الصحة المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,21,Health Activities,معدل إشغال الأسرة %,Capacity,Unknown / National / Other,NO,YES,11,13,5,6,5,0,2,,معدل إشغال الأسرة %
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,22,Health Activities,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (100 سرير فأكثر) حسب المنطقة الصحية عام 2021م.,Capacity,Health Region,NO,YES,28,30,5,6,18,0,2,,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة سرير فأكثر المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,23,Health Activities,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (50 سرير) حسب المنطقة الصحية عام 2021م.,Capacity,Health Region,NO,YES,28,11,14,15,18,0,2,,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة سرير المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,24,Health Activities,بعض المؤشرات المختارة عن خدمات مستشفيات الصحة النفسية والرعاية المديدة والتأهيل بوزارة الصحة حسب المنطقة الصحية عام 2021م.,Capacity,Health Region,NO,YES,28,14,4,5,18,0,2,,بعض المؤشرات المختارة عن خدمات مستشفيات الصحة النفسية والرعاية المديدة والتأهيل بوزارة الصحة المنطقة الصحية م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,25,Health Activities,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2021G",Capacity | Activity,Unknown / National / Other,NO,YES,52,14,15,17,7,4,0,,"inpatients in other governmental sector hospitals by nationality, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.22,Health Activities,"Inpatients of the Private Sector by Health Region and Nationality, 2021G",Other,Health Region,NO,YES,25,5,4,5,18,3,0,,"inpatients of the private sector by health region and nationality, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,26,Health Activities,"Inpatients in Health Sectors Hospitals, KSA in the last Five Years",Capacity | Activity,Unknown / National / Other,NO,YES,20,9,5,6,0,2,0,,"inpatients in health sectors hospitals, ksa in the last five years"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,27,Health Activities,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2021م.,Capacity,Health Region,NO,YES,31,13,6,7,18,7,0,,الولادات بمستشفيات وزارة الصحة المنطقة الصحية ونوع الولادة م
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,28,Health Activities,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery , 2021G",Capacity,Unknown / National / Other,NO,YES,48,12,15,16,6,7,0,,"deliveries at other governmental sector hospitals by type of delivery , g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,29,Health Activities,المنطقة الصحية,Other,Health Region,NO,YES,32,12,4,5,18,3,0,,المنطقة الصحية
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,30,Health Activities,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2021G.",Capacity | Activity,Health Region,NO,YES,86,61,7,8,20,4,0,,"surgical interventions at moh hospitals by health region and hospital sections, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,Health Activities,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2021G",Capacity | Activity,Unknown / National / Other,NO,YES,122,59,7,8,5,4,0,,"surgical interventions at other governmental sector hospitals by section, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4-32,Health Activities,"Surgical Interventions in the Private Sector by Health Region and Hospital Sections, 2020G.",Capacity | Activity,Health Region,NO,YES,85,61,7,8,20,4,0,,"surgical interventions in the private sector by health region and hospital sections, g"
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,32ملغى,Health Activities,جراحات اليوم الواحد بوزارة الصحة حسب المنطقة الصحية لعام 2020م.,Activity,Health Region,NO,YES,35,29,4,6,18,2,2,,جراحات اليوم الواحد بوزارة الصحة المنطقة الصحية م
