workbook_name,sheet_name,row_number,column_number,region_candidate
2022-Chapter-I-Health-Indicators.xlsx,5,5,1,الرياض
2022-Chapter-I-Health-Indicators.xlsx,5,5,8,Riyadh
2022-Chapter-I-Health-Indicators.xlsx,5,9,1,المدينة المنورة
2022-Chapter-I-Health-Indicators.xlsx,5,10,1,القصيم
2022-Chapter-I-Health-Indicators.xlsx,5,11,1,الشرقية
2022-Chapter-I-Health-Indicators.xlsx,5,11,8,Eastern
2022-Chapter-I-Health-Indicators.xlsx,5,14,1,عسير
2022-Chapter-I-Health-Indicators.xlsx,5,16,1,تبوك
2022-Chapter-I-Health-Indicators.xlsx,5,17,1,حائل
2022-Chapter-I-Health-Indicators.xlsx,5,18,1,الحدود الشمالية
2022-Chapter-I-Health-Indicators.xlsx,5,19,1,جازان
2022-Chapter-I-Health-Indicators.xlsx,5,19,8,Jazan
2022-Chapter-I-Health-Indicators.xlsx,5,20,1,نجران
2022-Chapter-I-Health-Indicators.xlsx,5,20,8,Najran
2022-Chapter-I-Health-Indicators.xlsx,5,21,1,الباحة
2022-Chapter-I-Health-Indicators.xlsx,5,21,8,Al- Bahah
2022-Chapter-I-Health-Indicators.xlsx,5,22,1,الجوف
2022-Chapter-I-Health-Indicators.xlsx,5,22,8,Al- Jouf
2022-Chapter-I-Health-Indicators.xlsx,11,6,1,الرياض
2022-Chapter-I-Health-Indicators.xlsx,11,6,5,Riyadh
2022-Chapter-I-Health-Indicators.xlsx,11,10,1,المدينة المنورة
2022-Chapter-I-Health-Indicators.xlsx,11,11,1,القصيم
2022-Chapter-I-Health-Indicators.xlsx,11,12,5,Eastern
2022-Chapter-I-Health-Indicators.xlsx,11,15,1,عسير
2022-Chapter-I-Health-Indicators.xlsx,11,17,1,تبوك
2022-Chapter-I-Health-Indicators.xlsx,11,18,1,حائل
2022-Chapter-I-Health-Indicators.xlsx,11,20,1,جازان
2022-Chapter-I-Health-Indicators.xlsx,11,20,5,Jazan
2022-Chapter-I-Health-Indicators.xlsx,11,21,1,نجران
2022-Chapter-I-Health-Indicators.xlsx,11,21,5,Najran
2022-Chapter-I-Health-Indicators.xlsx,11,22,5,Al-Bahah
2022-Chapter-I-Health-Indicators.xlsx,11,23,1,الجوف
2022-Chapter-I-Health-Indicators.xlsx,11,23,5,Al-Jouf
2022-Chapter-I-Health-Indicators.xlsx,12,5,1,الرياض
2022-Chapter-I-Health-Indicators.xlsx,12,5,15,Riyadh
2022-Chapter-I-Health-Indicators.xlsx,12,6,1,مكة المكرمة
2022-Chapter-I-Health-Indicators.xlsx,12,6,15,Makkah
2022-Chapter-I-Health-Indicators.xlsx,12,7,1,المدينة المنورة
2022-Chapter-I-Health-Indicators.xlsx,12,8,1,القصيم
2022-Chapter-I-Health-Indicators.xlsx,12,9,1,المنطقة الشرقية
2022-Chapter-I-Health-Indicators.xlsx,12,9,15,Eastern
2022-Chapter-I-Health-Indicators.xlsx,12,10,1,عسير
2022-Chapter-I-Health-Indicators.xlsx,12,11,1,تبوك
2022-Chapter-I-Health-Indicators.xlsx,12,12,1,حائل
2022-Chapter-I-Health-Indicators.xlsx,12,13,1,الحدود الشمالية
2022-Chapter-I-Health-Indicators.xlsx,12,14,1,جازان
2022-Chapter-I-Health-Indicators.xlsx,12,14,15,Jazan
2022-Chapter-I-Health-Indicators.xlsx,12,15,1,نجران
2022-Chapter-I-Health-Indicators.xlsx,12,15,15,Najran
2022-Chapter-I-Health-Indicators.xlsx,12,16,1,الباحة
2022-Chapter-I-Health-Indicators.xlsx,12,16,15,Al-Bahah
2022-Chapter-I-Health-Indicators.xlsx,12,17,1,الجوف
2022-Chapter-I-Health-Indicators.xlsx,12,17,15,Al-Jouf
2022-Chapter-II-Health-Resources.xlsx,2-3,8,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2-3,8,10,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2-3,12,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2-3,13,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2-3,14,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2-3,14,10,Eastern
2022-Chapter-II-Health-Resources.xlsx,2-3,17,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2-3,19,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2-3,20,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2-3,21,1,الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2-3,22,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2-3,22,10,Jazan
2022-Chapter-II-Health-Resources.xlsx,2-3,23,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2-3,23,10,Najran
2022-Chapter-II-Health-Resources.xlsx,2-3,24,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2-3,24,10,Al-Bahah
2022-Chapter-II-Health-Resources.xlsx,2-3,25,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2-3,25,10,Al-Jouf
2022-Chapter-II-Health-Resources.xlsx,2-6,6,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2-6,6,14,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2-6,10,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2-6,11,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2-6,12,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2-6,12,14,Eastern
2022-Chapter-II-Health-Resources.xlsx,2-6,15,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2-6,17,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2-6,18,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2-6,19,1,الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2-6,20,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2-6,20,14,Jazan
2022-Chapter-II-Health-Resources.xlsx,2-6,21,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2-6,21,14,Najran
2022-Chapter-II-Health-Resources.xlsx,2-6,22,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2-6,22,14,Al- Bahah
2022-Chapter-II-Health-Resources.xlsx,2-6,23,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2-6,23,14,Al- Jouf
2022-Chapter-II-Health-Resources.xlsx,2-7,4,3,الرياض
2022-Chapter-II-Health-Resources.xlsx,2-7,4,5,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2-7,4,8,Makkah
2022-Chapter-II-Health-Resources.xlsx,2-7,5,3,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2-7,33,3,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2-7,33,6,القصيم
2022-Chapter-II-Health-Resources.xlsx,2-7,33,9,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2-7,33,11,Eastern
2022-Chapter-II-Health-Resources.xlsx,2-7,34,9,Eastern
2022-Chapter-II-Health-Resources.xlsx,2-10,9,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2-10,9,14,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2-10,13,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2-10,14,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2-10,15,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2-10,15,14,Eastern
2022-Chapter-II-Health-Resources.xlsx,2-10,18,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2-10,20,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2-10,21,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2-10,22,1,الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2-10,23,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2-10,23,14,Jazan
2022-Chapter-II-Health-Resources.xlsx,2-10,24,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2-10,24,14,Najran
2022-Chapter-II-Health-Resources.xlsx,2-10,25,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2-10,25,14,Al-Bahah
2022-Chapter-II-Health-Resources.xlsx,2-10,26,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2-10,26,14,Al-Jouf
2022-Chapter-II-Health-Resources.xlsx,2-11,7,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2-11,7,14,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2-11,11,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2-11,12,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2-11,13,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2-11,13,14,Eastern
2022-Chapter-II-Health-Resources.xlsx,2-11,16,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2-11,18,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2-11,19,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2-11,20,1,الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2-11,21,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2-11,21,14,Jazan
2022-Chapter-II-Health-Resources.xlsx,2-11,22,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2-11,22,14,Najran
2022-Chapter-II-Health-Resources.xlsx,2-11,23,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2-11,23,14,Al-Bahah
2022-Chapter-II-Health-Resources.xlsx,2-11,24,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2-11,24,14,Al-Jouf
2022-Chapter-II-Health-Resources.xlsx,2-12,8,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2-12,8,18,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2-12,12,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2-12,13,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2-12,14,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2-12,14,18,Eastern
2022-Chapter-II-Health-Resources.xlsx,2-12,17,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2-12,19,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2-12,20,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2-12,21,1,الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2-12,22,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2-12,22,18,Jazan
2022-Chapter-II-Health-Resources.xlsx,2-12,23,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2-12,23,18,Najran
2022-Chapter-II-Health-Resources.xlsx,2-12,24,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2-12,24,18,Al- Bahah
2022-Chapter-II-Health-Resources.xlsx,2-12,25,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2-12,25,18,Al -Jouf
2022-Chapter-II-Health-Resources.xlsx,2-13,6,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2-13,6,10,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2-13,10,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2-13,11,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2-13,12,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2-13,12,10,Eastern
2022-Chapter-II-Health-Resources.xlsx,2-13,15,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2-13,17,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2-13,18,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2-13,19,1,الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2-13,20,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2-13,20,10,Jazan
2022-Chapter-II-Health-Resources.xlsx,2-13,21,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2-13,21,10,Najran
2022-Chapter-II-Health-Resources.xlsx,2-13,22,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2-13,22,10,Al-Bahah
2022-Chapter-II-Health-Resources.xlsx,2-13,23,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2-13,23,10,Al-Jouf
2022-Chapter-II-Health-Resources.xlsx,2.14,5,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.14,5,36,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.14,6,1,مكةالمكرمة
2022-Chapter-II-Health-Resources.xlsx,2.14,9,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.14,10,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.14,11,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.14,11,36,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.14,14,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2.14,16,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2.14,17,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2.14,19,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2.14,19,36,Jazan
2022-Chapter-II-Health-Resources.xlsx,2.14,20,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2.14,20,36,Najran
2022-Chapter-II-Health-Resources.xlsx,2.14,21,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2.14,21,36,Al-Bahah
2022-Chapter-II-Health-Resources.xlsx,2.14,22,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2.14,22,36,Al-Jouf
2022-Chapter-II-Health-Resources.xlsx,2.15,8,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.15,8,11,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.15,12,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.15,13,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.15,14,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.15,14,11,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.15,17,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2.15,19,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2.15,20,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2.15,22,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2.15,22,11,Jazan
2022-Chapter-II-Health-Resources.xlsx,2.15,23,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2.15,23,11,Najran
2022-Chapter-II-Health-Resources.xlsx,2.15,24,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2.15,24,11,Al-Bahah
2022-Chapter-II-Health-Resources.xlsx,2.15,25,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2.15,25,11,Al-Jouf
2022-Chapter-II-Health-Resources.xlsx,2.16,8,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.16,8,9,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.16,12,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.16,13,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.16,14,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.16,14,9,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.16,17,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2.16,19,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2.16,20,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2.16,22,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2.16,22,9,Jazan
2022-Chapter-II-Health-Resources.xlsx,2.16,23,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2.16,23,9,Najran
2022-Chapter-II-Health-Resources.xlsx,2.16,24,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2.16,24,9,Al-Bahah
2022-Chapter-II-Health-Resources.xlsx,2.16,25,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2.16,25,9,Al-Jouf
2022-Chapter-II-Health-Resources.xlsx,2.18,4,3,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.18,4,5,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.18,4,8,Makkah
2022-Chapter-II-Health-Resources.xlsx,2.18,5,3,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.18,33,3,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.18,33,6,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.18,33,9,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.18,33,11,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.18,34,9,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.19,4,2,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.19,4,8,Makkah
2022-Chapter-II-Health-Resources.xlsx,2.19,4,18,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.19,4,22,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.19,4,26,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.19,4,28,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.19,5,2,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.19,5,26,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.20,5,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.20,5,7,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.20,9,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.20,10,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.20,11,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.20,11,7,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.20,14,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2.20,16,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2.20,17,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2.20,18,1,الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2.20,19,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2.20,19,7,Jazan
2022-Chapter-II-Health-Resources.xlsx,2.20,20,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2.20,20,7,Najran
2022-Chapter-II-Health-Resources.xlsx,2.20,21,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2.20,21,7,Al-Bahah
2022-Chapter-II-Health-Resources.xlsx,2.20,22,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2.20,22,7,Al-Jouf
2022-Chapter-II-Health-Resources.xlsx,2.23,4,3,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.23,4,5,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.23,4,8,Makkah
2022-Chapter-II-Health-Resources.xlsx,2.23,5,3,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.23,5,6,Makkah
2022-Chapter-II-Health-Resources.xlsx,2.23,33,3,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.23,33,6,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.23,33,9,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.23,33,11,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.23,34,9,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.24,4,3,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.24,4,5,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.24,4,8,Makkah
2022-Chapter-II-Health-Resources.xlsx,2.24,5,3,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.24,30,3,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.24,30,6,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.24,30,9,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.24,30,11,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.24,31,9,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.26,34,9,وزارة الرياضة
2022-Chapter-II-Health-Resources.xlsx,2.29,7,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.29,7,11,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.29,11,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.29,12,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.29,13,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.29,13,11,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.29,16,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2.29,18,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2.29,19,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2.29,20,1,الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2.29,21,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2.29,21,11,Jazan
2022-Chapter-II-Health-Resources.xlsx,2.29,22,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2.29,22,11,Najran
2022-Chapter-II-Health-Resources.xlsx,2.29,23,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2.29,23,11,Al-Baha
2022-Chapter-II-Health-Resources.xlsx,2.29,24,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2.29,24,11,Al-jouf
2022-Chapter-II-Health-Resources.xlsx,2.30,7,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.30,7,17,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.30,11,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.30,12,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.30,13,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.30,13,17,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.30,16,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2.30,18,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2.30,19,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2.30,20,1,الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2.30,21,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2.30,21,17,Jazan
2022-Chapter-II-Health-Resources.xlsx,2.30,22,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2.30,22,17,Najran
2022-Chapter-II-Health-Resources.xlsx,2.30,23,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2.30,23,17,Al-Baha
2022-Chapter-II-Health-Resources.xlsx,2.30,24,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2.30,24,17,Al-jouf
2022-Chapter-II-Health-Resources.xlsx,2.31,5,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.31,5,38,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.31,9,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.31,10,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.31,11,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.31,11,38,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.31,14,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2.31,15,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2.31,16,1,حائل
2022-Chapter-II-Health-Resources.xlsx,2.31,17,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2.31,17,38,Jazan
2022-Chapter-II-Health-Resources.xlsx,2.31,18,1,نجران
2022-Chapter-II-Health-Resources.xlsx,2.31,18,38,Najran
2022-Chapter-II-Health-Resources.xlsx,2.31,19,1,الباحة
2022-Chapter-II-Health-Resources.xlsx,2.31,19,38,Al-Bahah
2022-Chapter-II-Health-Resources.xlsx,2.31,20,1,الجوف
2022-Chapter-II-Health-Resources.xlsx,2.31,20,38,Al-jouf
2022-Chapter-II-Health-Resources.xlsx,2.31,29,1,مركز مكة
2022-Chapter-II-Health-Resources.xlsx,2.32,5,1,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.32,5,32,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.32,9,1,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.32,10,1,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.32,11,1,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.32,11,32,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.32,14,1,عسير
2022-Chapter-II-Health-Resources.xlsx,2.32,16,1,تبوك
2022-Chapter-II-Health-Resources.xlsx,2.32,17,1,جازان
2022-Chapter-II-Health-Resources.xlsx,2.32,17,32,Jazan
2022-Chapter-II-Health-Resources.xlsx,2.34,4,3,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.34,4,5,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.34,4,8,Makkah
2022-Chapter-II-Health-Resources.xlsx,2.34,5,3,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.34,33,3,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.34,33,6,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.34,33,9,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.34,33,11,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.34,34,9,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.35,4,3,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.35,4,5,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.35,4,8,Makkah
2022-Chapter-II-Health-Resources.xlsx,2.35,5,3,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.35,33,3,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.35,33,6,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.35,33,9,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.35,33,11,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.35,34,9,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.36,4,3,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.36,4,5,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.36,4,8,Makkah
2022-Chapter-II-Health-Resources.xlsx,2.36,5,3,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.36,33,3,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.36,33,6,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.36,33,9,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.36,33,11,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.36,34,9,Eastern
2022-Chapter-II-Health-Resources.xlsx,2.37,4,2,الرياض
2022-Chapter-II-Health-Resources.xlsx,2.37,4,18,المدينة المنورة
2022-Chapter-II-Health-Resources.xlsx,2.37,4,22,القصيم
2022-Chapter-II-Health-Resources.xlsx,2.37,4,26,الشرقية
2022-Chapter-II-Health-Resources.xlsx,2.37,5,2,Riyadh
2022-Chapter-II-Health-Resources.xlsx,2.37,5,26,Eastern
2022-Chapter-II-Health-Resources.xlsx,2-41,21,1,جامعة القصيم
2022-Chapter-II-Health-Resources.xlsx,2-41,26,1,جامعة تبوك
2022-Chapter-II-Health-Resources.xlsx,2-41,27,1,جامعة حائل
2022-Chapter-II-Health-Resources.xlsx,2-41,27,7,Hail University
2022-Chapter-II-Health-Resources.xlsx,2-41,28,1,جامعة الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2-41,28,7,Northern Border University
2022-Chapter-II-Health-Resources.xlsx,2-41,29,1,جامعة جازان
2022-Chapter-II-Health-Resources.xlsx,2-41,29,7,Jazan University
2022-Chapter-II-Health-Resources.xlsx,2-41,30,1,جامعة نجران
2022-Chapter-II-Health-Resources.xlsx,2-41,30,7,Najran University
2022-Chapter-II-Health-Resources.xlsx,2-41,31,1,جامعة الجوف
2022-Chapter-II-Health-Resources.xlsx,2-41,31,7,Al-Jouf University
2022-Chapter-II-Health-Resources.xlsx,2.42,19,1,جامعة القصيم
2022-Chapter-II-Health-Resources.xlsx,2.42,23,1,جامعة تبوك
2022-Chapter-II-Health-Resources.xlsx,2.42,24,1,جامعة حائل
2022-Chapter-II-Health-Resources.xlsx,2.42,24,7,Hail University
2022-Chapter-II-Health-Resources.xlsx,2.42,25,1,جامعة الحدود الشمالية
2022-Chapter-II-Health-Resources.xlsx,2.42,25,7,Northern Border University
