workbook_name,sheet_name,row_number,column_number,region_candidate
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,12,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,12,7,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,12,9,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,12,15,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,15,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,15,9,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,17,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,17,9,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,18,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,18,9,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,19,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,19,9,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,20,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,20,7,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,20,9,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,20,15,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,21,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,21,7,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,21,9,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,21,15,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,22,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,22,7,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,22,9,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,22,15,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,23,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,23,7,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,23,9,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,23,15,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,28,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,28,7,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,37,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,37,7,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,6,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,6,6,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,10,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,11,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,12,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,12,6,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,15,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,17,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,18,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,19,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,20,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,20,6,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,21,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,21,6,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,22,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,22,6,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,23,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,23,6,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,7,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,7,12,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,11,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,12,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,13,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,13,12,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,16,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,18,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,19,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,20,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,21,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,21,12,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,22,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,22,12,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,23,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,23,12,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,24,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,24,12,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,8,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,8,7,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,9,1,مكة المكرمة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,9,7,Makkah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,10,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,11,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,12,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,12,7,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,13,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,14,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,15,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,16,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,17,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,17,7,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,18,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,18,7,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,19,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,19,7,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,20,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,20,7,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,7,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,7,10,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,8,1,مكة المكرمة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,8,10,Makkah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,9,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,10,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,11,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,11,10,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,12,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,13,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,14,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,15,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,16,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,16,10,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,17,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,17,10,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,18,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,18,10,Al -Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,19,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,19,10,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,6,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,6,7,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,7,1,مكة المكرمة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,7,7,Makkah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,8,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,9,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,10,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,10,7,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,11,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,12,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,13,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,14,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,15,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,15,7,jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,16,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,16,7,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,17,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,17,7,Al- Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,18,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,18,7,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,14,1,وزارة الرياضة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,25,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,26,1,المدينة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,29,1,قوى الامن مكة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,30,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,35,1,الجامعة الاسلامية بالمدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,38,1,جامعة حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,39,1,جامعة جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,40,1,جامعة الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,5,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,5,5,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,9,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,10,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,11,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,11,5,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,14,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,16,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,17,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,18,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,19,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,19,5,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,20,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,20,5,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,21,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,21,5,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,22,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,22,5,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,6,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,6,7,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,6,9,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,6,15,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,10,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,10,9,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,11,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,11,9,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,12,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,12,7,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,12,9,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,12,15,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,15,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,15,9,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,17,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,17,9,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,18,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,18,9,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,19,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,19,9,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,20,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,20,7,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,20,9,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,20,15,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,21,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,21,7,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,21,9,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,21,15,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,22,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,22,7,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,22,9,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,22,15,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,23,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,23,7,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,23,9,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,23,15,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,6,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,6,7,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,10,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,11,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,12,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,12,7,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,15,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,17,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,18,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,19,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,20,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,20,7,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,21,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,21,7,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,22,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,22,7,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,23,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,23,7,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,6,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,6,7,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,10,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,11,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,12,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,12,7,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,15,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,17,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,18,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,19,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,20,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,20,7,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,21,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,21,7,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,22,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,22,7,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,23,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,23,7,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,29,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,29,7,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,39,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,39,7,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,6,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,6,8,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,10,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,11,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,12,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,12,8,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,15,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,17,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,18,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,19,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,20,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,20,8,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,21,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,21,8,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,22,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,22,8,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,23,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,23,8,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,8,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,8,14,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,12,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,13,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,14,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,14,14,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,17,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,19,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,20,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,21,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,22,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,22,14,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,23,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,23,14,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,24,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,24,14,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,25,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,25,14,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,6,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,6,7,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,10,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,11,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,12,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,12,7,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,15,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,17,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,18,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,19,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,20,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,20,7,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,21,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,21,7,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,22,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,22,7,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,23,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,23,7,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,6,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,6,8,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,6,10,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,6,31,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,7,10,مكة المكرمة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,7,31,مكة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,7,38,cluster 1 riyadh without rehab
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,8,38,cluster 2 riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,9,38,riyadh region
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,10,1,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,10,10,المدينة المنورة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,10,31,المدينة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,11,1,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,11,10,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,11,31,القصيم
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,12,1,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,12,8,Eastern
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,12,10,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,12,31,الشرقية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,15,1,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,15,10,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,15,31,عسير
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,15,38,Eastern Region
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,17,1,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,17,10,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,17,31,تبوك
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,17,38,Albaha region
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,18,1,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,18,10,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,18,31,حائل
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,18,38,Aljouf region
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,19,1,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,19,10,الحدود الشمالية
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,20,1,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,20,8,Jazan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,20,10,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,20,31,جازان
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,21,1,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,21,8,Najran
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,21,10,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,21,31,نجران
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,22,1,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,22,8,Al-Bahah
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,22,10,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,22,31,الباحة
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,23,1,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,23,8,Al-Jouf
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,23,10,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,23,31,الجوف
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,25,38,Hail region
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,28,38,Najran region
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,29,38,King Khalid Specialized.riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,20,7,1,الرياض
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,20,7,10,Riyadh
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,20,11,1,المدينة المنورة
