severity,workbook_name,sheet_name,risk_type,details
WARNING,Statistical-Yearbook-2024.xlsx,3-11,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,3-12,MULTIPLE_BLANK_ROWS_IN_SAMPLE,19 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,3-12,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,3-13,MULTIPLE_BLANK_ROWS_IN_SAMPLE,10 blank rows within first 38 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,3-13,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,3-14,MULTIPLE_BLANK_ROWS_IN_SAMPLE,9 blank rows within first 28 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,3-15,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,3-16,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,3-17,MULTIPLE_BLANK_ROWS_IN_SAMPLE,7 blank rows within first 20 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,3-17,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,3-18,MULTIPLE_BLANK_ROWS_IN_SAMPLE,12 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,3-18,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 10
WARNING,Statistical-Yearbook-2024.xlsx,3-19,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 7
INFO,Statistical-Yearbook-2024.xlsx,3-19,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 1
INFO,Statistical-Yearbook-2024.xlsx,3-20,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 1
WARNING,Statistical-Yearbook-2024.xlsx,3.22,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,3.22,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 8
WARNING,Statistical-Yearbook-2024.xlsx,3-23,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 3
WARNING,Statistical-Yearbook-2024.xlsx,فهرس الباب الرابع,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 1
WARNING,Statistical-Yearbook-2024.xlsx,4-1,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
WARNING,Statistical-Yearbook-2024.xlsx,4-2,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
WARNING,Statistical-Yearbook-2024.xlsx,4-3,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 9
WARNING,Statistical-Yearbook-2024.xlsx,4-4,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 9
WARNING,Statistical-Yearbook-2024.xlsx,4-5,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 9
WARNING,Statistical-Yearbook-2024.xlsx,4-6,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
WARNING,Statistical-Yearbook-2024.xlsx,4-7,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 3
INFO,Statistical-Yearbook-2024.xlsx,4-8,MULTIPLE_BLANK_ROWS_IN_SAMPLE,5 blank rows within first 26 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-8,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-9,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
WARNING,Statistical-Yearbook-2024.xlsx,4-10,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-11,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-11,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 1
WARNING,Statistical-Yearbook-2024.xlsx,4-12,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-12,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-13,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-13,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-14,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
INFO,Statistical-Yearbook-2024.xlsx,4-14,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-15,MULTIPLE_BLANK_ROWS_IN_SAMPLE,15 blank rows within first 25 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-15,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-16,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 9
INFO,Statistical-Yearbook-2024.xlsx,4-17,MULTIPLE_BLANK_ROWS_IN_SAMPLE,9 blank rows within first 27 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-17,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-18,MULTIPLE_BLANK_ROWS_IN_SAMPLE,10 blank rows within first 28 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-18,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
INFO,Statistical-Yearbook-2024.xlsx,4-18,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-19,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-19,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-20,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-20,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-21,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 3
INFO,Statistical-Yearbook-2024.xlsx,4-21,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-22,MULTIPLE_BLANK_ROWS_IN_SAMPLE,5 blank rows within first 32 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-22,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 3
INFO,Statistical-Yearbook-2024.xlsx,4-22,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-23,MULTIPLE_BLANK_ROWS_IN_SAMPLE,5 blank rows within first 32 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-23,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 3
INFO,Statistical-Yearbook-2024.xlsx,4-23,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-24,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-25,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-26,MULTIPLE_BLANK_ROWS_IN_SAMPLE,13 blank rows within first 40 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,4-26,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-27,MULTIPLE_BLANK_ROWS_IN_SAMPLE,13 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-27,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
WARNING,Statistical-Yearbook-2024.xlsx,4-28,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-28,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-29,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-29,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-30,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
INFO,Statistical-Yearbook-2024.xlsx,4-30,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-31,MULTIPLE_BLANK_ROWS_IN_SAMPLE,9 blank rows within first 19 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-31,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-32,MULTIPLE_BLANK_ROWS_IN_SAMPLE,11 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-32,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
INFO,Statistical-Yearbook-2024.xlsx,4-32,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-33,MULTIPLE_BLANK_ROWS_IN_SAMPLE,11 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-33,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
INFO,Statistical-Yearbook-2024.xlsx,4-33,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-34,MULTIPLE_BLANK_ROWS_IN_SAMPLE,11 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-34,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
INFO,Statistical-Yearbook-2024.xlsx,4-34,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-35,MULTIPLE_BLANK_ROWS_IN_SAMPLE,11 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-35,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
INFO,Statistical-Yearbook-2024.xlsx,4-35,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-36,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 9
INFO,Statistical-Yearbook-2024.xlsx,4-37,MULTIPLE_BLANK_ROWS_IN_SAMPLE,23 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-37,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
INFO,Statistical-Yearbook-2024.xlsx,4-38,MULTIPLE_BLANK_ROWS_IN_SAMPLE,11 blank rows within first 31 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-38,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-38,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-39,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
WARNING,Statistical-Yearbook-2024.xlsx,4-40,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-40,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-41,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-41,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-42,MULTIPLE_BLANK_ROWS_IN_SAMPLE,6 blank rows within first 14 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-42,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-44,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 9
WARNING,Statistical-Yearbook-2024.xlsx,4-45,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-46,MULTIPLE_BLANK_ROWS_IN_SAMPLE,26 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-46,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-47,MULTIPLE_BLANK_ROWS_IN_SAMPLE,18 blank rows within first 39 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-47,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-47,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-48,MULTIPLE_BLANK_ROWS_IN_SAMPLE,18 blank rows within first 39 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-48,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-48,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-49,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 3
INFO,Statistical-Yearbook-2024.xlsx,4-49,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-50,MULTIPLE_BLANK_ROWS_IN_SAMPLE,9 blank rows within first 32 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-50,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-51,MULTIPLE_BLANK_ROWS_IN_SAMPLE,13 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-51,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 8
INFO,Statistical-Yearbook-2024.xlsx,4-52,MULTIPLE_BLANK_ROWS_IN_SAMPLE,11 blank rows within first 33 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-52,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 3
INFO,Statistical-Yearbook-2024.xlsx,4-54,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-55,MULTIPLE_BLANK_ROWS_IN_SAMPLE,6 blank rows within first 13 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,4-56,MULTIPLE_BLANK_ROWS_IN_SAMPLE,24 blank rows within first 39 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-56,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-57,MULTIPLE_BLANK_ROWS_IN_SAMPLE,21 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-57,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 3
INFO,Statistical-Yearbook-2024.xlsx,4-57,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-58,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 3
WARNING,Statistical-Yearbook-2024.xlsx,4-59,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-59,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-60,MULTIPLE_BLANK_ROWS_IN_SAMPLE,11 blank rows within first 18 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,4-61,MULTIPLE_BLANK_ROWS_IN_SAMPLE,27 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,4-61,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-62,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 6
WARNING,Statistical-Yearbook-2024.xlsx,4-63,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
WARNING,Statistical-Yearbook-2024.xlsx,4-64,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
WARNING,Statistical-Yearbook-2024.xlsx,4-65,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 1
WARNING,Statistical-Yearbook-2024.xlsx,4-66,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
INFO,Statistical-Yearbook-2024.xlsx,4-66,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 1
WARNING,Statistical-Yearbook-2024.xlsx,4-67,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,4-69,MULTIPLE_BLANK_ROWS_IN_SAMPLE,14 blank rows within first 40 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,4-69,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,4-70,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 5
WARNING,Statistical-Yearbook-2024.xlsx,4-71,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 4
WARNING,Statistical-Yearbook-2024.xlsx,4-72,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,مؤشرات أداء الصحة,VERY_SMALL_SHEET,Reported rows = 1
INFO,Statistical-Yearbook-2024.xlsx,مؤشرات أداء الصحة,SINGLE_COLUMN_OR_EMPTY_STRUCTURE,Reported columns = 1
INFO,Statistical-Yearbook-2024.xlsx,fig1,MULTIPLE_BLANK_ROWS_IN_SAMPLE,36 blank rows within first 40 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,fig2,MULTIPLE_BLANK_ROWS_IN_SAMPLE,33 blank rows within first 40 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,fig3,MULTIPLE_BLANK_ROWS_IN_SAMPLE,36 blank rows within first 40 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,fig4,MULTIPLE_BLANK_ROWS_IN_SAMPLE,34 blank rows within first 40 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,fig5,MULTIPLE_BLANK_ROWS_IN_SAMPLE,38 blank rows within first 40 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,fig6,MULTIPLE_BLANK_ROWS_IN_SAMPLE,36 blank rows within first 40 scanned rows
INFO,Statistical-Yearbook-2024.xlsx,fig7,MULTIPLE_BLANK_ROWS_IN_SAMPLE,38 blank rows within first 40 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-1,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-1,SOURCE_OR_FOOTNOTE_TEXT_POSSIBLE,Source-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-2,MULTIPLE_BLANK_ROWS_IN_SAMPLE,7 blank rows within first 19 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-2,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
WARNING,Statistical-Yearbook-2024.xlsx,5-3,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 6
INFO,Statistical-Yearbook-2024.xlsx,5-4,MULTIPLE_BLANK_ROWS_IN_SAMPLE,15 blank rows within first 25 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-4,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-5,MULTIPLE_BLANK_ROWS_IN_SAMPLE,21 blank rows within first 31 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-5,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-6,MULTIPLE_BLANK_ROWS_IN_SAMPLE,21 blank rows within first 31 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-6,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-7,MULTIPLE_BLANK_ROWS_IN_SAMPLE,21 blank rows within first 31 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-7,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-8,MULTIPLE_BLANK_ROWS_IN_SAMPLE,21 blank rows within first 31 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-8,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-9,MULTIPLE_BLANK_ROWS_IN_SAMPLE,21 blank rows within first 31 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-9,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-10,MULTIPLE_BLANK_ROWS_IN_SAMPLE,21 blank rows within first 31 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-10,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-11,MULTIPLE_BLANK_ROWS_IN_SAMPLE,21 blank rows within first 31 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-11,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-12,MULTIPLE_BLANK_ROWS_IN_SAMPLE,22 blank rows within first 32 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-12,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-13,MULTIPLE_BLANK_ROWS_IN_SAMPLE,22 blank rows within first 32 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-13,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-14,MULTIPLE_BLANK_ROWS_IN_SAMPLE,22 blank rows within first 32 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-14,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
INFO,Statistical-Yearbook-2024.xlsx,5-15,MULTIPLE_BLANK_ROWS_IN_SAMPLE,22 blank rows within first 32 scanned rows
WARNING,Statistical-Yearbook-2024.xlsx,5-15,TOTAL_OR_SUBTOTAL_ROWS_POSSIBLE,Total-related keyword hits = 2
