workbook_name,sheet_name,sheet_state,max_row_reported,max_column_reported,rows_scanned,columns_scanned,first_non_empty_row_candidate,probable_header_row,probable_data_start_row,blank_rows_in_sample,sample_non_empty_cells,region_keyword_hits,year_keyword_hits,total_keyword_hits,source_keyword_hits,region_candidate_count,year_candidate_count,detected_years,analytical_clues
Statistical-Yearbook-2023.xlsx,20.,visible,28,10,28,10,1,6,7,1,236,4,2,4,0,19,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,21.,visible,29,25,29,25,1,5,6,2,186,4,1,0,2,19,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,22.,visible,28,9,28,9,1,5,6,1,186,4,1,0,2,19,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,23.,visible,37,15,37,15,1,4,5,10,119,4,1,0,2,19,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,24.,visible,54,14,40,14,1,15,16,24,66,0,0,4,0,0,0,,"hospital, activity"
Statistical-Yearbook-2023.xlsx,25.,visible,20,9,20,9,1,9,10,10,48,0,3,2,0,0,0,,"year, hospital, activity"
Statistical-Yearbook-2023.xlsx,26.,visible,31,14,31,14,1,6,7,2,320,4,1,7,0,19,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,27.,visible,48,19,40,19,1,15,16,24,151,0,1,7,0,0,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,28.,visible,34,9,34,9,1,15,16,5,120,2,1,4,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,29.,visible,70,61,40,40,1,7,8,12,350,4,2,4,0,19,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,30.,visible,110,59,40,40,1,7,8,24,169,0,2,4,0,0,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,31.,visible,24,12,24,12,1,4,5,0,205,0,1,4,0,1,0,,"year, hospital, activity"
Statistical-Yearbook-2023.xlsx,32.,visible,26,15,26,15,1,8,9,1,268,0,1,2,2,4,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,33.,visible,21,8,21,8,1,5,6,3,113,0,1,2,2,2,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,34.,visible,14,6,14,6,1,4,5,5,38,0,1,2,0,0,0,,year
Statistical-Yearbook-2023.xlsx,35.,visible,27,11,27,11,1,10,,17,43,0,1,2,0,0,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,36.,visible,29,8,29,8,1,7,8,1,188,2,1,4,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,37.,visible,13,28,13,28,1,12,,1,63,0,1,4,0,0,0,,year
Statistical-Yearbook-2023.xlsx,38.,visible,61,49,40,40,1,5,6,24,150,0,1,4,1,1,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,39.,visible,22,18,22,18,1,7,8,0,263,0,3,3,2,0,0,,"year, nurse"
Statistical-Yearbook-2023.xlsx,40.,visible,34,30,34,30,1,4,5,3,103,4,1,2,0,20,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,41.,visible,28,20,28,20,1,4,8,3,444,4,1,3,0,19,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,42.,visible,18,3,18,3,1,4,5,0,49,0,2,0,0,0,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,43.,visible,20,14,20,14,1,4,5,13,40,0,1,0,0,0,0,,"year, activity"
Statistical-Yearbook-2023.xlsx,44.,visible,17,10,17,10,1,15,,2,50,0,2,2,0,0,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,45.,visible,17,27,17,27,1,4,5,1,93,4,1,3,0,12,0,,"region, year"
Statistical-Yearbook-2023.xlsx,46.,visible,31,5,31,5,1,4,5,5,117,4,1,3,0,19,0,,"region, year, activity"
Statistical-Yearbook-2023.xlsx,47.,visible,18,25,18,25,1,4,5,11,40,0,1,0,0,0,0,,"year, activity"
Statistical-Yearbook-2023.xlsx,48.,visible,48,12,40,12,1,13,,27,62,0,1,2,0,0,0,,"year, hospital, activity"
Statistical-Yearbook-2023.xlsx,49.,visible,28,8,28,8,1,4,5,1,187,4,1,6,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,50.,visible,24,43,24,40,1,4,6,1,147,4,3,4,0,17,0,,"region, year"
Statistical-Yearbook-2023.xlsx,51.,visible,23,15,23,15,1,4,5,1,130,2,1,3,0,17,0,,"region, year"
Statistical-Yearbook-2023.xlsx,52.,visible,34,48,34,40,1,5,6,4,632,4,1,4,1,46,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,53.,visible,26,12,26,12,1,4,5,1,200,0,3,4,0,0,0,,year
Statistical-Yearbook-2023.xlsx,54,visible,12,5,12,5,1,4,5,0,49,0,1,1,0,0,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,55,visible,28,11,28,11,1,4,5,1,233,4,4,4,1,19,0,,"region, year, hospital, bed, nurse"
Statistical-Yearbook-2023.xlsx,56,visible,27,9,27,9,1,4,5,1,163,4,3,2,0,19,4,2023,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,57,visible,16,10,16,10,1,4,5,1,68,0,2,0,0,0,0,,year
Statistical-Yearbook-2023.xlsx,58,visible,53,7,40,7,1,15,16,14,145,0,3,0,2,0,0,,year
Statistical-Yearbook-2023.xlsx,59,visible,28,10,28,10,1,6,7,1,203,4,1,3,1,19,0,,"region, year, hospital, activity"
Statistical-Yearbook-2023.xlsx,60,visible,27,6,27,6,1,6,7,0,141,4,1,2,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,مؤشرات أداء الصحة,visible,1,1,1,1,,,,0,0,0,0,0,0,0,0,,
Statistical-Yearbook-2023.xlsx,fig1,visible,45,26,40,26,1,15,16,23,31,0,1,0,0,0,12,2022,year
Statistical-Yearbook-2023.xlsx,fig2,visible,42,26,40,26,1,8,9,20,38,0,2,0,0,0,12,2022,year
Statistical-Yearbook-2023.xlsx,fig3,visible,46,27,40,27,1,7,8,23,32,0,2,0,0,0,12,2022,"year, hospital"
Statistical-Yearbook-2023.xlsx,fig4,visible,44,26,40,26,1,5,6,21,36,0,2,0,0,0,12,2022,year
Statistical-Yearbook-2023.xlsx,fig5,visible,48,26,40,26,1,6,7,25,28,0,1,0,0,0,12,2022,"year, activity"
Statistical-Yearbook-2023.xlsx,fig6,visible,45,29,40,29,1,8,9,23,32,0,2,0,0,0,12,2022,year
Statistical-Yearbook-2023.xlsx,fig7,visible,54,26,40,26,1,8,,24,42,0,1,0,0,0,12,2022,year
Statistical-Yearbook-2023.xlsx,فهرس الباب الخامس,visible,38,38,38,38,1,2,3,4,54,0,14,0,0,0,0,,"year, hospital, activity"
Statistical-Yearbook-2023.xlsx,5-1,visible,18,16,18,16,1,13,14,0,97,0,6,2,2,0,3,"2021, 2022, 2023",year
Statistical-Yearbook-2023.xlsx,5-2,visible,37,7,37,7,1,4,5,24,59,0,0,2,0,3,0,,"hospital, bed, activity"
Statistical-Yearbook-2023.xlsx,5-3,visible,15,16,15,16,1,15,,0,106,0,3,6,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2023.xlsx,5-4,visible,31,8,31,8,1,4,5,21,52,0,0,2,0,0,0,,activity
Statistical-Yearbook-2023.xlsx,5-5,visible,31,16,31,16,1,9,10,21,48,2,1,2,0,4,0,,"region, year, activity"
Statistical-Yearbook-2023.xlsx,5-6,visible,31,16,31,16,1,9,10,21,48,2,1,2,0,4,0,,"region, year, hospital, activity"
Statistical-Yearbook-2023.xlsx,5-7,visible,31,16,31,16,1,9,10,21,48,2,1,2,0,4,0,,"region, year, hospital, activity"
Statistical-Yearbook-2023.xlsx,5-8,visible,31,16,31,16,1,9,10,21,48,2,1,2,0,4,0,,"region, year, hospital, activity"
Statistical-Yearbook-2023.xlsx,5-9,visible,31,16,31,16,1,9,10,21,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2023.xlsx,5-10,visible,31,16,31,16,1,9,10,21,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2023.xlsx,5-11,visible,31,16,31,16,1,9,10,21,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2023.xlsx,5-12,visible,32,16,32,16,1,9,10,22,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2023.xlsx,5-13,visible,32,16,32,16,1,9,10,22,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2023.xlsx,5-14,visible,32,16,32,16,1,9,10,22,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2023.xlsx,5-15,visible,32,16,32,16,1,9,10,22,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2023.xlsx,5-16,visible,31,16,31,16,1,9,10,21,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2024.xlsx,المناطق عربي,visible,25,6,25,6,1,13,14,0,99,5,0,0,0,66,0,,region
Statistical-Yearbook-2024.xlsx,المناطق انجليزي,visible,25,6,25,6,1,13,14,0,99,27,0,0,0,66,0,,region
Statistical-Yearbook-2024.xlsx,فهرس الباب الأول,visible,26,23,26,23,1,2,3,0,42,6,8,1,2,0,2,"2021, 2023","region, year, population, hospital"
Statistical-Yearbook-2024.xlsx,1-1,visible,18,10,18,10,1,6,7,1,50,0,6,1,4,0,9,2024,"year, population"
Statistical-Yearbook-2024.xlsx,1-2,visible,19,5,19,5,1,4,5,0,81,5,1,0,2,26,0,,"region, year"
Statistical-Yearbook-2024.xlsx,1-3,visible,24,11,24,11,1,5,6,0,199,0,2,5,2,0,0,,"year, population"
Statistical-Yearbook-2024.xlsx,1-4,visible,24,11,24,11,1,5,6,0,199,0,2,5,2,0,0,,"year, population"
Statistical-Yearbook-2024.xlsx,1-5,visible,34,15,34,15,1,15,16,15,231,5,2,2,2,26,3,"2021, 2022","region, year, population"
Statistical-Yearbook-2024.xlsx,1-6,visible,20,4,20,4,1,5,6,0,70,0,3,1,2,0,4,"2021, 2022, 2023, 2024",year
Statistical-Yearbook-2024.xlsx,1-7,visible,19,15,19,15,1,5,6,0,108,0,2,4,4,0,4,"2021, 2022, 2023, 2024",year
Statistical-Yearbook-2024.xlsx,1-8,visible,18,11,18,11,1,4,5,0,118,0,2,0,3,0,1,2024,"year, population, hospital, bed, physician, nurse"
Statistical-Yearbook-2024.xlsx,1-9,visible,32,8,32,8,1,4,5,7,180,0,1,0,1,24,1,2024,"year, hospital, bed, physician, nurse"
Statistical-Yearbook-2024.xlsx,1-10,visible,12,12,12,12,1,4,5,1,50,0,1,0,0,0,0,,year
Statistical-Yearbook-2024.xlsx,1-11,visible,14,12,14,12,1,4,5,3,60,0,1,0,0,0,0,,"year, population"
Statistical-Yearbook-2024.xlsx,1-12,visible,29,9,29,9,1,6,7,0,177,0,8,0,2,0,4,"2021, 2022, 2023, 2024","year, population, bed, physician"
Statistical-Yearbook-2024.xlsx,فهرس الباب الثاني,visible,122,38,40,38,1,2,3,0,63,1,20,0,1,0,0,,"region, year, population, hospital, bed, physician"
Statistical-Yearbook-2024.xlsx,2-1,visible,19,5,19,5,1,5,6,8,34,0,4,2,0,0,4,"2021, 2022, 2023, 2024",year
Statistical-Yearbook-2024.xlsx,2-2,visible,17,29,17,29,1,6,7,6,88,0,3,2,0,0,0,,"year, population, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-3,visible,31,14,31,14,1,7,8,3,240,0,0,4,0,24,0,,"hospital, bed"
Statistical-Yearbook-2024.xlsx,2-4,visible,35,16,35,16,1,12,13,1,430,1,1,6,0,44,0,,"region, year, hospital"
Statistical-Yearbook-2024.xlsx,2-5,visible,26,8,26,8,1,4,5,1,158,0,1,2,0,24,0,,year
Statistical-Yearbook-2024.xlsx,2-6,visible,29,20,29,20,1,6,7,2,283,0,1,2,0,24,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-7,visible,38,20,38,20,1,14,15,0,580,0,2,8,0,44,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-8,visible,36,10,36,10,1,15,16,2,306,0,1,8,0,44,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-9,visible,34,12,34,12,1,15,16,0,343,0,2,8,0,44,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-10,visible,13,14,13,14,1,13,,0,112,0,2,4,0,0,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-11,visible,25,12,25,12,1,4,5,3,230,0,2,4,0,20,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-12,visible,31,7,31,7,1,4,5,5,117,0,1,2,0,30,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-13,visible,26,12,26,12,1,4,5,0,117,0,1,4,0,30,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-14,visible,29,24,29,24,1,4,5,4,246,0,1,2,0,24,0,,"year, hospital, bed, physician"
Statistical-Yearbook-2024.xlsx,2-15,visible,28,31,28,31,1,5,6,2,517,0,1,2,0,24,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,2-16,visible,17,31,17,31,1,4,5,0,199,1,3,4,0,10,0,,"region, year, physician"
Statistical-Yearbook-2024.xlsx,2-17,visible,44,28,40,28,1,5,6,3,616,0,2,6,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-18,visible,31,21,31,21,1,14,15,0,396,0,1,28,0,2,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-19,visible,50,24,40,24,1,7,8,0,640,0,4,9,0,0,0,,"year, bed, physician"
Statistical-Yearbook-2024.xlsx,2-20,visible,46,22,40,22,1,6,7,0,643,0,4,4,0,0,0,,"year, physician"
Statistical-Yearbook-2024.xlsx,2-21,visible,46,22,40,22,1,6,7,0,643,0,4,4,0,0,0,,"year, physician"
Statistical-Yearbook-2024.xlsx,2-22,visible,46,22,40,22,1,6,7,0,643,0,4,4,0,0,0,,"year, physician"
Statistical-Yearbook-2024.xlsx,2-23,visible,49,22,40,22,1,10,11,0,645,0,4,4,0,0,0,,"year, physician"
Statistical-Yearbook-2024.xlsx,2-24,visible,176,21,40,21,1,14,15,0,498,0,1,36,0,11,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-25,visible,176,28,40,28,1,14,15,0,538,0,1,36,0,11,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-26,visible,176,21,40,21,1,14,15,0,498,0,1,36,0,11,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-27,visible,176,21,40,21,1,14,15,0,498,0,1,36,0,11,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-28,visible,98,28,40,28,1,14,15,0,495,0,1,36,1,2,0,,"year, hospital, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-29,visible,131,31,40,31,1,7,8,0,1072,0,4,14,0,10,0,,"year, bed, physician"
Statistical-Yearbook-2024.xlsx,2-30,visible,131,31,40,31,1,7,8,0,1072,0,4,14,0,10,0,,"year, bed, physician"
Statistical-Yearbook-2024.xlsx,2-31,visible,131,31,40,31,1,7,8,0,1066,0,4,14,0,8,0,,"year, bed, physician"
Statistical-Yearbook-2024.xlsx,2-32,visible,89,31,40,31,1,7,8,0,1072,0,4,14,1,2,0,,"year, hospital, bed, physician"
Statistical-Yearbook-2024.xlsx,2-33,visible,33,10,33,10,1,5,6,1,259,0,2,6,0,0,0,,year
Statistical-Yearbook-2024.xlsx,2-34,visible,33,10,33,10,1,5,6,1,259,0,2,6,0,0,0,,year
Statistical-Yearbook-2024.xlsx,2-35,visible,33,10,33,10,1,5,6,1,259,0,2,6,0,0,0,,year
Statistical-Yearbook-2024.xlsx,2-36,visible,33,10,33,10,1,5,6,1,259,0,2,6,0,0,0,,year
Statistical-Yearbook-2024.xlsx,2-37,visible,33,19,33,19,1,12,13,4,199,0,4,18,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-38,visible,78,19,40,19,1,12,13,11,199,0,4,18,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-39,visible,78,19,40,19,1,12,13,11,199,0,4,18,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-40,visible,33,19,33,19,1,12,13,4,200,0,5,18,0,0,0,,"year, hospital, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-41,visible,176,21,40,21,1,7,8,0,498,0,1,36,0,11,0,,"year, hospital, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-42,visible,33,19,33,19,1,12,13,4,199,0,4,18,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-43,visible,75,19,40,19,1,14,15,14,176,0,4,15,0,0,1,2022,"year, bed, physician"
Statistical-Yearbook-2024.xlsx,2-44,visible,176,21,40,21,1,14,15,0,498,0,1,36,0,12,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-45,visible,158,21,40,21,1,13,14,0,498,0,3,36,0,11,0,,"year, bed, physician"
Statistical-Yearbook-2024.xlsx,2-46,visible,178,17,40,17,1,14,15,0,498,0,1,36,0,11,0,,"year, hospital, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-47,visible,176,21,40,21,1,14,15,0,498,0,1,36,0,11,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-48,visible,31,32,31,32,1,7,8,0,392,0,1,28,0,0,0,,"year, hospital, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-49,visible,28,7,28,7,1,4,5,1,147,0,3,1,0,0,0,,"year, bed, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-50,visible,26,7,26,7,1,4,5,1,135,0,3,1,0,1,0,,"year, bed, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-51,visible,94,47,40,40,1,13,14,12,79,0,1,4,0,32,0,,year
Statistical-Yearbook-2024.xlsx,2-52,visible,56,50,40,40,1,4,5,0,115,0,1,4,0,28,0,,year
Statistical-Yearbook-2024.xlsx,2-53,visible,47,4,40,4,1,4,5,0,150,0,2,0,0,0,0,,"year, bed, physician, nurse, activity"
Statistical-Yearbook-2024.xlsx,2-54,visible,136,7,40,7,1,6,7,0,241,0,2,2,0,15,2,2023,year
Statistical-Yearbook-2024.xlsx,2-55,visible,134,7,40,7,1,6,7,0,241,0,2,2,0,15,2,2023,year
Statistical-Yearbook-2024.xlsx,2-56,visible,105,7,40,7,1,6,7,0,211,0,2,2,0,1,2,2023,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-57,visible,105,7,40,7,1,6,7,0,208,0,2,2,0,1,2,2023,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,2-58,visible,185,6,40,6,1,4,5,0,159,0,17,0,0,3,36,"2021, 2022, 2023, 2024","year, hospital"
Statistical-Yearbook-2024.xlsx,2-59,visible,42,6,40,6,1,4,5,0,174,1,0,0,0,27,36,"2021, 2022, 2023, 2024","region, hospital"
Statistical-Yearbook-2024.xlsx,2-60,visible,152,84,40,40,1,4,5,0,155,0,0,0,0,9,36,"2021, 2022, 2023","hospital, bed, physician"
Statistical-Yearbook-2024.xlsx,فهرس الباب الثالث,visible,50,39,40,39,1,2,3,0,63,0,17,0,0,0,4,"2023, 2024",year
Statistical-Yearbook-2024.xlsx,3-1,visible,15,11,15,11,1,6,7,0,82,0,2,0,0,0,0,,"year, population"
Statistical-Yearbook-2024.xlsx,3-2,visible,51,31,40,31,1,4,5,13,373,0,0,2,0,19,0,,
Statistical-Yearbook-2024.xlsx,3-2تكملة,visible,27,37,27,37,1,4,5,0,442,0,0,2,0,19,1,2024,
Statistical-Yearbook-2024.xlsx,3-3,visible,39,16,39,16,1,4,5,2,499,0,1,2,0,0,0,,year
Statistical-Yearbook-2024.xlsx,3-4,visible,38,10,38,10,1,5,6,0,295,0,2,2,0,0,0,,year
Statistical-Yearbook-2024.xlsx,3-5,visible,217,15,40,15,1,6,7,3,301,0,1,4,0,0,0,,year
Statistical-Yearbook-2024.xlsx,3-6,visible,38,12,38,12,1,6,7,0,385,0,1,0,0,0,0,,"year, population"
Statistical-Yearbook-2024.xlsx,3-7,visible,36,35,36,35,1,6,7,8,390,0,2,5,0,19,0,,year
Statistical-Yearbook-2024.xlsx,3-8,visible,36,35,36,35,1,6,7,8,390,0,2,5,0,19,0,,year
Statistical-Yearbook-2024.xlsx,3.9,visible,35,7,35,7,1,4,5,9,165,0,1,2,0,19,0,,"year, population"
Statistical-Yearbook-2024.xlsx,3-10,visible,30,14,30,14,1,6,7,0,283,0,1,2,0,19,0,,year
Statistical-Yearbook-2024.xlsx,3-11,visible,32,15,32,15,1,6,7,5,298,0,2,2,0,19,0,,year
Statistical-Yearbook-2024.xlsx,3-12,visible,1005,10,40,10,1,5,6,19,138,0,1,4,0,2,1,2024,year
Statistical-Yearbook-2024.xlsx,3-13,visible,38,21,38,21,1,6,7,10,428,0,3,4,0,19,0,,year
Statistical-Yearbook-2024.xlsx,3-14,visible,28,24,28,24,1,14,15,9,101,0,3,0,0,0,4,"2021, 2022, 2023, 2024","year, population"
Statistical-Yearbook-2024.xlsx,3-15,visible,28,19,28,19,1,5,7,0,346,1,1,2,0,19,0,,"region, year"
Statistical-Yearbook-2024.xlsx,3-16,visible,20,33,20,33,1,5,6,1,225,1,2,2,0,0,0,,"region, year"
Statistical-Yearbook-2024.xlsx,3-17,visible,20,11,20,11,1,4,5,7,87,1,1,2,0,8,0,,"region, year"
Statistical-Yearbook-2024.xlsx,3-18,visible,54,14,40,14,1,7,8,12,334,0,0,10,0,18,2,2023,
Statistical-Yearbook-2024.xlsx,3-19,visible,35,17,35,17,1,13,14,0,252,0,2,7,1,44,0,,"year, activity"
Statistical-Yearbook-2024.xlsx,3-20,visible,10,18,10,18,1,4,5,1,74,0,3,0,1,0,0,,"year, activity"
Statistical-Yearbook-2024.xlsx,3-21,visible,11,10,11,10,1,6,7,0,43,0,1,0,0,0,0,,"year, population"
Statistical-Yearbook-2024.xlsx,3.22,visible,28,22,28,22,1,6,7,0,394,0,5,4,8,19,0,,year
Statistical-Yearbook-2024.xlsx,3-23,visible,28,10,28,10,1,6,7,0,236,0,1,3,0,20,0,,year
Statistical-Yearbook-2024.xlsx,فهرس الباب الرابع,visible,146,38,40,38,1,2,3,0,63,12,19,1,0,0,0,,"region, year, population, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-1,visible,28,28,28,28,1,6,7,0,196,0,1,4,0,30,0,,year
Statistical-Yearbook-2024.xlsx,4-2,visible,27,47,27,40,1,5,6,0,353,0,2,4,0,30,0,,year
Statistical-Yearbook-2024.xlsx,4-3,visible,37,18,37,18,1,15,16,3,217,0,1,9,0,44,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-4,visible,37,18,37,18,1,15,16,3,217,0,1,9,0,44,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-5,visible,37,18,37,18,1,15,16,3,217,0,1,9,0,44,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-6,visible,30,13,30,13,1,4,5,3,146,0,1,5,0,30,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-7,visible,25,21,25,21,1,6,7,2,225,4,3,3,0,26,0,,"region, year, population, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-8,visible,26,7,26,7,1,6,7,5,118,4,1,2,0,26,0,,"region, year, hospital"
Statistical-Yearbook-2024.xlsx,4-9,visible,21,10,21,10,1,6,7,1,164,4,1,4,0,25,0,,"region, year, hospital"
Statistical-Yearbook-2024.xlsx,4-10,visible,21,15,21,15,1,5,6,2,158,4,5,2,0,25,0,,"region, year"
Statistical-Yearbook-2024.xlsx,4-11,visible,80,18,40,18,1,11,12,1,172,0,1,4,1,7,0,,"year, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-12,visible,23,29,23,29,1,6,7,1,206,4,1,4,2,20,0,,"region, year, activity"
Statistical-Yearbook-2024.xlsx,4-13,visible,21,57,21,40,1,6,7,0,393,4,2,4,2,20,0,,"region, year, activity"
Statistical-Yearbook-2024.xlsx,4-14,visible,29,33,29,33,1,5,6,0,175,0,1,5,2,0,0,,"year, bed, activity"
Statistical-Yearbook-2024.xlsx,4-15,visible,25,9,25,9,1,9,10,15,48,0,5,2,0,0,0,,"year, population, activity"
Statistical-Yearbook-2024.xlsx,4-16,visible,37,18,37,18,1,15,16,3,217,0,1,9,0,44,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-17,visible,27,12,27,12,1,4,5,9,77,0,1,2,0,0,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-18,visible,28,13,28,13,1,5,6,10,127,0,2,5,2,0,0,,year
Statistical-Yearbook-2024.xlsx,4-19,visible,31,18,31,18,1,4,5,3,187,0,2,2,2,30,0,,"year, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-20,visible,32,14,32,14,1,4,5,3,330,0,2,4,2,30,0,,year
Statistical-Yearbook-2024.xlsx,4-21,visible,30,6,30,6,1,4,5,2,144,0,2,3,2,30,0,,"year, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-22,visible,32,8,32,8,1,4,5,5,188,0,1,3,2,30,0,,"year, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-23,visible,32,8,32,8,1,4,5,5,188,0,1,3,2,30,0,,"year, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-24,visible,27,11,27,11,1,6,7,0,236,0,2,4,0,30,1,2024,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,4-25,visible,27,25,27,25,1,5,6,0,186,0,1,0,2,30,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,4-26,visible,64,10,40,10,1,4,5,13,119,0,1,0,2,30,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,4-27,visible,54,14,40,14,1,15,16,13,104,0,0,4,0,4,0,,"hospital, activity"
Statistical-Yearbook-2024.xlsx,4-28,visible,23,24,23,24,1,5,6,2,121,4,1,4,2,20,0,,"region, year, hospital"
Statistical-Yearbook-2024.xlsx,4-29,visible,25,46,25,40,1,5,6,4,232,4,2,4,2,20,0,,"region, year, hospital"
Statistical-Yearbook-2024.xlsx,4-30,visible,31,39,31,39,1,5,6,3,168,0,1,5,2,0,0,,"year, hospital, bed"
Statistical-Yearbook-2024.xlsx,4-31,visible,19,9,19,9,1,9,10,9,48,0,3,2,0,0,0,,"year, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-32,visible,66,12,40,12,1,6,7,11,275,0,1,5,2,24,1,2021,year
Statistical-Yearbook-2024.xlsx,4-33,visible,66,12,40,12,1,6,7,11,275,0,1,5,2,24,0,,year
Statistical-Yearbook-2024.xlsx,4-34,visible,63,12,40,12,1,6,7,11,275,0,1,5,2,24,0,,year
Statistical-Yearbook-2024.xlsx,4-35,visible,73,14,40,14,1,15,16,11,275,0,1,5,2,24,0,,year
Statistical-Yearbook-2024.xlsx,4-36,visible,50,15,40,15,1,14,15,4,469,0,2,9,0,44,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-37,visible,47,59,40,40,1,7,8,23,186,0,3,5,0,0,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-38,visible,31,29,31,29,1,4,5,11,324,4,1,4,2,21,1,2021,"region, year"
Statistical-Yearbook-2024.xlsx,4-39,visible,27,12,27,12,1,4,5,3,226,0,1,4,0,1,0,,"year, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-40,visible,26,14,26,14,1,8,9,1,268,0,1,2,2,4,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-41,visible,21,8,21,8,1,5,6,3,113,0,1,2,2,2,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-42,visible,14,6,14,6,1,4,5,6,32,0,1,2,0,0,1,2024,year
