workbook_name,sheet_name,sheet_state,max_row_reported,max_column_reported,rows_scanned,columns_scanned,first_non_empty_row_candidate,probable_header_row,probable_data_start_row,blank_rows_in_sample,sample_non_empty_cells,region_keyword_hits,year_keyword_hits,total_keyword_hits,source_keyword_hits,region_candidate_count,year_candidate_count,detected_years,analytical_clues
statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,visible,131,31,40,31,1,7,8,0,1066,2,4,14,0,6,0,,"region, year, bed, physician"
statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.38,visible,31,27,31,27,1,14,15,0,472,0,1,30,0,0,0,,"year, hospital, physician, nurse"
statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.39,visible,70,5,40,5,1,4,6,1,184,0,4,1,0,0,0,,"year, nurse"
statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.40,visible,31,30,31,30,1,4,6,0,86,0,1,2,0,0,0,,"year, physician, nurse"
statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-41,visible,122,7,40,7,1,6,7,0,241,0,2,2,0,14,2,2021,year
statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.42,visible,114,7,40,7,1,6,7,0,241,0,2,2,0,15,0,,year
statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.43,visible,70,32,40,32,1,4,5,0,167,3,8,0,0,7,6,2021,"region, year, hospital"
statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.44,visible,43,32,40,32,1,4,5,0,175,3,0,0,0,23,15,2021,"region, hospital"
statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-45,visible,120,32,40,32,1,4,5,0,155,2,0,0,0,6,12,2021,"region, hospital, bed"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,فهرس الباب الرابع,visible,124,38,40,38,1,2,3,0,63,30,19,1,0,0,0,,"region, year, population, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,1,visible,29,10,29,10,1,4,5,3,209,4,1,4,0,18,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,2,visible,41,11,40,11,1,5,6,3,223,4,1,4,0,22,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,3,visible,41,7,40,7,1,5,6,4,214,5,1,4,0,22,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,visible,64,22,40,22,1,5,6,3,426,10,2,9,0,40,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,visible,27,14,27,14,1,4,5,1,140,4,1,5,0,18,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,visible,48,21,40,21,1,6,7,11,298,4,3,3,0,18,0,,"region, year, population, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,visible,26,7,26,7,1,6,7,5,118,4,1,2,0,20,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,visible,21,10,21,10,1,6,7,1,164,4,1,4,0,20,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,9,visible,32,12,32,12,1,5,6,13,111,4,3,2,0,20,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,visible,78,15,40,15,1,10,11,0,153,0,3,4,0,9,0,,"year, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,hidden,25,5,25,5,1,4,5,0,74,4,1,3,0,18,0,,"region, year, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,hidden,26,23,26,23,1,4,5,0,400,6,1,4,0,36,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,visible,27,9,27,9,1,4,5,0,160,5,1,2,0,18,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,12,visible,20,9,20,9,1,5,6,10,48,0,5,2,0,0,0,,"year, population, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,13,visible,44,9,40,9,1,5,6,4,214,4,1,4,0,22,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,14,visible,30,16,30,16,1,4,5,12,77,0,1,2,0,0,0,,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,15,visible,20,10,20,10,1,5,6,2,126,0,2,5,1,0,0,,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,16,visible,32,30,32,30,1,4,5,4,195,4,2,2,2,18,0,,"region, year, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,17,visible,33,14,33,14,1,4,5,4,330,4,2,4,2,18,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,18,visible,32,10,32,10,1,4,5,4,167,4,2,3,2,18,0,,"region, year, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,visible,86,60,40,40,1,4,5,0,729,26,1,7,2,52,3,2021,"region, year, hospital, bed"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,20,visible,37,16,37,16,1,6,7,9,239,4,2,4,0,18,0,,"region, year, hospital, bed"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,21,visible,11,13,11,13,1,5,6,1,50,0,1,0,2,5,0,,"year, hospital, bed"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,22,visible,28,30,28,30,1,5,6,1,186,4,1,0,2,18,0,,"region, year, hospital, bed"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,23,visible,28,11,28,11,1,14,15,1,186,4,1,0,2,18,0,,"region, year, hospital, bed"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,24,visible,28,14,28,14,1,4,5,1,119,4,1,0,2,18,0,,"region, year, hospital, bed"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,25,visible,52,14,40,14,1,15,17,2,135,0,1,4,0,7,0,,"year, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.22,hidden,25,5,25,5,1,4,5,0,74,4,1,3,0,18,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,26,visible,20,9,20,9,1,5,6,10,48,0,3,2,0,0,0,,"year, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,27,visible,31,13,31,13,1,6,7,2,271,4,1,7,0,18,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,28,visible,48,12,40,12,1,15,16,2,279,0,1,7,0,6,0,,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,29,visible,32,12,32,12,1,4,5,6,91,3,1,3,0,18,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,30,visible,86,61,40,40,1,7,8,4,451,4,2,4,0,20,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,visible,122,59,40,40,1,7,8,2,427,0,3,4,0,5,0,,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4-32,hidden,85,61,40,40,1,7,8,4,211,4,2,4,0,20,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,32ملغى,hidden,35,29,35,29,1,4,6,8,73,4,1,2,2,18,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,32,visible,24,14,24,14,1,14,15,0,163,0,1,4,0,1,0,,"year, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,33,visible,26,16,26,16,1,8,9,1,268,0,1,2,2,4,0,,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,34,visible,21,10,21,10,1,5,6,3,113,0,1,2,2,2,0,,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,35,visible,14,6,14,6,1,4,5,4,40,0,1,2,0,0,0,,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,36,visible,27,9,27,9,1,10,11,16,45,0,1,2,0,0,0,,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,37,visible,47,11,40,11,1,7,8,4,241,2,1,4,0,21,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,38,visible,14,49,14,40,1,12,13,1,65,0,1,4,0,0,0,,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,39,visible,57,19,40,19,1,5,6,1,316,0,1,4,1,7,0,,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,40,visible,33,30,33,30,1,7,8,10,249,0,3,3,2,0,0,,"year, nurse"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,41,visible,37,4,37,4,1,4,5,10,96,4,1,2,0,18,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,42,visible,32,7,32,7,1,4,5,6,94,4,1,2,0,18,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,43,visible,46,41,40,40,1,4,8,5,1038,7,2,5,0,34,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,44,visible,20,12,20,12,1,4,5,13,32,0,1,0,0,0,0,,"year, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,45,visible,78,14,40,14,1,15,16,0,125,0,2,2,0,10,0,,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.50,hidden,32,5,32,5,1,4,5,6,54,4,1,2,0,18,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,46,visible,16,34,16,34,1,15,,1,86,4,1,3,0,10,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,47,visible,31,8,31,8,1,4,5,5,163,4,1,3,0,18,0,,"region, year, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,48,visible,9,23,9,23,1,4,5,2,32,0,1,0,0,0,0,,"year, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,49,visible,50,12,40,12,1,13,17,5,156,0,3,2,0,6,0,,"year, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,50,visible,28,8,28,8,1,4,5,1,187,4,1,6,0,18,1,2021,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,51,visible,24,13,24,13,1,4,6,1,147,4,3,4,0,17,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,52,visible,23,14,23,14,1,4,5,1,131,2,1,3,0,17,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,53,visible,29,46,29,40,1,5,6,3,533,4,1,4,1,36,0,,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,54,visible,26,30,26,30,1,4,5,1,200,0,3,4,0,0,0,,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,55,visible,13,7,13,7,1,4,5,0,50,0,1,1,0,0,0,,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,56,visible,28,20,28,20,1,4,5,1,233,4,4,4,1,18,0,,"region, year, hospital, bed, nurse"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,57,visible,27,23,27,23,1,4,5,1,163,4,3,2,0,18,5,2021,"region, year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,58,visible,16,14,16,14,1,4,5,1,60,0,2,0,0,0,0,,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,59,visible,15,4,15,4,1,14,,1,37,0,2,2,0,0,0,,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,60,visible,29,9,29,9,1,6,7,2,210,4,1,3,1,19,0,,"region, year, hospital, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,61,visible,27,6,27,6,1,6,7,0,141,4,1,2,0,19,0,,"region, year"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,مؤشرات أداء الصحة,visible,1,1,1,1,,,,0,0,0,0,0,0,0,0,,
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig1,visible,48,25,40,25,1,9,10,24,30,0,1,0,0,0,12,2021,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig2,visible,41,26,40,26,1,8,9,19,40,0,2,0,0,0,12,2021,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig3,visible,45,26,40,26,1,7,8,22,34,0,2,0,0,0,12,2021,"year, hospital"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig4,visible,42,26,40,26,1,5,6,20,38,0,2,0,0,0,12,2021,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig5,visible,46,26,40,26,1,6,7,24,30,0,1,0,0,0,12,2021,"year, activity"
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,visible,44,26,40,26,1,7,8,22,34,0,2,0,0,0,12,2021,year
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,visible,54,26,40,26,1,15,,23,44,0,0,0,0,0,12,2021,
Statistical-Yearbook-2023.xlsx,فهرس الباب الأول,visible,28,38,28,38,1,2,3,0,45,6,8,1,2,0,3,"2021, 2022, 2023","region, year, population, hospital"
Statistical-Yearbook-2023.xlsx,1,visible,22,14,22,14,1,6,7,1,66,0,6,2,2,0,13,"2022, 2023","year, population"
Statistical-Yearbook-2023.xlsx,2,visible,33,16,33,16,1,4,6,7,116,4,2,3,2,15,0,,"region, year, population"
Statistical-Yearbook-2023.xlsx,3,visible,50,21,40,21,1,5,6,16,199,0,2,5,2,0,0,,"year, population"
Statistical-Yearbook-2023.xlsx,4,visible,35,17,35,17,1,15,16,15,233,5,4,2,2,20,3,"2021, 2022","region, year, population"
Statistical-Yearbook-2023.xlsx,5,visible,18,7,18,7,1,5,6,0,62,0,3,1,2,0,3,"2021, 2022",year
Statistical-Yearbook-2023.xlsx,6,visible,11,12,11,12,1,4,5,2,34,0,0,0,0,0,0,,population
Statistical-Yearbook-2023.xlsx,7,visible,23,6,23,6,1,5,6,3,70,0,5,0,2,0,3,"2021, 2022, 2023","year, population"
Statistical-Yearbook-2023.xlsx,8,visible,23,5,23,5,1,7,8,0,42,0,3,1,2,0,3,"2021, 2022, 2023",year
Statistical-Yearbook-2023.xlsx,9,visible,18,10,18,10,1,4,5,1,102,0,1,0,1,0,0,,"year, population, hospital, bed, physician, nurse"
Statistical-Yearbook-2023.xlsx,10,visible,32,8,32,8,1,4,5,7,180,4,1,0,1,19,1,2023,"region, year, hospital, bed, physician, nurse"
Statistical-Yearbook-2023.xlsx,11,visible,13,12,13,12,1,4,5,1,52,0,1,0,0,0,0,,year
Statistical-Yearbook-2023.xlsx,12,visible,14,12,14,12,1,4,5,3,60,0,1,0,0,0,0,,"year, population"
Statistical-Yearbook-2023.xlsx,13,visible,28,9,28,9,1,4,5,0,144,0,7,0,2,0,3,"2021, 2022, 2023","year, population, bed, physician"
Statistical-Yearbook-2023.xlsx,فهرس الباب الثاني,visible,108,38,40,38,1,2,3,0,63,16,21,0,1,0,0,,"region, year, population, hospital, bed, physician"
Statistical-Yearbook-2023.xlsx,1.,visible,21,4,21,4,1,5,6,8,39,0,4,2,0,0,3,"2021, 2022, 2023",year
Statistical-Yearbook-2023.xlsx,2.,visible,17,29,17,29,1,6,7,6,88,0,3,2,0,0,0,,"year, population, hospital, bed"
Statistical-Yearbook-2023.xlsx,3.,visible,29,12,29,12,1,7,8,1,240,4,0,4,0,19,0,,"region, hospital, bed"
Statistical-Yearbook-2023.xlsx,4.,visible,38,26,38,26,1,5,6,1,549,0,2,6,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2023.xlsx,5.,visible,49,18,40,18,1,7,8,0,640,0,4,9,0,0,0,,"year, bed, physician"
Statistical-Yearbook-2023.xlsx,6.,visible,31,21,31,21,1,14,15,0,396,0,1,28,0,2,0,,"year, physician, nurse"
Statistical-Yearbook-2023.xlsx,7.,visible,43,22,40,22,1,6,7,0,643,0,4,4,0,0,0,,"year, physician"
Statistical-Yearbook-2023.xlsx,8.,visible,43,22,40,22,1,6,7,0,643,0,4,4,0,0,0,,"year, physician"
Statistical-Yearbook-2023.xlsx,9.,visible,46,24,40,24,1,6,7,0,643,0,4,4,0,0,0,,"year, physician"
Statistical-Yearbook-2023.xlsx,10.,visible,46,24,40,24,1,15,16,0,643,0,4,4,0,0,0,,"year, physician"
Statistical-Yearbook-2023.xlsx,11.,visible,43,21,40,21,1,4,5,14,324,5,1,1,0,19,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,12.,visible,176,21,40,21,1,14,15,0,498,2,1,36,0,9,0,,"region, year, physician, nurse"
Statistical-Yearbook-2023.xlsx,13.,visible,29,19,29,19,1,12,13,0,199,0,4,18,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2023.xlsx,14,visible,29,10,29,10,1,5,6,1,223,0,2,4,0,0,0,,"year, activity"
Statistical-Yearbook-2023.xlsx,15,visible,32,14,32,14,1,7,8,1,344,4,2,12,2,19,0,,"region, year, hospital, nurse"
Statistical-Yearbook-2023.xlsx,16,visible,30,24,30,24,1,5,6,3,377,4,1,2,0,19,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,17,visible,34,20,34,20,1,7,8,2,439,4,2,5,0,19,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,18,visible,29,19,29,19,1,5,6,3,226,4,1,3,0,19,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,19,visible,77,38,40,38,1,4,5,15,439,4,1,4,0,19,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,20,visible,29,19,29,19,1,7,8,1,261,4,1,4,0,18,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,21,visible,27,12,27,12,1,4,5,1,117,4,1,4,0,18,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,22,visible,78,19,40,19,1,12,13,11,201,0,4,18,0,0,0,,"year, hospital, physician, nurse"
Statistical-Yearbook-2023.xlsx,23,visible,176,21,40,21,1,14,15,0,498,2,1,36,0,9,0,,"region, year, hospital, physician, nurse"
Statistical-Yearbook-2023.xlsx,24,visible,131,75,40,40,1,7,8,0,1072,2,4,14,0,8,0,,"region, year, hospital, bed, physician"
Statistical-Yearbook-2023.xlsx,25,visible,31,11,31,11,1,4,5,6,158,4,1,2,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,26,visible,29,19,29,19,1,12,13,0,199,0,4,18,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2023.xlsx,27,visible,34,9,34,9,1,4,5,8,176,0,4,15,0,0,1,2022,"year, bed, physician"
Statistical-Yearbook-2023.xlsx,28,visible,176,21,40,21,1,14,15,0,498,2,1,36,0,10,0,,"region, year, physician, nurse"
Statistical-Yearbook-2023.xlsx,29,visible,158,21,40,21,1,13,14,0,498,2,3,36,0,9,0,,"region, year, bed, physician"
Statistical-Yearbook-2023.xlsx,30,visible,15,37,15,37,1,4,5,3,192,0,1,4,0,0,0,,"year, hospital, bed"
Statistical-Yearbook-2023.xlsx,31,visible,120,28,40,28,1,14,15,1,474,0,1,36,1,1,0,,"year, hospital, physician, nurse"
Statistical-Yearbook-2023.xlsx,32,visible,130,24,40,24,1,7,8,0,607,0,4,10,0,0,0,,"year, hospital, bed, physician"
Statistical-Yearbook-2023.xlsx,33,visible,78,19,40,19,1,12,13,11,200,0,4,18,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2023.xlsx,34,visible,31,29,31,29,1,4,7,6,246,4,1,2,0,19,0,,"region, year, hospital, bed, physician"
Statistical-Yearbook-2023.xlsx,35,visible,29,28,29,28,1,5,7,3,450,4,1,2,0,19,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,36,visible,20,40,20,40,1,4,5,0,378,4,2,4,0,15,0,,"region, year, hospital, bed"
Statistical-Yearbook-2023.xlsx,37,visible,17,37,17,37,1,4,5,0,241,5,3,4,0,7,0,,"region, year, physician"
Statistical-Yearbook-2023.xlsx,38,visible,78,16,40,16,1,12,13,11,198,0,3,18,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2023.xlsx,39,visible,181,24,40,24,1,14,15,0,498,2,1,36,0,9,0,,"region, year, physician, nurse"
Statistical-Yearbook-2023.xlsx,40,visible,178,17,40,17,1,14,15,0,498,2,1,36,0,9,0,,"region, year, hospital, physician, nurse"
Statistical-Yearbook-2023.xlsx,41,visible,176,16,40,16,1,14,15,0,498,2,1,36,0,9,0,,"region, year, physician, nurse"
Statistical-Yearbook-2023.xlsx,42,visible,131,31,40,31,1,7,8,0,1066,2,4,14,0,6,0,,"region, year, bed, physician"
Statistical-Yearbook-2023.xlsx,43,visible,31,32,31,32,1,7,8,0,472,0,1,30,0,0,0,,"year, hospital, physician, nurse"
Statistical-Yearbook-2023.xlsx,44,visible,70,10,40,10,1,4,5,0,114,0,3,0,0,0,0,,"year, bed, physician"
Statistical-Yearbook-2023.xlsx,45,visible,58,10,40,10,1,4,5,0,114,0,3,1,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2023.xlsx,46,visible,70,7,40,7,1,4,5,14,73,4,1,2,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,47,visible,29,58,29,40,1,14,15,2,76,2,1,4,0,13,0,,"region, year"
Statistical-Yearbook-2023.xlsx,48,visible,35,4,35,4,1,4,5,0,130,0,3,2,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2023.xlsx,49,visible,126,7,40,7,1,6,7,0,241,0,2,2,0,12,2,2022,year
Statistical-Yearbook-2023.xlsx,50,visible,112,7,40,7,1,6,7,0,241,0,2,2,0,13,2,2021,year
Statistical-Yearbook-2023.xlsx,51,visible,153,10,40,10,1,4,5,0,161,2,13,0,0,2,36,"2021, 2022, 2023","region, year, hospital"
Statistical-Yearbook-2023.xlsx,52,visible,44,31,40,31,1,4,5,0,173,3,0,0,0,22,36,"2021, 2022, 2023, 2024","region, hospital"
Statistical-Yearbook-2023.xlsx,53,visible,139,84,40,40,1,4,5,0,155,2,0,0,0,8,36,"2021, 2022, 2023","region, hospital, bed, physician"
Statistical-Yearbook-2023.xlsx,فهرس الباب الثالث,visible,50,39,40,39,1,2,3,0,63,22,17,0,0,0,4,"2021, 2023","region, year"
Statistical-Yearbook-2023.xlsx,3-1,visible,15,8,15,8,1,6,7,0,82,0,2,0,0,0,0,,"year, population"
Statistical-Yearbook-2023.xlsx,3-2,visible,53,31,40,31,1,4,5,13,372,4,0,2,0,19,0,,region
Statistical-Yearbook-2023.xlsx,3-2تكملة,visible,27,37,27,37,1,4,5,0,442,4,0,2,0,19,1,2023,region
Statistical-Yearbook-2023.xlsx,3-3,visible,39,16,39,16,1,4,5,2,499,0,1,2,0,0,0,,year
Statistical-Yearbook-2023.xlsx,3-4,visible,38,10,38,10,1,5,6,0,295,0,2,2,0,0,0,,year
Statistical-Yearbook-2023.xlsx,3-5,visible,220,18,40,18,1,6,7,0,307,0,1,4,0,0,0,,"year, population"
Statistical-Yearbook-2023.xlsx,3-6,visible,101,16,40,16,1,6,7,1,525,0,1,0,0,0,0,,"year, population"
Statistical-Yearbook-2023.xlsx,3-7,visible,38,19,38,19,1,6,7,10,390,4,2,5,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,3-8,visible,37,19,37,19,1,6,7,9,390,4,2,5,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,3.9,visible,35,8,35,8,1,4,5,9,188,4,1,2,0,19,0,,"region, year, population"
Statistical-Yearbook-2023.xlsx,3-10,visible,30,13,30,13,1,6,7,0,283,4,1,2,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,3-11,visible,32,15,32,15,1,6,7,5,298,4,2,2,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,3-12,visible,1005,10,40,10,1,5,6,19,138,4,1,4,0,2,1,2023,"region, year"
Statistical-Yearbook-2023.xlsx,3-13,visible,35,18,35,18,1,6,7,10,340,4,3,4,0,15,0,,"region, year"
Statistical-Yearbook-2023.xlsx,3-14,visible,28,24,28,24,1,14,15,9,104,0,3,0,0,0,3,"2021, 2022, 2023","year, population"
Statistical-Yearbook-2023.xlsx,3-15,visible,28,16,28,16,1,5,7,0,346,5,1,2,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,3-16,visible,20,16,20,16,1,5,6,1,225,1,2,2,0,0,0,,"region, year"
Statistical-Yearbook-2023.xlsx,3-17,visible,17,10,17,10,1,9,10,7,60,6,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2023.xlsx,3-18,visible,54,20,40,20,1,7,8,12,477,4,0,14,0,18,2,2022,region
Statistical-Yearbook-2023.xlsx,3-19,visible,29,12,29,12,1,5,6,2,188,2,2,2,1,19,0,,"region, year, activity"
Statistical-Yearbook-2023.xlsx,3-20,visible,18,15,18,15,1,4,5,9,61,0,3,0,1,0,0,,"year, activity"
Statistical-Yearbook-2023.xlsx,3-21,visible,11,8,11,8,1,6,7,0,43,0,1,0,0,0,0,,"year, population"
Statistical-Yearbook-2023.xlsx,3.22,visible,28,17,28,17,1,6,7,0,394,4,5,4,8,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,3-23,visible,28,12,28,12,1,6,7,0,213,4,1,3,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,فهرس الباب الرابع,visible,122,38,40,38,1,2,3,0,63,30,19,1,0,0,0,,"region, year, population, hospital, activity"
Statistical-Yearbook-2023.xlsx,1..,visible,29,15,29,15,1,4,5,3,163,4,1,4,0,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,2..,visible,26,12,26,12,1,5,6,0,161,4,1,4,0,19,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,3..,visible,27,7,27,7,1,5,6,1,162,5,1,4,0,19,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,4..,visible,54,13,40,13,1,5,6,14,162,5,1,4,0,19,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,5..,visible,29,38,29,38,1,4,5,3,140,4,1,5,0,19,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,6..,visible,48,25,40,25,1,6,7,6,406,4,3,3,0,19,2,"2021, 2022","region, year, population, hospital, activity"
Statistical-Yearbook-2023.xlsx,7..,visible,26,7,26,7,1,6,7,5,118,4,1,2,0,21,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,8..,visible,21,10,21,10,1,6,7,1,164,4,1,4,0,21,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,9..,visible,32,14,32,14,1,5,6,13,142,4,4,2,0,21,0,,"region, year"
Statistical-Yearbook-2023.xlsx,10..,visible,79,15,40,15,1,10,11,21,84,0,2,4,0,1,0,,"year, hospital, activity"
Statistical-Yearbook-2023.xlsx,11..,visible,22,13,22,13,1,4,5,1,174,4,1,2,2,21,0,,"region, year"
Statistical-Yearbook-2023.xlsx,12..,visible,25,9,25,9,1,9,10,15,48,0,5,2,0,0,0,,"year, population, activity"
Statistical-Yearbook-2023.xlsx,13..,visible,47,13,40,13,1,5,6,14,161,4,1,4,0,19,0,,"region, year, hospital"
Statistical-Yearbook-2023.xlsx,14..,visible,27,5,27,5,1,4,5,9,77,0,1,2,0,0,0,,"year, hospital"
Statistical-Yearbook-2023.xlsx,15..,visible,20,10,20,10,1,5,6,2,126,0,2,5,1,0,0,,year
Statistical-Yearbook-2023.xlsx,16..,visible,31,8,31,8,1,4,5,4,179,4,2,2,2,19,0,,"region, year, hospital, activity"
Statistical-Yearbook-2023.xlsx,17..,visible,32,14,32,14,1,4,5,4,316,4,2,4,2,19,0,,"region, year"
Statistical-Yearbook-2023.xlsx,18.,visible,31,7,31,7,1,4,5,4,138,4,2,3,2,19,0,,"region, year, hospital, activity"
Statistical-Yearbook-2023.xlsx,19.,visible,32,8,32,8,1,4,5,5,188,4,1,4,2,19,0,,"region, year, hospital"
