workbook_name,sheet_name,row_number,values_json
Statistical-Yearbook-2023.xlsx,5-12,13,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2023.xlsx,5-12,14,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2023.xlsx,5-12,15,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2023.xlsx,5-12,16,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2023.xlsx,5-12,17,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2023.xlsx,5-12,18,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2023.xlsx,5-12,19,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2023.xlsx,5-12,20,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,2-58,1,"[""مستشفيات وزارة الصحة المعتمدة من المركز السعودي لاعتماد المنشآت الصحية."", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,2-58,2,"[""CBAHI Accredited MoH Hospitals."", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,2-58,3,"[""جدول  2-58"", """", """", """", """", ""Table 2-58""]"
Statistical-Yearbook-2024.xlsx,2-58,4,"[""فروع/مكاتب الوزارة"", ""المستشفى"", """", ""Hospital Name"", ""تاريخ الاعتماد\nDate of Accriditation"", ""MoH Branches & Offices""]"
Statistical-Yearbook-2024.xlsx,2-58,5,"[""الرياض"", ""1"", ""مستشفى الأمير محمد بن عبدالعزيز"", ""Prince Mohammad Bin Abdulaziz Hospital"", ""2022"", ""Riyadh""]"
Statistical-Yearbook-2024.xlsx,2-58,6,"["""", ""2"", ""مستشفى الملك خالد بالخرج"", ""King Khalid Hospital Al-Kharj"", ""2023"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,7,"["""", ""3"", ""مستشفى الولادة والأطفال بالخرج"", ""Maternity Hospital - Al-Kharj"", ""2022"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,8,"["""", ""4"", ""مستشفى الإيمان العام"", ""Al Iman General Hospital"", ""2022"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,9,"["""", ""5"", ""مستشفى الدوادمي العام"", ""Dawadmi General Hospital"", ""2022"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,10,"["""", ""6"", ""مستشفى الأفلاج العام"", ""Alaflaj General Hospital"", ""2023"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,11,"["""", ""7"", ""مستشفى الدرعية"", ""Ad Diriyah hospital"", ""2022"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,12,"["""", ""8"", ""مستشفى الزلفي العام"", ""Al Zulfi General Hospital"", ""2021"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,13,"["""", ""9"", ""مستشفى حوطة بني تميم العام"", ""Hotat Bani Tamim General Hospital"", ""2023"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,14,"["""", ""10"", ""مستشفى القويعية العام"", ""Quwaiya General Hospital"", ""2022"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,15,"["""", ""11"", ""مدينة الملك سعود الطبية"", ""King Saud Medical City"", ""2023"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,16,"["""", ""12"", ""مدينة الملك فهد الطبية"", ""King Fahad Medical City"", ""2023"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,17,"["""", ""13"", ""مستشفى الملك سلمان"", ""King Salman Hospital"", ""2023"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,18,"["""", ""14"", ""مستشفى ثادق العام"", ""Thadiq General Hospital"", ""2023"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,19,"["""", ""15"", ""مستشفى تميرالعام"", ""Tumier General Hospital"", ""2023"", """"]"
Statistical-Yearbook-2024.xlsx,2-58,20,"["""", ""16"", ""مستشفى الإمام عبدالرحمن الفيصل"", ""Imam Abdulrahman Alfaisal Hospital"", ""2022"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,1,"[""مستشفيات الجهات الحكومية الأخرى المعتمدة من المركز السعودي لاعتماد المنشآت الصحية"", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,2-59,2,"[""CBAHI Accredited Other Governmental Sector Hospitals"", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,2-59,3,"[""جدول  2-59"", """", """", """", """", ""Table 2-59""]"
Statistical-Yearbook-2024.xlsx,2-59,4,"[""فروع/مكاتب الوزارة"", ""المستشفى"", """", ""Hospital Name"", ""تاريخ الاعتماد\nDate of Accriditation"", ""MoH Branches & Offices""]"
Statistical-Yearbook-2024.xlsx,2-59,5,"[""الرياض"", ""1"", ""مستشفى الملك فيصل التخصصي ومركز الأبحاث"", ""King Faisal Specialist Hospital and Research Center"", ""2024"", ""Riyadh""]"
Statistical-Yearbook-2024.xlsx,2-59,6,"["""", ""2"", ""مستشفى القوات المسلحة بالمصانع الحربية بالخرج"", ""Armed Forces Hospital in the military factories, Al-Kharj"", ""2022"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,7,"["""", ""3"", ""مدينة الأمير سلطان الطبية العسكرية"", ""PRINCE SULTAN MILITARY MEDICAL CITY"", ""2023"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,8,"["""", ""4"", ""مستشفى القوات المسلحة بوادي الدواسر"", ""Armed Forces Hospital in Wadi Al-Dawaser"", ""2024"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,9,"["""", ""5"", ""مستشفى الملك خالد الجامعي بالرياض"", ""King Khalid University Hospital - Riyadh"", ""2024"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,10,"["""", ""6"", ""مستشفى الملك عبدالله بن عبدالعزيز بجامعة الأميرة نورة- الرياض"", ""King Abdullah Bin Abdulaziz University Hospital - Riyadh"", ""2024"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,11,"["""", ""7"", ""مستشفى الملك خالد التخصصي للعيون"", ""King Khaled Eye Specialist Hospital"", ""2024"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,12,"["""", ""8"", ""مستشفى قوى الأمن"", ""Security Forces Hospital- Riyadh"", ""2021"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,13,"["""", ""9"", ""مستشفى الملك عبد العزيز الجامعي - الرياض"", ""King Abdulaziz University Hospital - Riyadh"", ""2021"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,14,"["""", ""10"", ""مدينة الملك عبد العزيز الطبية -الرياض"", ""King Abdulaziz Medical City- Riyadh"", ""2024"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,15,"["""", ""11"", ""المدينة الطبية الجامعية بمدينة الملك سعود"", ""University Medical City in King Saud Midical City"", ""2024"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,16,"["""", ""12"", ""مركز الأمير سلطان لمعالجة امراض وجراحة القلب"", ""Prince Sultan Cardiac Center"", ""2024"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,17,"[""العاصمة المقدسة"", ""13"", ""مستشفى قوى الأمن"", ""Security Forces Hospital-Makkah"", ""2023"", ""The Holy Capital""]"
Statistical-Yearbook-2024.xlsx,2-59,18,"[""جدة"", ""14"", ""مستشفى الملك فهد للقوات المسلحة بجدة"", ""King Fahad Armed Forces Hospital- Jeddah"", ""2021"", ""Jeddah""]"
Statistical-Yearbook-2024.xlsx,2-59,19,"["""", ""15"", ""مدينة الملك عبد العزيز الطبية- جدة"", ""King Abdulaziz Medical City- Jeddah"", ""2021"", """"]"
Statistical-Yearbook-2024.xlsx,2-59,20,"["""", ""16"", ""مستشفى الملك عبد العزيز الجامعي - جدة"", ""King Abdulaziz University Hospital - Jeddah"", ""2022"", """"]"
Statistical-Yearbook-2024.xlsx,4-8,1,"[""مراكز الإسعاف والسيارات التابعة لهيئة الهلال الأحمر السعودي حسب المنطقة الإدارية  عام 2024م."", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-8,2,"[""First Aid Centers and Ambulances of the Saudi Red Crescent Authority  by Administrative Region, 2024G."", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-8,3,"[""جدول 4-8"", """", """", ""Table 4-8"", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-8,4,"[""المنطقة الإدارية"", ""الحالات التي تم إسعافها ونقلها للمستشفيات"", ""مراكزالإسعاف"", """", ""سيارات الإسعاف"", """", ""Administrative Region""]"
Statistical-Yearbook-2024.xlsx,4-8,5,"["""", """", ""First aid centers"", """", ""Ambulances"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-8,6,"["""", ""Cases offered first aid, Transported to hospitals"", ""عدد المراكز"", ""متوسط عدد الحالات للمركز"", ""عدد السيارت"", ""متوسط عدد الحالات للسيارة"", """"]"
Statistical-Yearbook-2024.xlsx,4-8,7,"["""", """", ""No. of   centers"", ""Average No. of Cases/center"", ""No .of Ambulances"", ""Average No. of cases / Ambulance"", """"]"
Statistical-Yearbook-2024.xlsx,4-8,8,"[""الرياض"", ""117881"", ""112"", ""2437"", ""142"", ""830"", ""Riyadh""]"
Statistical-Yearbook-2024.xlsx,4-8,9,"[""مكة المكرمة"", ""171937"", ""98"", ""5925"", ""245"", ""702"", ""Makkah""]"
Statistical-Yearbook-2024.xlsx,4-8,10,"[""المدينة المنورة"", ""56794"", ""39"", ""3167"", ""79"", ""719"", ""Madinah""]"
Statistical-Yearbook-2024.xlsx,4-8,11,"[""القصيم"", ""28388"", ""30"", ""1501"", ""72"", ""394"", ""Qassim""]"
Statistical-Yearbook-2024.xlsx,4-8,12,"[""الشرقية"", ""65447"", ""67"", ""2212"", ""142"", ""461"", ""Eastern""]"
Statistical-Yearbook-2024.xlsx,4-8,13,"[""عسير"", ""39241"", ""41"", ""1751"", ""97"", ""405"", ""Asir""]"
Statistical-Yearbook-2024.xlsx,4-8,14,"[""تبوك"", ""20363"", ""26"", ""1361"", ""59"", ""345"", ""Tabuk""]"
Statistical-Yearbook-2024.xlsx,4-8,15,"[""حائل"", ""13723"", ""17"", ""1340"", ""32"", ""428"", ""Hail""]"
Statistical-Yearbook-2024.xlsx,4-8,16,"[""الحدود الشمالية"", ""5971"", ""15"", ""567"", ""32"", ""187"", ""Northern Borders""]"
Statistical-Yearbook-2024.xlsx,4-8,17,"[""جازان"", ""21955"", ""24"", ""1388"", ""49"", ""448"", ""Jazan""]"
Statistical-Yearbook-2024.xlsx,4-8,18,"[""نجران"", ""8105"", ""17"", ""762"", ""39"", ""208"", ""Najran""]"
Statistical-Yearbook-2024.xlsx,4-8,19,"[""الباحة"", ""8578"", ""16"", ""966"", ""34"", ""252"", ""Al Baha""]"
Statistical-Yearbook-2024.xlsx,4-8,20,"[""الجوف"", ""7905"", ""14"", ""972"", ""30"", ""264"", ""Al Jouf""]"
Statistical-Yearbook-2024.xlsx,4-59,1,"[""أنشطة بنوك الدم بوزارة الصحة حسب المنطقة الصحية عام 2024م."", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,2,"[""Activities at MoH Blood Banks by Health Region, 2024G."", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,3,"[""جدول 4-59"", ""Table 4-59"", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,4,"[""المنطقة الصحية"", ""عدد الفحوص"", ""عدد المتبرعين بالدم"", ""عدد وحدات الدم المنقولة للمرضى"", ""Health Region"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,5,"["""", ""No. of  Investigations"", ""No. of Blood Donors"", ""No. of transfused blood units"", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,6,"[""الرياض"", ""825712"", ""89478"", ""70578"", ""Riyadh"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,7,"[""العاصمة المقدسة"", ""470040"", ""51597"", ""52133"", ""The Holy Capital"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,8,"[""جدة"", ""489524"", ""46997"", ""33189"", ""Jeddah"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,9,"[""الطائف"", ""154384"", ""14312"", ""9249"", ""Ta`if"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,10,"[""المدينة المنورة"", ""368580"", ""36773"", ""21961"", ""Madinah"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,11,"[""القصيم"", ""227360"", ""22736"", ""22083"", ""Qassim"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,12,"[""الشرقية"", ""454879"", ""45634"", ""45031"", ""Eastern"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,13,"[""الأحساء"", ""164437"", ""20020"", ""18918"", ""Al-Ahsa"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,14,"[""حفر الباطن"", ""63620"", ""6420"", ""3854"", ""Hafr Al-Baten"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,15,"[""عسير"", ""134249"", ""23073"", ""20093"", ""Asir"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,16,"[""بيشة"", ""51008"", ""5264"", ""4749"", ""Bishah"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,17,"[""تبوك"", ""108528"", ""10762"", ""7901"", ""Tabouk"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,18,"[""حائل"", ""113689"", ""12027"", ""9159"", ""Hail"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,19,"[""الحدود الشمالية"", ""70127"", ""7074"", ""4510"", ""Northern Borders"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-59,20,"[""جازان"", ""369550"", ""40160"", ""32425"", ""Jazan"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,1,"[""أنشطة بنوك الدم بوزارة الصحة في الأعوام الخمسة الأخيرة"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,2,"[""Activities at MoH Blood Banks in the last Five Years"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,3,"[""جدول 4-60"", """", """", ""Table 4-60"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,4,"[""النشاط"", ""2017G"", ""2018G"", ""2019G"", ""2020G"", ""2021G"", ""2022G"", ""2023G"", ""2024G"", ""Activity"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,5,"[""عدد الفحوص"", ""4341350"", ""5046231"", ""5017427"", ""4168172"", ""5813893"", ""5212646"", ""4296364"", ""4362083"", ""No. of  Investigations"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,6,"[""عدد المتبرعين بالدم"", ""300593"", ""375352"", ""388814"", ""252323"", ""257693"", ""420553"", ""437424"", ""470930"", ""No. of Blood Donors"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,7,"[""عدد وحدات الدم المنقولة للمرضى"", ""451835"", ""496343"", ""559755"", ""445247"", ""423632"", ""389038.55"", ""330771.55"", ""385420"", ""No. of Transfused Blood Units"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,8,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,9,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,10,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,11,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,12,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,13,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,14,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,15,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,16,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,17,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-60,18,"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-64,1,"[""الحالات التي أرسلت للعلاج بالخارج من قبل الهيئة الطبية العليا حسب الدولة والحالة الطبية عام  2024م."", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-64,2,"[""Cases Referred abroad by Supreme Medical Committee for Treatment by Specialty and Country, 2024G."", """", """", """", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-64,3,"[""جدول 4-64"", """", """", ""Table 4-64"", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,4-64,4,"[""التخصص"", ""أمريكا"", ""ألمانيا"", ""بريطانيا"", ""إيطاليا"", ""فرنسا"", ""اسبانيا"", ""الإجمالي"", ""Specialty"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,5,"["""", ""USA"", ""Germany"", ""UK"", ""Italy"", ""France"", ""Spain"", ""Total"", """", """"]"
Statistical-Yearbook-2024.xlsx,4-64,6,"[""جراحة تجميل ( ترميم )"", ""40"", ""4"", ""26"", ""0"", ""7"", ""2"", ""=SUM(B6:G6)"", ""Plastic and Reconstructive Surgery"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,7,"[""الأورام"", ""31"", ""2"", ""4"", ""0"", ""0"", ""0"", ""=SUM(B7:G7)"", ""Tumors"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,8,"[""جراحة عظام"", ""27"", ""16"", ""3"", ""0"", ""0"", ""0"", ""=SUM(B8:G8)"", ""Orthopedic Surgery"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,9,"[""زراعة قلب / رئة"", ""20"", ""0"", ""0"", ""0"", ""0"", ""0"", ""=SUM(B9:G9)"", ""Heart/ Lung Transplantation"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,10,"[""الأذن والأنف والحنجرة"", ""4"", ""2"", ""3"", ""0"", ""0"", ""0"", ""=SUM(B10:G10)"", ""ENT"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,11,"[""الجراحة العامة"", ""9"", ""1"", ""4"", ""0"", ""0"", ""0"", ""=SUM(B11:G11)"", ""General Surgery"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,12,"[""طب وجراحة القلب"", ""24"", ""0"", ""1"", ""0"", ""0"", ""0"", ""=SUM(B12:G12)"", ""Cardiology & Cardiac Surgery"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,13,"[""زراعة نخاع"", ""3"", ""2"", ""4"", ""0"", ""0"", ""0"", ""=SUM(B13:G13)"", ""Bone Marrow Transplant"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,14,"[""زراعة الأمعاء/ الكبد"", ""2"", ""0"", ""0"", ""0"", ""0"", ""0"", ""=SUM(B14:G14)"", ""Intestinal / Liver Transplant"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,15,"[""طب وجراحة العيون"", ""3"", ""0"", ""16"", ""0"", ""0"", ""5"", ""=SUM(B15:G15)"", ""Ophthalmology"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,16,"[""طب الأعصاب"", ""1"", ""0"", ""2"", ""0"", ""0"", ""0"", ""=SUM(B16:G16)"", ""Neurology"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,17,"[""مسالك بولية"", ""2"", ""2"", ""11"", ""0"", ""1"", ""0"", ""=SUM(B17:G17)"", ""Urology"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,18,"[""جراحة عمود فقري"", ""2"", ""1"", ""0"", ""0"", ""0"", ""0"", ""=SUM(B18:G18)"", ""Spinal Surgery"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,19,"[""جراحة أعصاب"", ""2"", ""0"", ""2"", ""0"", ""0"", ""0"", ""=SUM(B19:G19)"", ""Neurosurgery"", """"]"
Statistical-Yearbook-2024.xlsx,4-64,20,"[""أمراض الأطفال"", ""2"", ""0"", ""3"", ""1"", ""0"", ""0"", ""=SUM(B20:G20)"", ""Pediatrics"", """"]"
Statistical-Yearbook-2024.xlsx,5-12,1,"[""جراحات القلب المفتوح التي أجريت للحجاج في الأعوام الخمسة الأخيرة"", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,2,"[""Open Heart Surgery Performed for Pilgrims in the Last Five Years"", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,3,"[""جدول 5-12"", """", """", """", """", """", ""Table 5-12""]"
Statistical-Yearbook-2024.xlsx,5-12,4,"[""المنطقة"", ""1441H\n(2020G)"", ""1442H\n(2021G)"", ""1443H\n(2022G)"", ""1444H\n(2023G)"", ""1445H\n(2024G)"", ""Region""]"
Statistical-Yearbook-2024.xlsx,5-12,5,"[""مكة المكرمة"", ""0"", ""0"", ""43"", ""81"", ""71"", ""Makkah""]"
Statistical-Yearbook-2024.xlsx,5-12,6,"[""المدينة المنورة"", ""0"", ""0"", ""2"", ""10"", ""3"", ""Madinah""]"
Statistical-Yearbook-2024.xlsx,5-12,7,"[""منى"", ""0"", ""0"", ""0"", ""0"", ""0"", ""Mena""]"
Statistical-Yearbook-2024.xlsx,5-12,8,"[""عرفات ومزدلفة"", ""0"", ""0"", ""0"", ""0"", ""0"", ""Arafat and Mozdalifah""]"
Statistical-Yearbook-2024.xlsx,5-12,9,"[""الإجمالي"", ""=SUM(B5:B8)"", ""=SUM(C5:C8)"", ""=SUM(D5:D8)"", ""=SUM(E5:E8)"", ""=SUM(F5:F8)"", ""Total""]"
Statistical-Yearbook-2024.xlsx,5-12,10,"[""من بداية شهر ذي القعدة حتى نهاية شهر ذي الحجة"", """", ""From 1st Dhu Al-Qadah to the end of Dhu Al-Hijjah"", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,11,"["""", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,12,"["""", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,13,"["""", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,14,"["""", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,15,"["""", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,16,"["""", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,17,"["""", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,18,"["""", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,19,"["""", """", """", """", """", """", """"]"
Statistical-Yearbook-2024.xlsx,5-12,20,"["""", """", """", """", """", """", """"]"
