workbook_name,sheet_name,row_number,column_number,year_candidate,cell_value
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig5,11,25,2021,2021-05
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig5,12,25,2021,2021-06
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig5,13,25,2021,2021-07
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig5,14,25,2021,2021-08
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig5,15,25,2021,2021-09
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig5,16,25,2021,2021-10
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig5,17,25,2021,2021-11
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig5,18,25,2021,2021-12
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,8,25,2021,2021-Jan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,9,25,2021,2021-Feb
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,10,25,2021,2021-Mar
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,11,25,2021,2021-Apr
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,12,25,2021,2021-May
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,13,25,2021,2021-Jun
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,14,25,2021,2021-Jul
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,15,25,2021,2021-Aug
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,16,25,2021,2021-Sep
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,17,25,2021,2021-Oct
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,18,25,2021,2021-Nov
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig6,19,25,2021,2021-Dec
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,8,24,2021,2021-Jan
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,9,24,2021,2021-Feb
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,10,24,2021,2021-Mar
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,11,24,2021,2021-Apr
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,12,24,2021,2021-May
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,13,24,2021,2021-Jun
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,14,24,2021,2021-Jul
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,15,24,2021,2021-Aug
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,16,24,2021,2021-Sep
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,17,24,2021,2021-Oct
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,18,24,2021,2021-Nov
statistical-yearbook-2021-chapter-IV-health-activities.xlsx,fig7,19,24,2021,2021-Dec
Statistical-Yearbook-2023.xlsx,فهرس الباب الأول,9,2,2021,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
Statistical-Yearbook-2023.xlsx,فهرس الباب الأول,12,2,2022,Total Fertility Rate Estimates 2011-2022
Statistical-Yearbook-2023.xlsx,فهرس الباب الأول,21,2,2023,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2023 م.
Statistical-Yearbook-2023.xlsx,1,7,3,2022,2022
Statistical-Yearbook-2023.xlsx,1,8,3,2022,2022
Statistical-Yearbook-2023.xlsx,1,9,3,2022,2022
Statistical-Yearbook-2023.xlsx,1,10,3,2023,2023
Statistical-Yearbook-2023.xlsx,1,11,3,2022,2022
Statistical-Yearbook-2023.xlsx,1,12,3,2022,2022
Statistical-Yearbook-2023.xlsx,1,13,3,2022,2022
Statistical-Yearbook-2023.xlsx,1,14,3,2022,2022
Statistical-Yearbook-2023.xlsx,1,15,3,2022,2022
Statistical-Yearbook-2023.xlsx,1,16,3,2023,2023
Statistical-Yearbook-2023.xlsx,1,18,3,2023,2023
Statistical-Yearbook-2023.xlsx,1,19,3,2023,2023
Statistical-Yearbook-2023.xlsx,1,20,3,2023,2023
Statistical-Yearbook-2023.xlsx,4,1,1,2021,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
Statistical-Yearbook-2023.xlsx,4,4,13,2021,2021
Statistical-Yearbook-2023.xlsx,4,4,14,2022,2022
Statistical-Yearbook-2023.xlsx,5,2,1,2022,"Total Fertility Rate Estimates, 2011-2022"
Statistical-Yearbook-2023.xlsx,5,16,1,2021,2021
Statistical-Yearbook-2023.xlsx,5,17,1,2022,2022
Statistical-Yearbook-2023.xlsx,7,13,1,2021,2021
Statistical-Yearbook-2023.xlsx,7,14,1,2022,2022
Statistical-Yearbook-2023.xlsx,7,15,1,2023,2023
Statistical-Yearbook-2023.xlsx,8,19,1,2021,2021
Statistical-Yearbook-2023.xlsx,8,20,1,2022,2022
Statistical-Yearbook-2023.xlsx,8,21,1,2023,2023*
Statistical-Yearbook-2023.xlsx,10,1,1,2023,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2023 م
Statistical-Yearbook-2023.xlsx,13,5,5,2021,2021
Statistical-Yearbook-2023.xlsx,13,5,6,2022,2022
Statistical-Yearbook-2023.xlsx,13,5,7,2023,2023
Statistical-Yearbook-2023.xlsx,1.,9,1,2021,2021
Statistical-Yearbook-2023.xlsx,1.,10,1,2022,2022
Statistical-Yearbook-2023.xlsx,1.,11,1,2023,2023
Statistical-Yearbook-2023.xlsx,27,19,7,2022,2022
Statistical-Yearbook-2023.xlsx,49,1,1,2022,الطلبة والطالبات في الكليات الصحية للعام الدراسي 2022-2023م.
Statistical-Yearbook-2023.xlsx,49,2,1,2022,Enrolled Students in health colleges for the academic year 2022-2023G.
Statistical-Yearbook-2023.xlsx,50,1,1,2021,خريجو وخريجات الكليات الصحية للعام الدراسي 2021-2022م.
Statistical-Yearbook-2023.xlsx,50,2,1,2021,Graduates in health colleges for the academic year 2021-2022G.
Statistical-Yearbook-2023.xlsx,51,5,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,6,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,7,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,8,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,9,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,10,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,11,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,12,5,2021,2021
Statistical-Yearbook-2023.xlsx,51,13,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,14,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,15,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,16,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,17,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,18,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,19,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,20,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,21,5,2021,2021
Statistical-Yearbook-2023.xlsx,51,22,5,2021,2021
Statistical-Yearbook-2023.xlsx,51,23,5,2021,2021
Statistical-Yearbook-2023.xlsx,51,24,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,25,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,26,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,27,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,28,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,29,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,30,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,31,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,32,5,2021,2021
Statistical-Yearbook-2023.xlsx,51,33,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,34,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,35,5,2021,2021
Statistical-Yearbook-2023.xlsx,51,36,5,2023,2023
Statistical-Yearbook-2023.xlsx,51,37,5,2021,2021
Statistical-Yearbook-2023.xlsx,51,38,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,39,5,2022,2022
Statistical-Yearbook-2023.xlsx,51,40,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,5,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,6,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,7,5,2023,2023
Statistical-Yearbook-2023.xlsx,52,8,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,9,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,10,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,11,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,12,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,13,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,14,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,15,5,2023,2023
Statistical-Yearbook-2023.xlsx,52,16,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,17,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,18,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,19,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,20,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,21,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,22,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,23,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,24,5,2023,2023
Statistical-Yearbook-2023.xlsx,52,25,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,26,5,2023,2023
Statistical-Yearbook-2023.xlsx,52,27,5,2024,2024
Statistical-Yearbook-2023.xlsx,52,28,5,2023,2023
Statistical-Yearbook-2023.xlsx,52,29,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,30,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,31,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,32,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,33,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,34,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,35,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,36,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,37,5,2023,2023
Statistical-Yearbook-2023.xlsx,52,38,5,2021,2021
Statistical-Yearbook-2023.xlsx,52,39,5,2022,2022
Statistical-Yearbook-2023.xlsx,52,40,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,5,5,2022,2022
Statistical-Yearbook-2023.xlsx,53,6,5,2022,2022
Statistical-Yearbook-2023.xlsx,53,7,5,2022,2022
Statistical-Yearbook-2023.xlsx,53,8,5,2022,2022
Statistical-Yearbook-2023.xlsx,53,9,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,10,5,2022,2022
Statistical-Yearbook-2023.xlsx,53,11,5,2022,2022
Statistical-Yearbook-2023.xlsx,53,12,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,13,5,2022,2022
Statistical-Yearbook-2023.xlsx,53,14,5,2022,2022
Statistical-Yearbook-2023.xlsx,53,15,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,16,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,17,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,18,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,19,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,20,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,21,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,22,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,23,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,24,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,25,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,26,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,27,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,28,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,29,5,2022,2022
Statistical-Yearbook-2023.xlsx,53,30,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,31,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,32,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,33,5,2021,2021
Statistical-Yearbook-2023.xlsx,53,34,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,35,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,36,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,37,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,38,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,39,5,2023,2023
Statistical-Yearbook-2023.xlsx,53,40,5,2023,2023
Statistical-Yearbook-2023.xlsx,فهرس الباب الثالث,7,2,2023,حالات الأمراض السارية ( المعدية )  المبلغة خلال 2023 م حسب المنطقة الصحية
Statistical-Yearbook-2023.xlsx,فهرس الباب الثالث,27,2,2023,حالات الملاريا المبلغة بأماكن التوطن بالمملكة حسب المنطقة الصحية و الشهور عام 2023 م.
Statistical-Yearbook-2023.xlsx,فهرس الباب الثالث,39,2,2021,حالات الليشمانيا الجلدية والحشوية المبلغة حسب المنطقة الصحية والجنسية  2021-2023م
Statistical-Yearbook-2023.xlsx,فهرس الباب الثالث,40,2,2021,"Reported Cases of Cutaneous and Visceral Leishmaniasis by Health Region and Nationality, 2021-2023G"
Statistical-Yearbook-2023.xlsx,3-2تكملة,1,1,2023,حالات الأمراض المعدية المبلغة خلال 2023 م حسب المنطقة الصحية
Statistical-Yearbook-2023.xlsx,3-12,1,1,2023,حالات الملاريا المبلغة بأماكن التوطن بالمملكة حسب المنطقة الصحية و الشهور عام 2023 م.
Statistical-Yearbook-2023.xlsx,3-14,5,5,2021,2021
Statistical-Yearbook-2023.xlsx,3-14,5,6,2022,2022
Statistical-Yearbook-2023.xlsx,3-14,5,7,2023,2023
Statistical-Yearbook-2023.xlsx,3-18,1,1,2022,حالات الليشمانيا الجلدية والحشوية المبلغة حسب المنطقة الصحية والجنسية  2022-2023م .
Statistical-Yearbook-2023.xlsx,3-18,2,1,2022,"Reported Cases of Cutaneous and Visceral Leishmaniasis by Health Region and Nationality, 2022-2023G."
Statistical-Yearbook-2023.xlsx,6..,37,4,2021,2021
Statistical-Yearbook-2023.xlsx,6..,38,4,2022,2022
Statistical-Yearbook-2023.xlsx,56,4,5,2023,عدد الحالات تحت الخدمة نهاية 2023
Statistical-Yearbook-2023.xlsx,56,4,6,2023,عدد المستفيدين التراكمي نهاية عام 2023
Statistical-Yearbook-2023.xlsx,56,5,5,2023,Number of cases under service (end of 2023)
Statistical-Yearbook-2023.xlsx,56,5,6,2023,Cumulative number of Beneficiaries by the end of 2023
Statistical-Yearbook-2023.xlsx,fig1,9,25,2022,2022-Jan
Statistical-Yearbook-2023.xlsx,fig1,10,25,2022,2022-Feb
Statistical-Yearbook-2023.xlsx,fig1,11,25,2022,2022-Mar
Statistical-Yearbook-2023.xlsx,fig1,12,25,2022,2022-Apr
Statistical-Yearbook-2023.xlsx,fig1,13,25,2022,2022-May
Statistical-Yearbook-2023.xlsx,fig1,14,25,2022,2022-Jun
Statistical-Yearbook-2023.xlsx,fig1,15,25,2022,2022-Jul
Statistical-Yearbook-2023.xlsx,fig1,16,25,2022,2022-Aug
Statistical-Yearbook-2023.xlsx,fig1,17,25,2022,2022-Sep
Statistical-Yearbook-2023.xlsx,fig1,18,25,2022,2022-Oct
Statistical-Yearbook-2023.xlsx,fig1,19,25,2022,2022-Nov
Statistical-Yearbook-2023.xlsx,fig1,20,25,2022,2022-Dec
Statistical-Yearbook-2023.xlsx,fig2,9,25,2022,2022-Jan
Statistical-Yearbook-2023.xlsx,fig2,10,25,2022,2022-Feb
Statistical-Yearbook-2023.xlsx,fig2,11,25,2022,2022-Mar
Statistical-Yearbook-2023.xlsx,fig2,12,25,2022,2022-Apr
Statistical-Yearbook-2023.xlsx,fig2,13,25,2022,2022-May
Statistical-Yearbook-2023.xlsx,fig2,14,25,2022,2022-Jun
Statistical-Yearbook-2023.xlsx,fig2,15,25,2022,2022-Jul
Statistical-Yearbook-2023.xlsx,fig2,16,25,2022,2022-Aug
Statistical-Yearbook-2023.xlsx,fig2,17,25,2022,2022-Sep
Statistical-Yearbook-2023.xlsx,fig2,18,25,2022,2022-Oct
Statistical-Yearbook-2023.xlsx,fig2,19,25,2022,2022-Nov
Statistical-Yearbook-2023.xlsx,fig2,20,25,2022,2022-Dec
Statistical-Yearbook-2023.xlsx,fig3,8,26,2022,2022-Jan
Statistical-Yearbook-2023.xlsx,fig3,9,26,2022,2022-Feb
Statistical-Yearbook-2023.xlsx,fig3,10,26,2022,2022-Mar
Statistical-Yearbook-2023.xlsx,fig3,11,26,2022,2022-Apr
Statistical-Yearbook-2023.xlsx,fig3,12,26,2022,2022-May
Statistical-Yearbook-2023.xlsx,fig3,13,26,2022,2022-Jun
Statistical-Yearbook-2023.xlsx,fig3,14,26,2022,2022-Jul
Statistical-Yearbook-2023.xlsx,fig3,15,26,2022,2022-Aug
Statistical-Yearbook-2023.xlsx,fig3,16,26,2022,2022-Sep
Statistical-Yearbook-2023.xlsx,fig3,17,26,2022,2022-Oct
Statistical-Yearbook-2023.xlsx,fig3,18,26,2022,2022-Nov
Statistical-Yearbook-2023.xlsx,fig3,19,26,2022,2022-Dec
Statistical-Yearbook-2023.xlsx,fig4,6,25,2022,2022-Jan
Statistical-Yearbook-2023.xlsx,fig4,7,25,2022,2022-Feb
Statistical-Yearbook-2023.xlsx,fig4,8,25,2022,2022-Mar
Statistical-Yearbook-2023.xlsx,fig4,9,25,2022,2022-Apr
Statistical-Yearbook-2023.xlsx,fig4,10,25,2022,2022-May
Statistical-Yearbook-2023.xlsx,fig4,11,25,2022,2022-Jun
Statistical-Yearbook-2023.xlsx,fig4,12,25,2022,2022-Jul
Statistical-Yearbook-2023.xlsx,fig4,13,25,2022,2022-Aug
Statistical-Yearbook-2023.xlsx,fig4,14,25,2022,2022-Sep
Statistical-Yearbook-2023.xlsx,fig4,15,25,2022,2022-Oct
Statistical-Yearbook-2023.xlsx,fig4,16,25,2022,2022-Nov
Statistical-Yearbook-2023.xlsx,fig4,17,25,2022,2022-Dec
Statistical-Yearbook-2023.xlsx,fig5,7,25,2022,2022-01
Statistical-Yearbook-2023.xlsx,fig5,8,25,2022,2022-02
Statistical-Yearbook-2023.xlsx,fig5,9,25,2022,2022-03
Statistical-Yearbook-2023.xlsx,fig5,10,25,2022,2022-04
Statistical-Yearbook-2023.xlsx,fig5,11,25,2022,2022-05
Statistical-Yearbook-2023.xlsx,fig5,12,25,2022,2022-06
Statistical-Yearbook-2023.xlsx,fig5,13,25,2022,2022-07
Statistical-Yearbook-2023.xlsx,fig5,14,25,2022,2022-08
Statistical-Yearbook-2023.xlsx,fig5,15,25,2022,2022-09
Statistical-Yearbook-2023.xlsx,fig5,16,25,2022,2022-10
Statistical-Yearbook-2023.xlsx,fig5,17,25,2022,2022-11
Statistical-Yearbook-2023.xlsx,fig5,18,25,2022,2022-12
Statistical-Yearbook-2023.xlsx,fig6,9,28,2022,2022-Jan
Statistical-Yearbook-2023.xlsx,fig6,10,28,2022,2022-Feb
Statistical-Yearbook-2023.xlsx,fig6,11,28,2022,2022-Mar
Statistical-Yearbook-2023.xlsx,fig6,12,28,2022,2022-Apr
Statistical-Yearbook-2023.xlsx,fig6,13,28,2022,2022-May
Statistical-Yearbook-2023.xlsx,fig6,14,28,2022,2022-Jun
Statistical-Yearbook-2023.xlsx,fig6,15,28,2022,2022-Jul
Statistical-Yearbook-2023.xlsx,fig6,16,28,2022,2022-Aug
Statistical-Yearbook-2023.xlsx,fig6,17,28,2022,2022-Sep
Statistical-Yearbook-2023.xlsx,fig6,18,28,2022,2022-Oct
Statistical-Yearbook-2023.xlsx,fig6,19,28,2022,2022-Nov
Statistical-Yearbook-2023.xlsx,fig6,20,28,2022,2022-Dec
Statistical-Yearbook-2023.xlsx,fig7,9,24,2022,2022-Jan
Statistical-Yearbook-2023.xlsx,fig7,10,24,2022,2022-Feb
Statistical-Yearbook-2023.xlsx,fig7,11,24,2022,2022-Mar
Statistical-Yearbook-2023.xlsx,fig7,12,24,2022,2022-Apr
Statistical-Yearbook-2023.xlsx,fig7,13,24,2022,2022-May
Statistical-Yearbook-2023.xlsx,fig7,14,24,2022,2022-Jun
Statistical-Yearbook-2023.xlsx,fig7,15,24,2022,2022-Jul
Statistical-Yearbook-2023.xlsx,fig7,16,24,2022,2022-Aug
Statistical-Yearbook-2023.xlsx,fig7,17,24,2022,2022-Sep
Statistical-Yearbook-2023.xlsx,fig7,18,24,2022,2022-Oct
Statistical-Yearbook-2023.xlsx,fig7,19,24,2022,2022-Nov
Statistical-Yearbook-2023.xlsx,fig7,20,24,2022,2022-Dec
Statistical-Yearbook-2023.xlsx,5-1,14,7,2021,2021
Statistical-Yearbook-2023.xlsx,5-1,15,7,2022,2022
Statistical-Yearbook-2023.xlsx,5-1,16,7,2023,2023
Statistical-Yearbook-2024.xlsx,فهرس الباب الأول,11,2,2021,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
Statistical-Yearbook-2024.xlsx,فهرس الباب الأول,19,2,2023,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2023 م.
Statistical-Yearbook-2024.xlsx,1-1,7,3,2024,2024
Statistical-Yearbook-2024.xlsx,1-1,8,3,2024,2024
Statistical-Yearbook-2024.xlsx,1-1,9,3,2024,2024
Statistical-Yearbook-2024.xlsx,1-1,10,3,2024,2024
Statistical-Yearbook-2024.xlsx,1-1,11,3,2024,2024
Statistical-Yearbook-2024.xlsx,1-1,12,3,2024,2024
Statistical-Yearbook-2024.xlsx,1-1,13,3,2024,2024
Statistical-Yearbook-2024.xlsx,1-1,14,3,2024,2024
Statistical-Yearbook-2024.xlsx,1-1,16,3,2024,2024
Statistical-Yearbook-2024.xlsx,1-5,1,1,2021,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
Statistical-Yearbook-2024.xlsx,1-5,4,13,2021,2021
Statistical-Yearbook-2024.xlsx,1-5,4,14,2022,2022
Statistical-Yearbook-2024.xlsx,1-6,16,1,2021,2021
Statistical-Yearbook-2024.xlsx,1-6,17,1,2022,2022
Statistical-Yearbook-2024.xlsx,1-6,18,1,2023,2023
Statistical-Yearbook-2024.xlsx,1-6,19,1,2024,2024
Statistical-Yearbook-2024.xlsx,1-7,4,4,2021,2021
Statistical-Yearbook-2024.xlsx,1-7,4,5,2022,2022
Statistical-Yearbook-2024.xlsx,1-7,4,6,2023,2023
Statistical-Yearbook-2024.xlsx,1-7,4,7,2024,2024
Statistical-Yearbook-2024.xlsx,1-8,18,8,2024,The source of workforce data has been modified as of 2024 to be the Saudi Commission for Health Specialties.
Statistical-Yearbook-2024.xlsx,1-9,1,1,2024,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة حسب فروع ومكاتب وزارة الصحة لعام 2024 م
Statistical-Yearbook-2024.xlsx,1-12,4,5,2021,2021
Statistical-Yearbook-2024.xlsx,1-12,4,6,2022,2022
Statistical-Yearbook-2024.xlsx,1-12,4,7,2023,2023
Statistical-Yearbook-2024.xlsx,1-12,4,8,2024,2024
Statistical-Yearbook-2024.xlsx,2-1,7,1,2021,2021
Statistical-Yearbook-2024.xlsx,2-1,8,1,2022,2022
Statistical-Yearbook-2024.xlsx,2-1,9,1,2023,2023
Statistical-Yearbook-2024.xlsx,2-1,10,1,2024,2024
Statistical-Yearbook-2024.xlsx,2-43,19,6,2022,2022
Statistical-Yearbook-2024.xlsx,2-54,1,1,2023,الطلبة والطالبات في الكليات الصحية الحكومية للعام الدراسي 2023-2024م.
Statistical-Yearbook-2024.xlsx,2-54,2,1,2023,Enrolled Students in Governmental Health Colleges for the Academic Year 2023-2024G.
Statistical-Yearbook-2024.xlsx,2-55,1,1,2023,خريجو وخريجات الكليات الصحية الحكومية للعام الدراسي 2023-2024م.
Statistical-Yearbook-2024.xlsx,2-55,2,1,2023,Graduates in Governmental Health Colleges for the Academic Year 2023-2024G.
Statistical-Yearbook-2024.xlsx,2-56,1,1,2023,الطلبة والطالبات في الكليات الصحية الأهلية للعام الدراسي 2023-2024م.
Statistical-Yearbook-2024.xlsx,2-56,2,1,2023,Enrolled Students in Private Health Colleges for the Academic Year 2023-2024G.
Statistical-Yearbook-2024.xlsx,2-57,1,1,2023,خريجو وخريجات الكليات الصحية الأهلية للعام الدراسي 2023-2024م.
Statistical-Yearbook-2024.xlsx,2-57,2,1,2023,Graduates in Private Health Colleges for the Academic Year 2023-2024G.
Statistical-Yearbook-2024.xlsx,2-58,5,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,6,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,7,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,8,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,9,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,10,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,11,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,12,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-58,13,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,14,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,15,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,16,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,17,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,18,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,19,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,20,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,21,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-58,22,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-58,23,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,24,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-58,25,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,26,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,27,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,28,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,29,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-58,30,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,31,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,32,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,33,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-58,34,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-58,35,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,36,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,37,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-58,38,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-58,39,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-58,40,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-59,5,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,6,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,7,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-59,8,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,9,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,10,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,11,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,12,5,2021,2021
