year_a,workbook_a,sheet_a,title_a,year_b,workbook_b,sheet_b,title_b,topic,similarity_score,manual_validation_required
2023,Statistical-Yearbook-2023.xlsx,5-2,"Permanent and Seasonal Health Facilities in Hajj Season, 1444H (2023G).",2024,Statistical-Yearbook-2024.xlsx,5-2,"Permanent and Seasonal Health Facilities in Hajj Season, 1445H (2024G).",Capacity | Activity,1.0,YES
2023,Statistical-Yearbook-2023.xlsx,5-3,Allied Health Personnel,2024,Statistical-Yearbook-2024.xlsx,5-3,Allied Health Personnel,Workforce,1.0,YES
2023,Statistical-Yearbook-2023.xlsx,5-4,*Given to all arrivalls coming from targeted Countries in Health Requirements and Recommendations,2024,Statistical-Yearbook-2024.xlsx,5-4,*Given to all arrivalls coming from targeted Countries in Health Requirements and Recommendations,Capacity | Activity,1.0,YES
2023,Statistical-Yearbook-2023.xlsx,5-5,Pilgrims' Visits to PHCs in the Last Five Years,2024,Statistical-Yearbook-2024.xlsx,5-5,Pilgrims' Visits to PHCs in the Last Five Years,Activity,1.0,YES
2023,Statistical-Yearbook-2023.xlsx,5-6,زيارات الحجاج لأقسام الطوارئ بالمستشفيات في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,5-6,زيارات الحجاج لأقسام الطوارئ بالمستشفيات في الأعوام الخمسة الأخيرة,Capacity | Activity,1.0,YES
2023,Statistical-Yearbook-2023.xlsx,5-7,زيارات الحجاج للعيادات الخارجية بالمستشفيات في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,5-7,زيارات الحجاج للعيادات الخارجية بالمستشفيات في الأعوام الخمسة الأخيرة,Capacity | Activity,1.0,YES
2023,Statistical-Yearbook-2023.xlsx,5-8,حالات التنويم من الحجاج بأقسام المستشفيات في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,5-8,حالات التنويم من الحجاج بأقسام المستشفيات في الأعوام الخمسة الأخيرة,Capacity | Activity,1.0,YES
2023,Statistical-Yearbook-2023.xlsx,5-12,Table 5-12,2024,Statistical-Yearbook-2024.xlsx,4-60,Table 4-60,Activity,1.0,YES
2023,Statistical-Yearbook-2023.xlsx,5-12,Table 5-12,2024,Statistical-Yearbook-2024.xlsx,4-64,Table 4-64,Activity,1.0,YES
2023,Statistical-Yearbook-2023.xlsx,5-12,Table 5-12,2024,Statistical-Yearbook-2024.xlsx,5-12,Table 5-12,Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,6,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,4-7,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الإدارية في الأعوام الخمسة الأخيرة,Capacity | Activity,0.941,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,4-7,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الإدارية في الأعوام الخمسة الأخيرة,Capacity | Activity,0.941,YES
2023,Statistical-Yearbook-2023.xlsx,6..,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,4-7,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الإدارية في الأعوام الخمسة الأخيرة,Capacity | Activity,0.941,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,32,"Cases of Malignant Tumours Registered at King Faisal Specialist Hospital and Research Center by Site and Sex, 2022G.",2024,Statistical-Yearbook-2024.xlsx,4-40,"Cases of Malignant Tumours Registered at King Faisal Specialist Hospital and Research Center by Site and Gender, 2024G.",Capacity,0.889,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,33,"Cases of Malignant Tumours Registered at King Faisal Specialist Hospital and Research Center by Site and Sex, 2021G.",2024,Statistical-Yearbook-2024.xlsx,4-40,"Cases of Malignant Tumours Registered at King Faisal Specialist Hospital and Research Center by Site and Gender, 2024G.",Capacity,0.889,YES
2023,Statistical-Yearbook-2023.xlsx,32.,"Cases of Malignant Tumours Registered at King Faisal Specialist Hospital and Research Center by Site and Sex, 2023G.",2024,Statistical-Yearbook-2024.xlsx,4-40,"Cases of Malignant Tumours Registered at King Faisal Specialist Hospital and Research Center by Site and Gender, 2024G.",Capacity,0.889,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,53,"Cases Referred to Social Service Departements at MOH Hospitals, According to Cause of Social Investigation and Sex, 2022G.",2024,Statistical-Yearbook-2024.xlsx,4-65,"Cases Referred to Social Service Departements at MOH Hospitals, According to Cause of Social Investigation and Gender, 2024G.",Capacity | Activity,0.882,YES
2023,Statistical-Yearbook-2023.xlsx,54,"Cases Referred to Social Service Departements at MOH Hospitals, According to Cause of Social Investigation and Sex, 2023G.",2024,Statistical-Yearbook-2024.xlsx,4-65,"Cases Referred to Social Service Departements at MOH Hospitals, According to Cause of Social Investigation and Gender, 2024G.",Capacity | Activity,0.882,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,20,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2022م.,2024,Statistical-Yearbook-2024.xlsx,4-24,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب التجمعات الصحية عام 2024م.,Capacity | Activity,0.867,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,20,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2021م.,2024,Statistical-Yearbook-2024.xlsx,4-24,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب التجمعات الصحية عام 2024م.,Capacity | Activity,0.867,YES
2023,Statistical-Yearbook-2023.xlsx,20.,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2023م.,2024,Statistical-Yearbook-2024.xlsx,4-24,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب التجمعات الصحية عام 2024م.,Capacity | Activity,0.867,YES
2022,2022-Chapter-I-Health-Indicators.xlsx,8,The indicators of previous years have been recalculated based on the adjustment of the population received from the General Authority for Statistics,2023,Statistical-Yearbook-2023.xlsx,4,The indicators of previous years have been recalculated in the statistical yearbook based on the adjustment of the population received from the General Authority for Statistics,Population,0.857,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-5,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2022G",2023,Statistical-Yearbook-2023.xlsx,10.,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2023G",Workforce | Activity,0.857,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-5,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2022G",2024,Statistical-Yearbook-2024.xlsx,2-23,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.857,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,8,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case, 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case , 2021G.",Capacity,0.857,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,41,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,43,"Laboratory investigations in MoH Hospitals by Health Region and Type of investigations, 2020G.",Capacity,0.857,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-5,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2021G",2023,Statistical-Yearbook-2023.xlsx,10.,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2023G",Workforce | Activity,0.857,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-5,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2021G",2024,Statistical-Yearbook-2024.xlsx,2-23,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.857,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case , 2021G.",2023,Statistical-Yearbook-2023.xlsx,8..,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case, 2023G.",Capacity,0.857,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,8,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case , 2021G.",2024,Statistical-Yearbook-2024.xlsx,4-9,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case, 2024G.",Capacity,0.857,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,43,"Laboratory investigations in MoH Hospitals by Health Region and Type of investigations, 2020G.",2023,Statistical-Yearbook-2023.xlsx,41.,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2023G.",Capacity,0.857,YES
2023,Statistical-Yearbook-2023.xlsx,5.,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-23,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.857,YES
2023,Statistical-Yearbook-2023.xlsx,10.,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-19,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2024G",Workforce | Activity,0.857,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.38,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-48,"Health Manpower in Private Health Facilities by Facility Classification, Gender and Nationality, 2024G.",Capacity | Workforce,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,3..,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,2..,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,21,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (100 سرير فأكثر) حسب المنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,23,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (50 سرير) حسب المنطقة الصحية عام 2021م.,Capacity,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,21,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (100 سرير فأكثر) حسب المنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,22.,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (50 سرير) حسب المنطقة الصحية عام 2023م.,Capacity,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,22,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (50 سرير) حسب المنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,22,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (100 سرير فأكثر) حسب المنطقة الصحية عام 2021م.,Capacity,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,22,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (50 سرير) حسب المنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,21.,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (100 سرير فأكثر) حسب المنطقة الصحية عام 2023م.,Capacity,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,29,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2022G.",2024,Statistical-Yearbook-2024.xlsx,4-36,"Surgical Interventions at MoH Hospitals by Health Clusters and Hospital Sections, 2024G.",Capacity | Activity,0.846,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.38,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2021G.",2024,Statistical-Yearbook-2024.xlsx,2-48,"Health Manpower in Private Health Facilities by Facility Classification, Gender and Nationality, 2024G.",Capacity | Workforce,0.846,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,3..,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.846,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,2..,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.846,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,22,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (100 سرير فأكثر) حسب المنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,22.,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (50 سرير) حسب المنطقة الصحية عام 2023م.,Capacity,0.846,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,23,بعض المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (50 سرير) حسب المنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,21.,المؤشرات المختارة عن خدمات مستشفيات وزارة الصحة (100 سرير فأكثر) حسب المنطقة الصحية عام 2023م.,Capacity,0.846,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,30,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2021G.",2024,Statistical-Yearbook-2024.xlsx,4-36,"Surgical Interventions at MoH Hospitals by Health Clusters and Hospital Sections, 2024G.",Capacity | Activity,0.846,YES
2023,Statistical-Yearbook-2023.xlsx,43,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-48,"Health Manpower in Private Health Facilities by Facility Classification, Gender and Nationality, 2024G.",Capacity | Workforce,0.846,YES
2023,Statistical-Yearbook-2023.xlsx,29.,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2023G.",2024,Statistical-Yearbook-2024.xlsx,4-36,"Surgical Interventions at MoH Hospitals by Health Clusters and Hospital Sections, 2024G.",Capacity | Activity,0.846,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,53,"Cases Referred to Social Service Departements at MOH Hospitals, According to Cause of Social Investigation and Sex, 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,55,"Cases Referred to Social Service Departements at MOH Hospitals , According to Cause of Social Investigation and Sex, 2021G.",Capacity | Activity,0.833,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,55,"Cases Referred to Social Service Departements at MOH Hospitals , According to Cause of Social Investigation and Sex, 2021G.",2023,Statistical-Yearbook-2023.xlsx,54,"Cases Referred to Social Service Departements at MOH Hospitals, According to Cause of Social Investigation and Sex, 2023G.",Capacity | Activity,0.833,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,55,عدد المستشفيات المنفذة لبرنامج الرعاية الصحية المنزلية بوزارة الصحة والعاملين وعدد المستفيدين حسب المنطقة الصحية لعام 2022م,2024,Statistical-Yearbook-2024.xlsx,4-67,عدد المستشفيات المنفذة لبرنامج الرعاية الصحية المنزلية بوزارة الصحة والعاملين وعدد المستفيدين حسب فروع الوزارة لعام 2024م,Capacity,0.824,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,57,عدد المستشفيات المنفذة لبرنامج الرعاية الصحية المنزلية بوزارة الصحة والعاملين وعدد المستفيدين حسب المنطقة الصحية لعام 2021م,2024,Statistical-Yearbook-2024.xlsx,4-67,عدد المستشفيات المنفذة لبرنامج الرعاية الصحية المنزلية بوزارة الصحة والعاملين وعدد المستفيدين حسب فروع الوزارة لعام 2024م,Capacity,0.824,YES
2023,Statistical-Yearbook-2023.xlsx,56,عدد المستشفيات المنفذة لبرنامج الرعاية الصحية المنزلية بوزارة الصحة والعاملين وعدد المستفيدين حسب المنطقة الصحية لعام 2023م,2024,Statistical-Yearbook-2024.xlsx,4-67,عدد المستشفيات المنفذة لبرنامج الرعاية الصحية المنزلية بوزارة الصحة والعاملين وعدد المستفيدين حسب فروع الوزارة لعام 2024م,Capacity,0.824,YES
2023,Statistical-Yearbook-2023.xlsx,8.,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-22,"Physicians and Dentists in the Private Sector by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.812,YES
2023,Statistical-Yearbook-2023.xlsx,9.,"Physicians and Dentists in the Private Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-21,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.812,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2022م,2024,Statistical-Yearbook-2024.xlsx,2-7,مستشفيات وزارة الصحة وعدد الأسرة حسب التجمعات الصحية والتخصص لعام 2024م,Capacity,0.8,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,2024,Statistical-Yearbook-2024.xlsx,2-7,مستشفيات وزارة الصحة وعدد الأسرة حسب التجمعات الصحية والتخصص لعام 2024م,Capacity,0.8,YES
2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,2024,Statistical-Yearbook-2024.xlsx,2-7,مستشفيات وزارة الصحة وعدد الأسرة حسب التجمعات الصحية والتخصص لعام 2024م,Capacity,0.8,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.29,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities by Health Region, 2022G.",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.29,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities,by Health Region, 2021G.",Capacity | Workforce,0.786,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.29,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities,by Health Region, 2021G.",2023,Statistical-Yearbook-2023.xlsx,34,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities by Health Region, 2023G.",Capacity | Workforce,0.786,YES
2022,2022-Chapter-I-Health-Indicators.xlsx,10,"Population by Nationality, Gender, and Age groups, 2022G",2024,Statistical-Yearbook-2024.xlsx,1-3,"Population by Nationality, Gender, and Age group, 2024G",Population,0.778,YES
2022,2022-Chapter-I-Health-Indicators.xlsx,10,"Population by Nationality, Gender, and Age groups, 2022G",2024,Statistical-Yearbook-2024.xlsx,1-4,"Population by Nationality, Gender, and Age group, 2023G",Population,0.778,YES
2021,Statistical-Yearbook-2021-Chapter-I-Health-Indicators.xlsx,11,"Population by Nationality, Gender, and Age groups, 2021G",2024,Statistical-Yearbook-2024.xlsx,1-3,"Population by Nationality, Gender, and Age group, 2024G",Population,0.778,YES
2021,Statistical-Yearbook-2021-Chapter-I-Health-Indicators.xlsx,11,"Population by Nationality, Gender, and Age groups, 2021G",2024,Statistical-Yearbook-2024.xlsx,1-4,"Population by Nationality, Gender, and Age group, 2023G",Population,0.778,YES
2023,Statistical-Yearbook-2023.xlsx,3,"Population by Nationality, Gender, and Age groups, 2022G",2024,Statistical-Yearbook-2024.xlsx,1-3,"Population by Nationality, Gender, and Age group, 2024G",Population,0.778,YES
2023,Statistical-Yearbook-2023.xlsx,3,"Population by Nationality, Gender, and Age groups, 2022G",2024,Statistical-Yearbook-2024.xlsx,1-4,"Population by Nationality, Gender, and Age group, 2023G",Population,0.778,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2022G",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.36,"Health Manpower in Private Sector Medical Complexes by Health Region,Category,Sex and Nationality, 2021G",Workforce,0.769,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,27,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery, 2022G",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,28,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery , 2021G",Capacity,0.769,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.36,"Health Manpower in Private Sector Medical Complexes by Health Region,Category,Sex and Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,39,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2023G",Workforce,0.769,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,28,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery , 2021G",2023,Statistical-Yearbook-2023.xlsx,27.,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery, 2023G",Capacity,0.769,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,55,"Cases Referred to Social Service Departements at MOH Hospitals , According to Cause of Social Investigation and Sex, 2021G.",2024,Statistical-Yearbook-2024.xlsx,4-65,"Cases Referred to Social Service Departements at MOH Hospitals, According to Cause of Social Investigation and Gender, 2024G.",Capacity | Activity,0.737,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.36,"Health Manpower in Private Sector Medical Complexes by Health Region, Category, Sex and Nationality, 2022G",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.36,"Health Manpower in Private Sector Medical Complexes by Health Region,Category,Sex and Nationality, 2021G",Workforce,0.733,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,41,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2022G.",2024,Statistical-Yearbook-2024.xlsx,4-51,"Laboratory Investigations at MoH Hospitals by Health Cluster and Type of Investigation, 2024G.",Capacity,0.733,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.36,"Health Manpower in Private Sector Medical Complexes by Health Region,Category,Sex and Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,41,"Health Manpower in Private Sector Medical Complexes by Health Region, Category, Sex and Nationality, 2023G",Workforce,0.733,YES
2023,Statistical-Yearbook-2023.xlsx,7.,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-22,"Physicians and Dentists in the Private Sector by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.733,YES
2023,Statistical-Yearbook-2023.xlsx,7.,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-23,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.733,YES
2023,Statistical-Yearbook-2023.xlsx,9.,"Physicians and Dentists in the Private Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-20,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.733,YES
2023,Statistical-Yearbook-2023.xlsx,10.,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-20,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.733,YES
2023,Statistical-Yearbook-2023.xlsx,41.,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2023G.",2024,Statistical-Yearbook-2024.xlsx,4-51,"Laboratory Investigations at MoH Hospitals by Health Cluster and Type of Investigation, 2024G.",Capacity,0.733,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-9,"Allied Health Personnel by Speciality, Nationality & Sex, 2022G",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-9,"Allied Health Personnel by Speciality , Nationality & Sex, 2021G",Activity,0.727,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-9,"Allied Health Personnel by Speciality, Nationality & Sex, 2022G",2024,Statistical-Yearbook-2024.xlsx,2-33,"MoH Allied Health Personnel by Speciality, Nationality & Gender, 2024G",Activity,0.727,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,14,"Complications of pregnancy and child birth, MOH Hospitals, 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,14,"Complications of pregnancy and child birth , MOH Hospitals, 2021G.",Capacity,0.727,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-9,"Allied Health Personnel by Speciality , Nationality & Sex, 2021G",2023,Statistical-Yearbook-2023.xlsx,14,"Allied Health Personnel by Speciality, Nationality & Sex, 2023G",Activity,0.727,YES
