year_a,workbook_a,sheet_a,title_a,year_b,workbook_b,sheet_b,title_b,topic,similarity_score,manual_validation_required
2022,2022-Chapter-II-Health-Resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2022م,2023,Statistical-Yearbook-2023.xlsx,20,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2023م,Capacity,0.385,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2022م,2023,Statistical-Yearbook-2023.xlsx,26.,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2023م.,Capacity,0.385,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-13,مستشفيات وزارة الصحة حسب السعة السريرية والمنطقة الصحية للعام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,Capacity,0.385,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-13,مستشفيات وزارة الصحة حسب السعة السريرية والمنطقة الصحية للعام 2022م,2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity,0.385,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-13,مستشفيات وزارة الصحة حسب السعة السريرية والمنطقة الصحية للعام 2022م,2024,Statistical-Yearbook-2024.xlsx,2-7,مستشفيات وزارة الصحة وعدد الأسرة حسب التجمعات الصحية والتخصص لعام 2024م,Capacity,0.385,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.15,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,Capacity,0.385,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.15,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022م,2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity,0.385,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,26,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2022م.,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,Capacity,0.385,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,26,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity,0.385,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,40,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity,0.385,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,40,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.385,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,2023,Statistical-Yearbook-2023.xlsx,40.,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2023م.,Capacity,0.385,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,2023,Statistical-Yearbook-2023.xlsx,18,مستشفيات وزارة الصحة حسب السعة السريرية والمنطقة الصحية للعام 2023م,Capacity,0.385,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,2023,Statistical-Yearbook-2023.xlsx,20,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2023م,Capacity,0.385,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,2023,Statistical-Yearbook-2023.xlsx,26.,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2023م.,Capacity,0.385,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-13,مستشفيات وزارة الصحة حسب السعة السريرية والمنطقة الصحية للعام 2021م,2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity,0.385,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-13,مستشفيات وزارة الصحة حسب السعة السريرية والمنطقة الصحية للعام 2021م,2024,Statistical-Yearbook-2024.xlsx,2-7,مستشفيات وزارة الصحة وعدد الأسرة حسب التجمعات الصحية والتخصص لعام 2024م,Capacity,0.385,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.15,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021م,2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity,0.385,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,27,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity,0.385,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,42,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.385,YES
2023,Statistical-Yearbook-2023.xlsx,18,مستشفيات وزارة الصحة حسب السعة السريرية والمنطقة الصحية للعام 2023م,2024,Statistical-Yearbook-2024.xlsx,2-7,مستشفيات وزارة الصحة وعدد الأسرة حسب التجمعات الصحية والتخصص لعام 2024م,Capacity,0.385,YES
2023,Statistical-Yearbook-2023.xlsx,5-5,Pilgrims' Visits to PHCs in the Last Five Years,2024,Statistical-Yearbook-2024.xlsx,3-20,"Environmental Health Activities, MOH in the last Five Years",Activity,0.385,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.17,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.35,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2021G",Capacity | Workforce,0.375,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.17,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",2023,Statistical-Yearbook-2023.xlsx,40,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2023G",Capacity | Workforce,0.375,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.20,مراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,2-6,المستشفيات والأسرة بوزارة الصحة حسب فروع ومكاتب وزارة الصحة في الأعوام الخمسة الأخيرة,Capacity,0.375,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.22,"Physicians and Dentists in MoH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-45,"Physicians in MoH Primary Health Care Centers by Main Specialities, Nationality and Gender in MoH Branches & Offices, 2024G.",Capacity | Workforce,0.375,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.25,"Hospital Beds in Other Governmental Sector by Speciality, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-11,"Hospital Beds at Private Sector by MoH Branches & Offices and Speciality, 2024G.",Capacity | Activity,0.375,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.35,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2022G",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.17,"Health Manpower in MOH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.375,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.35,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2022G",2023,Statistical-Yearbook-2023.xlsx,22,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.375,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.35,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2022G",2024,Statistical-Yearbook-2024.xlsx,2-40,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,19,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,20,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2021م.,Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,19,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,20.,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2023م.,Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,20,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2021م.,Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,20,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,19.,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2023م.,Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,27,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery, 2022G",2023,Statistical-Yearbook-2023.xlsx,42.,"Diagnostic Radiology Investigations at MoH Hospitals by Type of Investigation, 2023G.",Capacity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,27,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery, 2022G",2024,Statistical-Yearbook-2024.xlsx,4-53,"Diagnostic Radiology Investigations at MoH Hospitals by Type of Investigation, 2024G.",Capacity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,29,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2021G",Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,29,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2022G.",2023,Statistical-Yearbook-2023.xlsx,30.,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2023G",Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,29,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2022G.",2024,Statistical-Yearbook-2024.xlsx,4-37,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2024G",Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,30,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2022G",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,30,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2021G.",Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,30,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2022G",2023,Statistical-Yearbook-2023.xlsx,29.,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2023G.",Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,30,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2022G",2024,Statistical-Yearbook-2024.xlsx,4-36,"Surgical Interventions at MoH Hospitals by Health Clusters and Hospital Sections, 2024G.",Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,41,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-8,"MoH Hospitals by Health Clusters and Bed Capacity, 2024G",Capacity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,58,"Resources and Activities of Telemedicine at MoH by Health Regions, 2022G",2024,Statistical-Yearbook-2024.xlsx,4-6,"PHCs' Encounters and Outpatients of MoH Hospitals by Health Clusters, 2024G.",Capacity | Activity,0.375,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,58,"Resources and Activities of Telemedicine at MoH by Health Regions, 2022G",2024,Statistical-Yearbook-2024.xlsx,4-22,"Admissions at MoH Hospitals by Health Clusters, Gender and Nationality, 2024G.",Capacity | Activity,0.375,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.17,"Health Manpower in MOH Hospitals by Nationality, in the last Five Years",2023,Statistical-Yearbook-2023.xlsx,40,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2023G",Capacity | Workforce,0.375,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.20,مراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,2-6,المستشفيات والأسرة بوزارة الصحة حسب فروع ومكاتب وزارة الصحة في الأعوام الخمسة الأخيرة,Capacity,0.375,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.22,"Physicians and Dentists in MOH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-45,"Physicians in MoH Primary Health Care Centers by Main Specialities, Nationality and Gender in MoH Branches & Offices, 2024G.",Capacity | Workforce,0.375,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.25,"Hospital Beds in Other Governmental Sector by Speciality, 2021G.",2024,Statistical-Yearbook-2024.xlsx,2-11,"Hospital Beds at Private Sector by MoH Branches & Offices and Speciality, 2024G.",Capacity | Activity,0.375,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.35,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,22,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.375,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.35,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2021G",2024,Statistical-Yearbook-2024.xlsx,2-40,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.375,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,20.,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2023م.,Capacity | Activity,0.375,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,20,المرضى المنومون بمستشفيات الرعاية المديدة وأسرة الرعاية المديدة بالمستشفيات العامة بوزارة الصحة حسب المنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,19.,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2023م.,Capacity | Activity,0.375,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,30,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2021G.",2023,Statistical-Yearbook-2023.xlsx,30.,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2023G",Capacity | Activity,0.375,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,30,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2021G.",2024,Statistical-Yearbook-2024.xlsx,4-37,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2024G",Capacity | Activity,0.375,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2021G",2023,Statistical-Yearbook-2023.xlsx,29.,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2023G.",Capacity | Activity,0.375,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2021G",2024,Statistical-Yearbook-2024.xlsx,4-36,"Surgical Interventions at MoH Hospitals by Health Clusters and Hospital Sections, 2024G.",Capacity | Activity,0.375,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,43,"Laboratory investigations in MoH Hospitals by Health Region and Type of investigations, 2020G.",2024,Statistical-Yearbook-2024.xlsx,2-8,"MoH Hospitals by Health Clusters and Bed Capacity, 2024G",Capacity,0.375,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,60,"Resources and Activities of Telemedicine at MoH by Health Regions, 2021G",2024,Statistical-Yearbook-2024.xlsx,4-6,"PHCs' Encounters and Outpatients of MoH Hospitals by Health Clusters, 2024G.",Capacity | Activity,0.375,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,60,"Resources and Activities of Telemedicine at MoH by Health Regions, 2021G",2024,Statistical-Yearbook-2024.xlsx,4-22,"Admissions at MoH Hospitals by Health Clusters, Gender and Nationality, 2024G.",Capacity | Activity,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,25,مراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,2-6,المستشفيات والأسرة بوزارة الصحة حسب فروع ومكاتب وزارة الصحة في الأعوام الخمسة الأخيرة,Capacity,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,27,"Physicians and Dentists in MoH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-45,"Physicians in MoH Primary Health Care Centers by Main Specialities, Nationality and Gender in MoH Branches & Offices, 2024G.",Capacity | Workforce,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,30,"Hospital Beds in Other Governmental Sector by Speciality, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-11,"Hospital Beds at Private Sector by MoH Branches & Offices and Speciality, 2024G.",Capacity | Activity,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,40,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-40,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,27.,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery, 2023G",2024,Statistical-Yearbook-2024.xlsx,4-53,"Diagnostic Radiology Investigations at MoH Hospitals by Type of Investigation, 2024G.",Capacity,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,29.,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2023G.",2024,Statistical-Yearbook-2024.xlsx,4-37,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2024G",Capacity | Activity,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,30.,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2023G",2024,Statistical-Yearbook-2024.xlsx,4-36,"Surgical Interventions at MoH Hospitals by Health Clusters and Hospital Sections, 2024G.",Capacity | Activity,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,41.,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-8,"MoH Hospitals by Health Clusters and Bed Capacity, 2024G",Capacity,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,59,"Resources and Activities of Telemedicine at MoH by Health Regions, 2023G",2024,Statistical-Yearbook-2024.xlsx,4-6,"PHCs' Encounters and Outpatients of MoH Hospitals by Health Clusters, 2024G.",Capacity | Activity,0.375,YES
2023,Statistical-Yearbook-2023.xlsx,59,"Resources and Activities of Telemedicine at MoH by Health Regions, 2023G",2024,Statistical-Yearbook-2024.xlsx,4-22,"Admissions at MoH Hospitals by Health Clusters, Gender and Nationality, 2024G.",Capacity | Activity,0.375,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-8 ,Health Manpower in MoH by Nationality in the Last Five Years,2024,Statistical-Yearbook-2024.xlsx,2-26,"Health Manpower in the Private Sector by Category, Gender and Nationality in MoH Branches & Offices, 2024G",Workforce,0.368,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.31,"Hospital Beds at Private Sector by Health Region and Speciality , 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",Capacity | Activity,0.368,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2023,Statistical-Yearbook-2023.xlsx,7.,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2023G",Workforce | Activity,0.368,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-20,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.368,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",Capacity | Activity,0.368,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.31,"Hospital Beds at Private Sector by Health Region and Speciality , 2021G.",Capacity | Activity,0.368,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2021G.",Capacity | Activity,0.368,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,36,"Hospital Beds at Private Sector by Health Region and Speciality , 2023G.",Capacity | Activity,0.368,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,10..,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2023G.",Capacity | Activity,0.368,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-8 ,Health Manpower in MOH by Nationality in the Last Five Years,2024,Statistical-Yearbook-2024.xlsx,2-26,"Health Manpower in the Private Sector by Category, Gender and Nationality in MoH Branches & Offices, 2024G",Workforce,0.368,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",2023,Statistical-Yearbook-2023.xlsx,7.,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2023G",Workforce | Activity,0.368,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",2024,Statistical-Yearbook-2024.xlsx,2-20,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.368,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,36,"Hospital Beds at Private Sector by Health Region and Speciality , 2023G.",Capacity | Activity,0.368,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,10..,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2023G.",Capacity | Activity,0.368,YES
2023,Statistical-Yearbook-2023.xlsx,13.,Health Manpower in MoH by Nationality in the Last Five Years,2024,Statistical-Yearbook-2024.xlsx,2-26,"Health Manpower in the Private Sector by Category, Gender and Nationality in MoH Branches & Offices, 2024G",Workforce,0.368,YES
2023,Statistical-Yearbook-2023.xlsx,42,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-20,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.368,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-6,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,Capacity,0.364,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-6,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.15,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021م,Capacity,0.364,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-6,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2022م,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,27,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2021م.,Capacity,0.364,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-6,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2022م,2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity,0.364,YES
