workbook_name,sheet_name,row_number,column_number,keyword_group,matched_keyword,cell_value
2022-Chapter-IV-Health-Activities.xlsx,22,2,1,bed,bed,"Some Selected Indicators of MOH Hospital Services (50 beds) by Health Region, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,22,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,22,4,2,bed,أسرة,معدل إشغال الأسرة %
2022-Chapter-IV-Health-Activities.xlsx,22,4,6,bed,سرير,معدل دوران السرير / الشهر
2022-Chapter-IV-Health-Activities.xlsx,22,4,8,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,22,27,1,source,المصدر,المصدر: مركز الإحالات الطبية
2022-Chapter-IV-Health-Activities.xlsx,22,27,5,source,source,Source: MRC
2022-Chapter-IV-Health-Activities.xlsx,23,1,1,region,المنطقة,بعض المؤشرات المختارة عن خدمات مستشفيات الصحة النفسية والرعاية المديدة والتأهيل بوزارة الصحة حسب المنطقة الصحية عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,23,1,1,year,عام,بعض المؤشرات المختارة عن خدمات مستشفيات الصحة النفسية والرعاية المديدة والتأهيل بوزارة الصحة حسب المنطقة الصحية عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,23,2,1,region,region,"Some Selected Indicators of MOH Psychiatric, Long Term Care and Rehabilitation Hospitals by Health Region, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,23,2,1,hospital,hospital,"Some Selected Indicators of MOH Psychiatric, Long Term Care and Rehabilitation Hospitals by Health Region, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,23,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,23,4,2,bed,أسرة,معدل إشغال الأسرة %
2022-Chapter-IV-Health-Activities.xlsx,23,4,3,bed,سرير,معدل دوران السرير / الشهر
2022-Chapter-IV-Health-Activities.xlsx,23,4,5,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,23,27,1,source,المصدر,المصدر: مركز الإحالات الطبية
2022-Chapter-IV-Health-Activities.xlsx,23,27,3,source,source,Source: MRC
2022-Chapter-IV-Health-Activities.xlsx,24,2,1,hospital,hospital,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2022G"
2022-Chapter-IV-Health-Activities.xlsx,24,4,2,activity,التنويم,عدد حالات التنويم
2022-Chapter-IV-Health-Activities.xlsx,24,6,4,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,24,7,4,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,24,11,1,hospital,مستشفى,مستشفى الملك فيصل التخصصي ومركز الأبحاث
2022-Chapter-IV-Health-Activities.xlsx,24,11,6,hospital,hospital,King Faisal Specialist Hospital & R.C.
2022-Chapter-IV-Health-Activities.xlsx,24,12,6,hospital,hospital,Royal Commission Hospitals
2022-Chapter-IV-Health-Activities.xlsx,24,13,6,hospital,hospital,ARAMCO Hospitals
2022-Chapter-IV-Health-Activities.xlsx,24,15,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,24,15,6,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,4.22,1,1,region,المنطقة,المنومون بمستشفيات القطاع الخاص  حسب المنطقة الصحية والجنسية عام 2021م
2022-Chapter-IV-Health-Activities.xlsx,4.22,1,1,year,عام,المنومون بمستشفيات القطاع الخاص  حسب المنطقة الصحية والجنسية عام 2021م
2022-Chapter-IV-Health-Activities.xlsx,4.22,2,1,region,region,"Inpatients of the Private Sector  by Health Region and Nationality, 2021G"
2022-Chapter-IV-Health-Activities.xlsx,4.22,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,4.22,4,4,total,الإجمالي,الإجمالي
2022-Chapter-IV-Health-Activities.xlsx,4.22,4,5,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,4.22,25,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,4.22,25,5,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,25,2,1,year,year,"Inpatients in Health Sectors Hospitals, KSA in the last Five Years"
2022-Chapter-IV-Health-Activities.xlsx,25,2,1,hospital,hospital,"Inpatients in Health Sectors Hospitals, KSA in the last Five Years"
2022-Chapter-IV-Health-Activities.xlsx,25,4,2,year,عام,العام
2022-Chapter-IV-Health-Activities.xlsx,25,4,6,year,year,Year
2022-Chapter-IV-Health-Activities.xlsx,25,9,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,25,9,7,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,25,10,7,activity,admissions,Average no. of admissions per 100 persons
2022-Chapter-IV-Health-Activities.xlsx,26,1,1,region,المنطقة,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,26,1,1,year,عام,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,26,2,1,region,region,"Deliveries in MOH Hospitals by Health Region and Type of Delivery, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,26,2,1,hospital,hospital,"Deliveries in MOH Hospitals by Health Region and Type of Delivery, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,26,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,26,4,13,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,26,5,8,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,26,6,8,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,26,6,9,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,26,7,12,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,26,28,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,26,28,13,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,26,29,13,total,total,% of total  deliveries
2022-Chapter-IV-Health-Activities.xlsx,27,1,1,year,عام,الولادات بمستشفيات الجهات الحكومية الأخرى حسب نوع الولادة عام 2022م
2022-Chapter-IV-Health-Activities.xlsx,27,2,1,hospital,hospital,"Deliveries at Other Governmental Sector Hospitals by Type of Delivery, 2022G"
2022-Chapter-IV-Health-Activities.xlsx,27,5,8,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,27,6,8,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,27,6,9,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,27,7,12,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,27,11,1,hospital,مستشفى,مستشفى الملك فيصل التخصصي ومركز الأبحاث
2022-Chapter-IV-Health-Activities.xlsx,27,11,13,hospital,hospital,King Faisal Specialist HospitalR.C.
2022-Chapter-IV-Health-Activities.xlsx,27,12,13,hospital,hospital,Royal Commission Hospitals
2022-Chapter-IV-Health-Activities.xlsx,27,13,13,hospital,hospital,ARAMCO Hospitals
2022-Chapter-IV-Health-Activities.xlsx,27,15,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,27,15,13,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,27,16,13,total,total,% of total deliveries
2022-Chapter-IV-Health-Activities.xlsx,28,1,1,year,عام,المواليدالأحياء بالقطاع الخاص حسب الجنس عام 2022م
2022-Chapter-IV-Health-Activities.xlsx,28,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,28,4,5,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,28,7,4,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,28,28,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,28,28,5,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,28,29,5,total,total,% of total  deliveries
2022-Chapter-IV-Health-Activities.xlsx,29,1,1,region,المنطقة,التدخلات الجراحية بمستشفيات وزارة الصحة حسب المنطقة الصحية والقسم لعام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,29,1,1,year,عام,التدخلات الجراحية بمستشفيات وزارة الصحة حسب المنطقة الصحية والقسم لعام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,29,2,1,region,region,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,29,2,1,hospital,hospital,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,29,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,29,4,15,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,29,6,2,year,عام,جراحة عامة
2022-Chapter-IV-Health-Activities.xlsx,29,6,14,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,29,7,14,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,29,28,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,29,28,15,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,30,1,1,year,عام,التدخلات الجراحية بمستشفيات الجهات الحكومية الأخرى حسب القسم لعام 2022م
2022-Chapter-IV-Health-Activities.xlsx,30,2,1,hospital,hospital,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2022G"
2022-Chapter-IV-Health-Activities.xlsx,30,6,2,year,عام,جراحة عامة
2022-Chapter-IV-Health-Activities.xlsx,30,6,14,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,30,7,14,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,30,11,1,hospital,مستشفى,مستشفى الملك فيصل التخصصي ومركز الأبحاث
2022-Chapter-IV-Health-Activities.xlsx,30,11,15,hospital,hospital,King Faisal Specialist Hospital&R.C.
2022-Chapter-IV-Health-Activities.xlsx,30,12,15,hospital,hospital,Royal Commission Hospitals
2022-Chapter-IV-Health-Activities.xlsx,30,13,15,hospital,hospital,ARAMCO Hospitals
2022-Chapter-IV-Health-Activities.xlsx,30,16,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,30,16,15,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,4-32,1,1,region,المنطقة,التدخلات الجراحية بالقطاع الخاص حسب المنطقة الصحية والقسم لعام 2021م.
2022-Chapter-IV-Health-Activities.xlsx,4-32,1,1,year,عام,التدخلات الجراحية بالقطاع الخاص حسب المنطقة الصحية والقسم لعام 2021م.
2022-Chapter-IV-Health-Activities.xlsx,4-32,2,1,region,region,"Surgical Interventions in the Private Sector by Health Region and Hospital Sections, 2020G."
2022-Chapter-IV-Health-Activities.xlsx,4-32,2,1,hospital,hospital,"Surgical Interventions in the Private Sector by Health Region and Hospital Sections, 2020G."
2022-Chapter-IV-Health-Activities.xlsx,4-32,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,4-32,4,15,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,4-32,6,2,year,عام,جراحة عامة
2022-Chapter-IV-Health-Activities.xlsx,4-32,6,14,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,4-32,7,14,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,4-32,28,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,4-32,28,15,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,32ملغى,1,1,region,المنطقة,جراحات اليوم الواحد  بوزارة الصحة حسب المنطقة الصحية  لعام 2020م.
2022-Chapter-IV-Health-Activities.xlsx,32ملغى,1,1,year,عام,جراحات اليوم الواحد  بوزارة الصحة حسب المنطقة الصحية  لعام 2020م.
2022-Chapter-IV-Health-Activities.xlsx,32ملغى,2,1,region,region,"Day Surgery  by Health Region, MoH, 2020G."
2022-Chapter-IV-Health-Activities.xlsx,32ملغى,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,32ملغى,4,3,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,32ملغى,26,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,32ملغى,26,3,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,32ملغى,27,1,source,المصدر,المصدر: إدارة جراحات اليوم الواحد
2022-Chapter-IV-Health-Activities.xlsx,32ملغى,27,3,source,source,Source: Day Surgery Directorate
2022-Chapter-IV-Health-Activities.xlsx,31,1,1,hospital,مستشفى,الأنشطة والخدمات الرئيسية بمستشفى الملك خالد التخصصي للعيون بالرياض في الأعوام الخمسة الأخيرة
2022-Chapter-IV-Health-Activities.xlsx,31,1,1,activity,الأنشطة,الأنشطة والخدمات الرئيسية بمستشفى الملك خالد التخصصي للعيون بالرياض في الأعوام الخمسة الأخيرة
2022-Chapter-IV-Health-Activities.xlsx,31,2,1,year,year,"Main Activities and Services at King Khaled Eye Specialist Hospital, in the last Five Years"
2022-Chapter-IV-Health-Activities.xlsx,31,2,1,hospital,hospital,"Main Activities and Services at King Khaled Eye Specialist Hospital, in the last Five Years"
2022-Chapter-IV-Health-Activities.xlsx,31,2,1,activity,activities,"Main Activities and Services at King Khaled Eye Specialist Hospital, in the last Five Years"
2022-Chapter-IV-Health-Activities.xlsx,31,5,2,activity,الزيارات,عدد الزيارات الأولية
2022-Chapter-IV-Health-Activities.xlsx,31,9,2,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,31,9,8,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,31,14,2,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,31,14,8,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,31,15,8,activity,admissions,Admissions
2022-Chapter-IV-Health-Activities.xlsx,31,17,1,activity,العمليات,العمليات الجراحية
2022-Chapter-IV-Health-Activities.xlsx,32,1,1,year,عام,حالات الأورام الخبيثة التي سجلت بمستشفى الملك فيصل التخصصي ومركز الأبحاث حسب موضع الورم والجنس لعام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,32,1,1,hospital,مستشفى,حالات الأورام الخبيثة التي سجلت بمستشفى الملك فيصل التخصصي ومركز الأبحاث حسب موضع الورم والجنس لعام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,32,2,1,hospital,hospital,"Cases of Malignant Tumours Registered at King Faisal Specialist Hospital and Research Center by Site and Sex, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,32,24,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,32,24,14,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,32,25,1,source,المصدر,المصدر : مستشفى الملك فيصل التخصصي  ومركز الأبحاث
2022-Chapter-IV-Health-Activities.xlsx,32,25,1,hospital,مستشفى,المصدر : مستشفى الملك فيصل التخصصي  ومركز الأبحاث
2022-Chapter-IV-Health-Activities.xlsx,32,25,8,source,source,Source : King Faisal Specialist Hospital and Research Center
2022-Chapter-IV-Health-Activities.xlsx,32,25,8,hospital,hospital,Source : King Faisal Specialist Hospital and Research Center
2022-Chapter-IV-Health-Activities.xlsx,33,1,1,year,عام,حالات الأطفال بتشخيص الأورام المحولين الي مستشفى الملك فيصل التخصصي ومركز الأبحاث حسب موضع الورم عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,33,1,1,hospital,مستشفى,حالات الأطفال بتشخيص الأورام المحولين الي مستشفى الملك فيصل التخصصي ومركز الأبحاث حسب موضع الورم عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,33,2,1,hospital,hospital,"Cases of Tumours among Children Referred to King Faisal Specialist Hospital by Site, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,33,17,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,33,17,8,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,33,18,1,source,المصدر,المصدر : مستشفى الملك فيصل التخصصي  ومركز الابحاث
2022-Chapter-IV-Health-Activities.xlsx,33,18,1,hospital,مستشفى,المصدر : مستشفى الملك فيصل التخصصي  ومركز الابحاث
2022-Chapter-IV-Health-Activities.xlsx,33,18,5,source,source,Source : King Faisal Specialist Hospital and Research Center
2022-Chapter-IV-Health-Activities.xlsx,33,18,5,hospital,hospital,Source : King Faisal Specialist Hospital and Research Center
2022-Chapter-IV-Health-Activities.xlsx,34,1,1,year,عام,مراكز ومرضى الغسيل الكلوي حسب القطاعات الصحية عام 2021م.
2022-Chapter-IV-Health-Activities.xlsx,34,4,5,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,34,5,5,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,35,1,1,year,عام,مرضى التنقية الدموية حسب القطاعات الصحية والجنسية والجنس عام 2021م.
2022-Chapter-IV-Health-Activities.xlsx,35,7,7,hospital,hospital,M.o.H. Hospitals
2022-Chapter-IV-Health-Activities.xlsx,35,8,7,hospital,hospital,Other Governmental Sector Hospitals
2022-Chapter-IV-Health-Activities.xlsx,35,9,7,hospital,hospital,Private Sector Hospitals
2022-Chapter-IV-Health-Activities.xlsx,35,10,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,35,10,7,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,36,1,1,year,عام,عدد زيارات مراكز وأقسام التأهيل الطبي بوزارة الصحة عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,36,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,36,4,7,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,36,4,8,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,36,7,7,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,36,28,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,36,28,8,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,37,1,1,year,عام,زيارات ما بعد البتر لمراكز وأقسام التأهيل الطبي بوزارة الصحة حسب الجنس والجنسية وسبب الإصابة لعام  2022م.
2022-Chapter-IV-Health-Activities.xlsx,37,4,6,total,الإجمالي,الإجمالي
2022-Chapter-IV-Health-Activities.xlsx,37,5,6,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,37,12,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,37,12,7,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,38,1,1,year,عام,خدمات  التأهيل  بالجهات الحكومية الأخرى عام 2022م
2022-Chapter-IV-Health-Activities.xlsx,38,4,11,total,total,"اجمالي عدد الجلسات
Total Sessions"
2022-Chapter-IV-Health-Activities.xlsx,38,5,10,total,total,"المجموع
Total"
2022-Chapter-IV-Health-Activities.xlsx,38,9,1,hospital,مستشفى,مستشفى الملك فيصل التخصصي ومركز الأبحاث
2022-Chapter-IV-Health-Activities.xlsx,38,9,12,hospital,hospital,King Faisal Specialist Hospital
2022-Chapter-IV-Health-Activities.xlsx,38,10,12,hospital,hospital,Royal Commission Hospitals
2022-Chapter-IV-Health-Activities.xlsx,38,11,12,hospital,hospital,ARAMCO Hospitals
2022-Chapter-IV-Health-Activities.xlsx,38,15,12,source,source,Ministry of Human Resources and Social Development
2022-Chapter-IV-Health-Activities.xlsx,38,16,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,38,16,12,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,39,1,1,year,عام,خدمات مركز رعاية وتأهيل الأطفال ذوي الإعاقة حسب العمر خلال عام 2022
2022-Chapter-IV-Health-Activities.xlsx,39,4,1,year,السنة,فئة العمر (بالسنة)
2022-Chapter-IV-Health-Activities.xlsx,39,6,13,nurse,تمريض,تمريض
2022-Chapter-IV-Health-Activities.xlsx,39,6,15,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,39,7,1,year,year,Age group (year)
2022-Chapter-IV-Health-Activities.xlsx,39,7,15,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,39,20,1,total,total,المجموع    Total
2022-Chapter-IV-Health-Activities.xlsx,39,22,1,source,المصدر,المصدر : الجمعية السعودية الخيرية لرعاية الأطفال المعوقين
2022-Chapter-IV-Health-Activities.xlsx,39,22,8,source,source,Source: Saudi Society of Caring Handicapped Children
2022-Chapter-IV-Health-Activities.xlsx,40,1,1,region,المنطقة,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,40,1,1,year,عام,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,40,2,1,region,region,"Laboratory Investigations and Radiology patients at MoH Hospitals by Health Region, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,40,2,1,hospital,hospital,"Laboratory Investigations and Radiology patients at MoH Hospitals by Health Region, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,40,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,40,4,4,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,40,26,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,40,26,4,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,41,1,1,region,المنطقة,الفحوص المخبرية بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الفحص لعام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,41,1,1,year,عام,الفحوص المخبرية بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الفحص لعام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,41,2,1,region,region,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,41,2,1,hospital,hospital,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,41,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,41,4,19,total,total,"الإجمالي
Total"
2022-Chapter-IV-Health-Activities.xlsx,41,4,20,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,41,28,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,41,28,20,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,42,2,1,year,year,"Laboratory Investigations and Number of  Radiology & Physiotherapy patients at MoH Facilities, in the last Five Years"
2022-Chapter-IV-Health-Activities.xlsx,42,4,1,activity,النشاط,النشاط
2022-Chapter-IV-Health-Activities.xlsx,42,4,7,activity,activity,Activity
2022-Chapter-IV-Health-Activities.xlsx,43,1,1,year,عام,الفحوص المخبرية والشعاعية بالجهات الحكومية الأخرى عام 2022م
2022-Chapter-IV-Health-Activities.xlsx,43,9,1,hospital,مستشفى,مستشفى الملك فيصل التخصصي ومركز الأبحاث
2022-Chapter-IV-Health-Activities.xlsx,43,9,4,hospital,hospital,King Faisal Specialist Hospital
2022-Chapter-IV-Health-Activities.xlsx,43,10,4,hospital,hospital,Royal Commission Hospitals
2022-Chapter-IV-Health-Activities.xlsx,43,11,4,hospital,hospital,ARAMCO Hospitals
2022-Chapter-IV-Health-Activities.xlsx,43,14,1,year,عام,المؤسسة العامة لتحلية المياه المالحة
2022-Chapter-IV-Health-Activities.xlsx,43,15,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,43,15,4,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,4.50,1,1,region,المنطقة,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بالقطاع الخاص حسب المنطقة الصحية عام 2021م.
2022-Chapter-IV-Health-Activities.xlsx,4.50,1,1,year,عام,الفحوص المخبرية وعدد مرضى الفحوص الشعاعية بالقطاع الخاص حسب المنطقة الصحية عام 2021م.
2022-Chapter-IV-Health-Activities.xlsx,4.50,2,1,region,region,"Laboratory Investigations and Radiology patients in the Private Sector by Health Region, 2021G."
2022-Chapter-IV-Health-Activities.xlsx,4.50,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,4.50,4,4,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,4.50,26,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,4.50,26,4,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,44,1,1,region,المنطقة,أعداد العينات والاختبارات التي أجريت بمراكز مراقبة السموم والكيمياء الطبية الشرعية بوزارة الصحة  حسب المنطقة الصحية لعام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,44,1,1,year,عام,أعداد العينات والاختبارات التي أجريت بمراكز مراقبة السموم والكيمياء الطبية الشرعية بوزارة الصحة  حسب المنطقة الصحية لعام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,44,2,1,region,region,"Number of Samples and Tests Conducted at MoH Poison Control and Forensic Chemistry Centers, by Health Region, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,44,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,44,4,7,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,44,5,5,total,total,Total No. of Samples
2022-Chapter-IV-Health-Activities.xlsx,44,16,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,44,16,7,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,45,1,1,region,المنطقة,أنشطة بنوك الدم بوزارة الصحة حسب المنطقة الصحية عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,45,1,1,year,عام,أنشطة بنوك الدم بوزارة الصحة حسب المنطقة الصحية عام 2022م.
2022-Chapter-IV-Health-Activities.xlsx,45,2,1,region,region,"Activities at MoH Blood Banks by Health Region, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,45,2,1,activity,activities,"Activities at MoH Blood Banks by Health Region, 2022G."
2022-Chapter-IV-Health-Activities.xlsx,45,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-IV-Health-Activities.xlsx,45,4,5,region,region,Health Region
2022-Chapter-IV-Health-Activities.xlsx,45,5,2,total,total,Total investigations
2022-Chapter-IV-Health-Activities.xlsx,45,26,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,45,26,5,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,46,2,1,year,year,Activities at MoH Blood Banks in the last Five Years
2022-Chapter-IV-Health-Activities.xlsx,46,2,1,activity,activities,Activities at MoH Blood Banks in the last Five Years
2022-Chapter-IV-Health-Activities.xlsx,46,4,1,activity,النشاط,النشاط
2022-Chapter-IV-Health-Activities.xlsx,46,4,7,activity,activity,Activity
2022-Chapter-IV-Health-Activities.xlsx,47,1,1,year,عام,أنشطة بنوك الدم بالجهات الحكومية الأخرى لعام 2022م
2022-Chapter-IV-Health-Activities.xlsx,47,2,1,activity,activities,"Activities of Blood Banks at  Other Governmental Sector, 2022G"
2022-Chapter-IV-Health-Activities.xlsx,47,9,1,hospital,مستشفى,مستشفى الملك فيصل التخصصي ومركز الأبحاث
2022-Chapter-IV-Health-Activities.xlsx,47,9,6,hospital,hospital,King Faisal Specialist Hospital
2022-Chapter-IV-Health-Activities.xlsx,47,10,6,hospital,hospital,Royal Commission Hospitals
2022-Chapter-IV-Health-Activities.xlsx,47,11,6,hospital,hospital,ARAMCO Hospitals
2022-Chapter-IV-Health-Activities.xlsx,47,13,1,total,المجموع,المجموع
2022-Chapter-IV-Health-Activities.xlsx,47,13,6,total,total,Total
2022-Chapter-IV-Health-Activities.xlsx,48,1,1,region,المنطقة,الحالات المعروضة على مراكز الطب الشرعي بوزارة الصحة حسب المنطقة الصحية وطبيعة الفحص الطبي الشرعي لعام 2022
