workbook_name,sheet_name,row_number,column_number,keyword_group,matched_keyword,cell_value
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,3,2,population,السكان,المؤشرات السكانية
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,10,2,year,year,"Health Resources Indicators (per 10,000 population) in the Last Five Years."
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,10,2,source,source,"Health Resources Indicators (per 10,000 population) in the Last Five Years."
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,10,2,population,population,"Health Resources Indicators (per 10,000 population) in the Last Five Years."
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,11,2,region,المنطقة,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022 م.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,11,2,year,عام,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022 م.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,12,2,region,region,"Selected Indicators of Available Resources at MoH Hospitals by Health Region, 2022G"
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,12,2,source,source,"Selected Indicators of Available Resources at MoH Hospitals by Health Region, 2022G"
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,12,2,hospital,hospital,"Selected Indicators of Available Resources at MoH Hospitals by Health Region, 2022G"
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,14,2,year,year,Basic Immunization Coverage (%) in the Last Five Years.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,15,2,population,السكان,معدلات الإصابة لبعض الأمراض المستهدفة بالتحصين (لكل مائة ألف من السكان) في الأعوام الخمسة الأخيرة.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,16,2,year,year,"Incidence Rate of Some Immunization Targeted Diseases (per 100,000 population) in the Last Five Years."
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,16,2,population,population,"Incidence Rate of Some Immunization Targeted Diseases (per 100,000 population) in the Last Five Years."
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,18,2,year,year,Injuries and Deaths  from Road Traffic Accidents (RTA) in the Last Ten Years
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,21,2,year,عام,السكان حسب الجنسية والجنس والفئات العمرية لعام 2022م
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,21,2,population,السكان,السكان حسب الجنسية والجنس والفئات العمرية لعام 2022م
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,22,2,population,population,"Population by Nationality, Gender, and Age groups, 2022G"
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,23,2,region,المناطق,عدد السكان بالمناطق الصحية حسب الجنسية لعام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,23,2,year,عام,عدد السكان بالمناطق الصحية حسب الجنسية لعام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,23,2,population,السكان,عدد السكان بالمناطق الصحية حسب الجنسية لعام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,24,2,region,region,"Population By Health Regions and Nationality, 2022G."
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,24,2,population,population,"Population By Health Regions and Nationality, 2022G."
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,25,2,region,المناطق,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,25,2,year,عام,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,25,2,population,السكان,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,26,2,region,region,"Estimated (2010-2021G) Population By Administrative Regions, Based on  (2022G) Census."
2022-Chapter-I-Health-Indicators.xlsx,فهرس الباب الأول,26,2,population,population,"Estimated (2010-2021G) Population By Administrative Regions, Based on  (2022G) Census."
2022-Chapter-I-Health-Indicators.xlsx,1,3,1,population,السكان,المؤشرات السكانية
2022-Chapter-I-Health-Indicators.xlsx,1,6,3,year,year,"العام
Year"
2022-Chapter-I-Health-Indicators.xlsx,1,7,1,population,السكان,إجمالي عدد السكان
2022-Chapter-I-Health-Indicators.xlsx,1,7,4,total,total,Total Population Size
2022-Chapter-I-Health-Indicators.xlsx,1,7,4,population,population,Total Population Size
2022-Chapter-I-Health-Indicators.xlsx,1,8,1,population,السكان,عدد السكان الذكور
2022-Chapter-I-Health-Indicators.xlsx,1,8,4,population,population,Male Population
2022-Chapter-I-Health-Indicators.xlsx,1,9,1,population,السكان,عدد السكان الإناث
2022-Chapter-I-Health-Indicators.xlsx,1,9,4,population,population,Female Population
2022-Chapter-I-Health-Indicators.xlsx,1,10,4,population,population,Crude Birth Rate /1000 Population
2022-Chapter-I-Health-Indicators.xlsx,1,11,4,population,population,Annual Population Growth Rate (%)
2022-Chapter-I-Health-Indicators.xlsx,1,12,4,year,year,% Population Under 5 Years
2022-Chapter-I-Health-Indicators.xlsx,1,12,4,population,population,% Population Under 5 Years
2022-Chapter-I-Health-Indicators.xlsx,1,13,4,year,year,% Population Under 15 Years
2022-Chapter-I-Health-Indicators.xlsx,1,13,4,population,population,% Population Under 15 Years
2022-Chapter-I-Health-Indicators.xlsx,1,14,4,year,year,% Population 15- 64 Years
2022-Chapter-I-Health-Indicators.xlsx,1,14,4,population,population,% Population 15- 64 Years
2022-Chapter-I-Health-Indicators.xlsx,1,15,4,year,year,% Population 65+ Years
2022-Chapter-I-Health-Indicators.xlsx,1,15,4,population,population,% Population 65+ Years
2022-Chapter-I-Health-Indicators.xlsx,1,16,4,total,total,Total Fertility Rate
2022-Chapter-I-Health-Indicators.xlsx,1,21,1,year,عام,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,1,21,1,source,المصدر,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,1,21,3,source,source,Source:General Authority for Statistics
2022-Chapter-I-Health-Indicators.xlsx,2,5,4,population,population,Crude Death Rate /1000 Population
2022-Chapter-I-Health-Indicators.xlsx,3,4,1,total,الإجمالي,نصيب الفرد  من الناتج  المحلي الإجمالي بالدولار الأمريكي
2022-Chapter-I-Health-Indicators.xlsx,3,6,1,year,عام,العام
2022-Chapter-I-Health-Indicators.xlsx,3,6,2,total,الإجمالي,نصيب الفرد  من الناتج  المحلي الإجمالي بالدولار الأمريكي
2022-Chapter-I-Health-Indicators.xlsx,3,7,1,year,year,Year
2022-Chapter-I-Health-Indicators.xlsx,3,21,1,year,عام,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,3,21,1,source,المصدر,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,3,21,2,source,source,Source:General Authority for Statistics
2022-Chapter-I-Health-Indicators.xlsx,4,2,1,year,year,"Health Resources Indicators (per 10,000 population) in the Last Five Years"
2022-Chapter-I-Health-Indicators.xlsx,4,2,1,source,source,"Health Resources Indicators (per 10,000 population) in the Last Five Years"
2022-Chapter-I-Health-Indicators.xlsx,4,2,1,population,population,"Health Resources Indicators (per 10,000 population) in the Last Five Years"
2022-Chapter-I-Health-Indicators.xlsx,4,5,1,physician,أطباء,الأطبـــــاء (شاملا أطباء الأسنان)
2022-Chapter-I-Health-Indicators.xlsx,4,5,7,physician,physician,Physicians (including Dentists)
2022-Chapter-I-Health-Indicators.xlsx,4,6,1,physician,أطباء,الأطباء البشريون
2022-Chapter-I-Health-Indicators.xlsx,4,6,7,physician,physician,Physicians
2022-Chapter-I-Health-Indicators.xlsx,4,7,1,physician,أطباء,أطباء الأسنان
2022-Chapter-I-Health-Indicators.xlsx,4,9,1,nurse,تمريض,التمريض (شاملا القابلات)
2022-Chapter-I-Health-Indicators.xlsx,4,9,7,nurse,nurse,Nurses (including midwives)
2022-Chapter-I-Health-Indicators.xlsx,4,10,1,nurse,تمريض,التمريض
2022-Chapter-I-Health-Indicators.xlsx,4,10,7,nurse,nurse,Nurses
2022-Chapter-I-Health-Indicators.xlsx,4,14,1,hospital,المستشفيات,أسرة المستشفيات  بالمملكة (كل القطاعات)
2022-Chapter-I-Health-Indicators.xlsx,4,14,1,bed,أسرة,أسرة المستشفيات  بالمملكة (كل القطاعات)
2022-Chapter-I-Health-Indicators.xlsx,4,14,7,hospital,hospital,"Hospital Beds (All Sectors), KSA"
2022-Chapter-I-Health-Indicators.xlsx,4,14,7,bed,bed,"Hospital Beds (All Sectors), KSA"
2022-Chapter-I-Health-Indicators.xlsx,4,15,1,bed,أسرة,أسرة مستشفيات  وزارة الصحة
2022-Chapter-I-Health-Indicators.xlsx,4,15,7,hospital,hospital,MoH Hospital Beds
2022-Chapter-I-Health-Indicators.xlsx,4,15,7,bed,bed,MoH Hospital Beds
2022-Chapter-I-Health-Indicators.xlsx,4,16,1,bed,أسرة,أسرة مستشفيات  الجهات الحكومية الأخرى
2022-Chapter-I-Health-Indicators.xlsx,4,16,7,hospital,hospital,Other Governmental Sector Hospital Beds
2022-Chapter-I-Health-Indicators.xlsx,4,16,7,bed,bed,Other Governmental Sector Hospital Beds
2022-Chapter-I-Health-Indicators.xlsx,4,17,1,bed,أسرة,أسرة مستشفيات القطاع الخاص
2022-Chapter-I-Health-Indicators.xlsx,4,17,7,hospital,hospital,Private Sector Hospital Beds
2022-Chapter-I-Health-Indicators.xlsx,4,17,7,bed,bed,Private Sector Hospital Beds
2022-Chapter-I-Health-Indicators.xlsx,5,1,1,region,المنطقة,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022 م
2022-Chapter-I-Health-Indicators.xlsx,5,1,1,year,عام,مؤشرات مختارة عن الموارد المتاحة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022 م
2022-Chapter-I-Health-Indicators.xlsx,5,2,1,region,region,"Selected Indicators of Available Resources at MoH Hospitals by Health Region, 2022G"
2022-Chapter-I-Health-Indicators.xlsx,5,2,1,source,source,"Selected Indicators of Available Resources at MoH Hospitals by Health Region, 2022G"
2022-Chapter-I-Health-Indicators.xlsx,5,2,1,hospital,hospital,"Selected Indicators of Available Resources at MoH Hospitals by Health Region, 2022G"
2022-Chapter-I-Health-Indicators.xlsx,5,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-I-Health-Indicators.xlsx,5,4,2,bed,bed,"عدد الأسرة
No. of Beds"
2022-Chapter-I-Health-Indicators.xlsx,5,4,3,physician,physician,"عدد الأطباء
No. of Physicians"
2022-Chapter-I-Health-Indicators.xlsx,5,4,4,bed,bed,"الأطباء لكل مائة سرير
Physicians/100 beds"
2022-Chapter-I-Health-Indicators.xlsx,5,4,4,physician,physician,"الأطباء لكل مائة سرير
Physicians/100 beds"
2022-Chapter-I-Health-Indicators.xlsx,5,4,5,nurse,nurse,"عدد التمريض شاملا القابلات
 No. of Nurses  including midwives"
2022-Chapter-I-Health-Indicators.xlsx,5,4,6,bed,bed,"التمريض لكل مائة سرير
Nurses/100 beds"
2022-Chapter-I-Health-Indicators.xlsx,5,4,6,nurse,nurse,"التمريض لكل مائة سرير
Nurses/100 beds"
2022-Chapter-I-Health-Indicators.xlsx,5,4,7,physician,physician,"التمريض لكل مائة طبيب
Nurses/ 100 physicians"
2022-Chapter-I-Health-Indicators.xlsx,5,4,7,nurse,nurse,"التمريض لكل مائة طبيب
Nurses/ 100 physicians"
2022-Chapter-I-Health-Indicators.xlsx,5,4,8,region,region,Health Region
2022-Chapter-I-Health-Indicators.xlsx,6,2,1,year,year,Basic Immunization Coverage (%) in the Last Five Years
2022-Chapter-I-Health-Indicators.xlsx,7,1,1,population,السكان,معدلات الإصابة لبعض الأمراض المستهدفة بالتحصين (لكل مائة ألف من السكان) في الأعوام الخمسة الأخيرة
2022-Chapter-I-Health-Indicators.xlsx,7,2,1,year,year,"Incidence Rate of Some Immunization Targeted Diseases (per 100,000 population) in the Last Five Years"
2022-Chapter-I-Health-Indicators.xlsx,7,2,1,population,population,"Incidence Rate of Some Immunization Targeted Diseases (per 100,000 population) in the Last Five Years"
2022-Chapter-I-Health-Indicators.xlsx,8,2,1,year,year,Injuries and Deaths  from Road Traffic Accidents (RTA) in the Last Ten Years
2022-Chapter-I-Health-Indicators.xlsx,8,4,1,year,عام,العام
2022-Chapter-I-Health-Indicators.xlsx,8,4,4,population,السكان,عدد السكان
2022-Chapter-I-Health-Indicators.xlsx,8,5,1,year,year,Year
2022-Chapter-I-Health-Indicators.xlsx,8,5,4,population,population,Population Size
2022-Chapter-I-Health-Indicators.xlsx,8,5,5,population,population,"Injuries per 100,000 Population"
2022-Chapter-I-Health-Indicators.xlsx,8,5,6,population,population,"Deaths per 100,000 Population"
2022-Chapter-I-Health-Indicators.xlsx,8,16,1,source,المصدر,المصدر: اللجنة الوزارية للسلامة المرورية
2022-Chapter-I-Health-Indicators.xlsx,8,16,6,source,source,Source: The Ministerial Committee of Traffic Safety
2022-Chapter-I-Health-Indicators.xlsx,8,19,1,year,عام,تم إعادة حساب مؤشرات الأعوام السابقة  بناء على تعديل أعداد السكان الواردة من الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,8,19,1,population,السكان,تم إعادة حساب مؤشرات الأعوام السابقة  بناء على تعديل أعداد السكان الواردة من الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,8,20,1,year,year,The indicators of previous years have been recalculated based on the adjustment of the population received from the General Authority for Statistics
2022-Chapter-I-Health-Indicators.xlsx,8,20,1,population,population,The indicators of previous years have been recalculated based on the adjustment of the population received from the General Authority for Statistics
2022-Chapter-I-Health-Indicators.xlsx,9,4,2,year,السنة,آخر قيمة متوفرة للمؤشر والسنة
2022-Chapter-I-Health-Indicators.xlsx,9,5,2,year,year,Most recent avialable Indicator value and Year
2022-Chapter-I-Health-Indicators.xlsx,9,6,3,year,year,"العام
Year"
2022-Chapter-I-Health-Indicators.xlsx,9,8,1,population,السكان,"3-3-1 عدد الإصـــــابات الجديدة بفيروس نقص المناعة البشـــــرية لكل 1,000 شــــخص غير مصـــاب من الســـكان بحســـب الجنس والعمر والفئات الرئيسية من السكان"
2022-Chapter-I-Health-Indicators.xlsx,9,8,12,population,population,"3.3.1 Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations"
2022-Chapter-I-Health-Indicators.xlsx,9,9,12,population,population,"3.3.3 Malaria incidence per 1,000 population"
2022-Chapter-I-Health-Indicators.xlsx,9,11,1,bed,أسرة,٣-٧-١ نسبة النساء اللاتي في سن الإنجاب (15-49 سنة) واللاتي لُبّيت حاجتُهن إلى تنظيم الأسرة بطرق حديثة(%)
2022-Chapter-I-Health-Indicators.xlsx,9,11,12,year,year,3.7.1 Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods (%)
2022-Chapter-I-Health-Indicators.xlsx,9,12,1,population,السكان,٣-٨-١ نسبة السكان المستهدفين المشمولين بالخدمات الصحية الأساسية (%)
2022-Chapter-I-Health-Indicators.xlsx,9,13,1,population,السكان,"٣-٩-٣ معدل الوفيات المنسوب إلى التسمم غير المتعمد لكل 100,000 من السكان"
2022-Chapter-I-Health-Indicators.xlsx,9,13,12,population,population,3.9.3 Mortality rate attributed to unintentional poisoning 100 000 population
2022-Chapter-I-Health-Indicators.xlsx,9,14,12,year,year,3.a.1 Age-standardized prevalence of current tobacco use among persons aged 15 years and older
2022-Chapter-I-Health-Indicators.xlsx,9,16,12,year,year,2.2.1 Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age (%)
2022-Chapter-I-Health-Indicators.xlsx,9,17,12,year,year,"2.2.2.a : Prevalence of malnutrition : Wasting  (weight for height :  <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, (%)"
2022-Chapter-I-Health-Indicators.xlsx,9,18,12,year,year,"2.2.2.b:  Prevalence of malnutrition : Overweight  (weight for height :  >+2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age,  (%)"
2022-Chapter-I-Health-Indicators.xlsx,9,19,12,year,year,"Prevalence of malnutrition : Obesity  (weight for height :  >+3 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age,  (%)"
2022-Chapter-I-Health-Indicators.xlsx,10,1,1,year,عام,السكان حسب الجنسية والجنس والفئات العمرية لعام 2022م
2022-Chapter-I-Health-Indicators.xlsx,10,1,1,population,السكان,السكان حسب الجنسية والجنس والفئات العمرية لعام 2022م
2022-Chapter-I-Health-Indicators.xlsx,10,2,1,population,population,"Population by Nationality, Gender, and Age groups, 2022G"
2022-Chapter-I-Health-Indicators.xlsx,10,4,8,total,total,جملة السكان     Total Population
2022-Chapter-I-Health-Indicators.xlsx,10,4,8,population,population,جملة السكان     Total Population
2022-Chapter-I-Health-Indicators.xlsx,10,5,4,total,total,جملة    Total
2022-Chapter-I-Health-Indicators.xlsx,10,5,7,total,total,جملة    Total
2022-Chapter-I-Health-Indicators.xlsx,10,5,10,total,total,جملة    Total
2022-Chapter-I-Health-Indicators.xlsx,10,23,1,total,total,جملة               Total
2022-Chapter-I-Health-Indicators.xlsx,10,24,1,year,عام,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,10,24,1,source,المصدر,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,10,24,5,source,source,Source:General Authority for Statistics
2022-Chapter-I-Health-Indicators.xlsx,11,1,1,region,المناطق,عدد السكان بالمناطق الصحية حسب الجنسية لعام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,11,1,1,year,عام,عدد السكان بالمناطق الصحية حسب الجنسية لعام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,11,1,1,population,السكان,عدد السكان بالمناطق الصحية حسب الجنسية لعام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,11,2,1,region,region,"Population By Health Regions and Nationality, 2022G."
2022-Chapter-I-Health-Indicators.xlsx,11,2,1,population,population,"Population By Health Regions and Nationality, 2022G."
2022-Chapter-I-Health-Indicators.xlsx,11,4,1,region,المنطقة,المنطقة الصحية
2022-Chapter-I-Health-Indicators.xlsx,11,4,4,total,total,"المجموع 
 Total"
2022-Chapter-I-Health-Indicators.xlsx,11,4,5,region,region,Health Region
2022-Chapter-I-Health-Indicators.xlsx,11,26,1,total,المجموع,المجموع
2022-Chapter-I-Health-Indicators.xlsx,11,26,5,total,total,Total
2022-Chapter-I-Health-Indicators.xlsx,11,27,1,year,عام,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,11,27,1,source,المصدر,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,11,27,3,source,source,Source: General Authority for Statistics.
2022-Chapter-I-Health-Indicators.xlsx,12,1,1,region,المناطق,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,12,1,1,year,عام,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,12,1,1,population,السكان,تقديرات عدد السكان بالمناطق الإدارية للأعوام 2010-2021  بناء على تعداد عام 2022م.
2022-Chapter-I-Health-Indicators.xlsx,12,2,1,region,region,"Estimated (2010-2021G) Population By Administrative Regions, Based on  (2022G) Census."
2022-Chapter-I-Health-Indicators.xlsx,12,2,1,population,population,"Estimated (2010-2021G) Population By Administrative Regions, Based on  (2022G) Census."
2022-Chapter-I-Health-Indicators.xlsx,12,4,1,region,المنطقة,المنطقة الإدارية
2022-Chapter-I-Health-Indicators.xlsx,12,4,15,region,region,Administrative Region
2022-Chapter-I-Health-Indicators.xlsx,12,9,1,region,المنطقة,المنطقة الشرقية
2022-Chapter-I-Health-Indicators.xlsx,12,18,1,total,الإجمالي,الإجمالي
2022-Chapter-I-Health-Indicators.xlsx,12,18,15,total,total,Total
2022-Chapter-I-Health-Indicators.xlsx,12,19,1,year,عام,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,12,19,1,source,المصدر,المصدر : الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,12,19,13,source,source,Source: General Authority for Statistics.
2022-Chapter-I-Health-Indicators.xlsx,12,20,1,year,عام,تم إعادة حساب مؤشرات الأعوام السابقة بالكتاب الإحصائي السنوي بناء على تعديل أعداد السكان الواردة من الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,12,20,1,population,السكان,تم إعادة حساب مؤشرات الأعوام السابقة بالكتاب الإحصائي السنوي بناء على تعديل أعداد السكان الواردة من الهيئة العامة للإحصاء
2022-Chapter-I-Health-Indicators.xlsx,12,20,9,year,year,The indicators of previous years have been recalculated in the statistical yearbook based on the adjustment of the population received from the General Authority for Statistics
2022-Chapter-I-Health-Indicators.xlsx,12,20,9,population,population,The indicators of previous years have been recalculated in the statistical yearbook based on the adjustment of the population received from the General Authority for Statistics
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,2,2,source,source,Chapter II : Health Resources
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,3,2,year,عام,الميزانية المخصصة لوزارة الصحة ( بمليارات الريالات) في الأعوام الخمسة الأخيرة بالنسبة للميزانية العامة للدولة
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,4,2,year,year,Budget Appropriations for  MOH in relation to Government Budget (by billion SR) in the last Five Years
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,5,2,population,السكان,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,5,2,hospital,المستشفيات,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,5,2,bed,أسرة,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,6,2,year,year,"Hospitals and Beds in All Health Sectors, KSA and Rate of Beds / 10,000 population, in the last Five Years"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,6,2,population,population,"Hospitals and Beds in All Health Sectors, KSA and Rate of Beds / 10,000 population, in the last Five Years"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,6,2,hospital,hospital,"Hospitals and Beds in All Health Sectors, KSA and Rate of Beds / 10,000 population, in the last Five Years"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,6,2,bed,bed,"Hospitals and Beds in All Health Sectors, KSA and Rate of Beds / 10,000 population, in the last Five Years"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,7,2,region,المنطقة,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب المنطقة الصحية 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,7,2,hospital,المستشفيات,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب المنطقة الصحية 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,7,2,bed,أسرة,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب المنطقة الصحية 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,8,2,region,region,"Hospitals and Beds in KSA Health Sectors by Health Region, 2022G"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,8,2,hospital,hospital,"Hospitals and Beds in KSA Health Sectors by Health Region, 2022G"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,8,2,bed,bed,"Hospitals and Beds in KSA Health Sectors by Health Region, 2022G"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,9,2,year,عام,القوى العاملة الصحية بالقطاعات الصحية بالمملكة في الأعوام الخمسة الأخيرة
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,10,2,year,year,Health Manpower in KSA Health Sectors in the Last Five Years
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,11,2,year,عام,الأطباء وأطباء الأسنان بالقطاعات الصحية بالمملكة حسب التخصص والتصنيف الوظيفي عام 2022م.
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,11,2,physician,أطباء,الأطباء وأطباء الأسنان بالقطاعات الصحية بالمملكة حسب التخصص والتصنيف الوظيفي عام 2022م.
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,12,2,physician,physician,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2022G"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,13,2,region,المنطقة,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,13,2,year,عام,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,14,2,region,region,"Health Utilities in MoH by Health Region, 2022G"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,15,2,region,المنطقة,القوى العاملة الصحية بوزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,15,2,year,عام,القوى العاملة الصحية بوزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,16,2,region,region,"Health Manpower in MoH by Health Region,Category,Sex and Nationality, 2022G"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,17,2,year,عام,القوى العاملة الصحية بوزارة الصحة حسب الجنسية في الأعوام الخمسة الأخيرة
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,18,2,year,year,Health Manpower in MOH by Nationality  in the Last Five Years
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,19,2,year,عام,الفئات الطبية المساعدة بوزارة الصحة حسب التخصص والجنسية والجنس عام 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,21,2,region,المنطقة,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,21,2,year,عام,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,22,2,region,region,"Midwives in MoH Facilities by Health Region, 2022G"
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,23,2,region,المنطقة,المستشفيات والأسرة بوزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,23,2,hospital,المستشفيات,المستشفيات والأسرة بوزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة
2022-Chapter-II-Health-Resources.xlsx,فهرس الباب الثاني,23,2,bed,أسرة,المستشفيات والأسرة بوزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة
